연도,분기,월,지하철역,호선명,00-06시,06-11시,11-14시,14-17시,17-21시,21-24시,위도,경도
2020,4,10,대모산입구,분당선,3519,60676,23070,27715,45228,11018,37.491373,127.07272
2020,4,10,도곡,분당선,2309,99455,44324,54704,92507,24305,37.491073,127.055319
2020,4,10,선릉,분당선,2965,298891,89424,98740,219562,49624,37.504571,127.048505
2020,4,10,선정릉,분당선,2207,136218,42397,50875,122082,26955,37.510516,127.043838
2020,4,10,수서,분당선,6830,214761,99886,113550,207299,61294,37.487425,127.1016645
2020,4,10,압구정로데오,분당선,3520,248105,123608,151893,325644,78292,37.527381,127.040534
2020,4,10,한티,분당선,2967,197842,107449,116110,225047,72284,37.496237,127.052873
2020,4,11,강남,2호선,20850,1170694,559610,686944,1404828,497393,37.4974135,127.028008
2020,4,11,삼성(무역센터),2호선,12638,874640,305329,376004,864169,183644,37.508844,127.06316
2020,4,11,선릉,2호선,10732,829756,315165,404504,820214,192628,37.504571,127.048505
2020,4,11,역삼,2호선,10823,911006,263791,328015,794818,172370,37.500622,127.036456
2020,4,11,대청,3호선,4428,156037,59203,80500,138639,40746,37.493514,127.079532
2020,4,11,대치,3호선,3177,155992,78041,97600,165986,68706,37.494612,127.063642
2020,4,11,도곡,3호선,2763,93606,36756,45139,79117,19192,37.491073,127.055319
2020,4,11,매봉,3호선,2521,206858,66942,81135,191390,43752,37.486947,127.046769
2020,4,11,수서,3호선,7236,279257,125093,150046,266894,71779,37.487425,127.1016645
2020,4,11,신사,3호선,4802,420258,211209,272409,542842,154818,37.516334,127.020114
2020,4,11,압구정,3호선,6232,489274,233018,276336,521487,119544,37.527072,127.028461
2020,4,11,일원,3호선,3463,164453,77383,86593,114282,29750,37.483681,127.08439
2020,4,11,학여울,3호선,688,35773,18576,22763,30862,7585,37.496663,127.070594
2020,4,11,강남구청,7호선,3610,300166,93855,110913,257469,71174,37.517324,127.041203
2020,4,11,논현,7호선,4709,361792,107818,135320,341431,102552,37.511093,127.021415
2020,4,11,청담,7호선,7713,403750,104869,134104,313507,71302,37.519365,127.05335
2020,4,11,학동,7호선,4700,469432,115778,145149,393184,79983,37.514229,127.031656
2020,4,11,신논현,9호선,6892,422536,209476,250370,536323,178088,37.504598,127.02506
2020,4,11,봉은사,9호선2~3단계,2526,259447,107527,125724,267935,58658,37.514219,127.060245
2020,4,11,삼성중앙,9호선2~3단계,1145,115775,34096,43014,111895,23674,37.513011,127.053282
2020,4,11,선정릉,9호선2~3단계,1778,164863,55900,64259,153725,38440,37.510516,127.043838
2020,4,11,언주,9호선2~3단계,2437,160041,60103,71462,153468,34770,37.507287,127.033868
2020,4,11,강남구청,분당선,2408,159039,66204,77217,163469,35890,37.517324,127.041203
2020,4,11,개포동,분당선,1823,59786,25976,32858,54402,17952,37.489116,127.06614
2020,4,11,구룡,분당선,749,34585,13295,18570,23447,6527,37.486839,127.058856
2020,4,11,대모산입구,분당선,3547,64209,22507,28408,46058,11022,37.491373,127.07272
2020,4,11,도곡,분당선,2391,103898,45543,56307,96999,24131,37.491073,127.055319
2020,4,11,선릉,분당선,2891,323919,92968,104052,235908,48681,37.504571,127.048505
2020,4,11,선정릉,분당선,2187,145371,43757,53997,130564,27560,37.510516,127.043838
2020,4,11,수서,분당선,6659,224540,101675,116783,218285,61440,37.487425,127.1016645
2020,4,11,압구정로데오,분당선,3197,260373,124169,153617,334798,75964,37.527381,127.040534
2020,4,11,한티,분당선,3086,204146,107062,118565,231442,71082,37.496237,127.052873
2020,4,12,강남,2호선,15803,949169,420307,541812,1010955,229837,37.4974135,127.028008
2020,4,12,삼성(무역센터),2호선,9464,698711,239032,304186,671121,111074,37.508844,127.06316
2020,4,12,선릉,2호선,8800,723301,265493,352336,676882,132526,37.504571,127.048505
2020,4,12,역삼,2호선,9981,779081,221685,289935,663393,118164,37.500622,127.036456
2020,4,12,대청,3호선,3863,132119,53021,65241,113823,26570,37.493514,127.079532
2020,4,12,대치,3호선,2861,127137,63599,75239,122249,34335,37.494612,127.063642
2020,4,12,도곡,3호선,1624,79044,29202,34671,64938,13074,37.491073,127.055319
2020,4,12,매봉,3호선,1847,183207,52596,67282,165418,29672,37.486947,127.046769
2020,4,12,수서,3호선,6117,219384,95510,112554,205973,45509,37.487425,127.1016645
2020,4,12,신사,3호선,3234,373541,174440,222769,415334,85124,37.516334,127.020114
2020,4,12,압구정,3호선,4580,441122,195255,233112,437268,75404,37.527072,127.028461
2020,4,12,일원,3호선,3093,139419,64353,70938,95484,18565,37.483681,127.08439
2020,4,12,학여울,3호선,626,24885,8993,11567,21306,4440,37.496663,127.070594
2020,4,12,강남구청,7호선,2789,263801,79685,96339,222015,49858,37.517324,127.041203
2020,4,12,논현,7호선,3363,320954,93400,119730,283391,65368,37.511093,127.021415
2020,4,12,청담,7호선,5946,352143,87693,115885,268872,50736,37.519365,127.05335
2020,4,12,학동,7호선,4233,423166,92532,123083,343523,59382,37.514229,127.031656
2020,4,12,신논현,9호선,4712,355527,169144,210351,406800,94010,37.504598,127.02506
2020,4,12,봉은사,9호선2~3단계,2137,205437,78275,96699,209168,36666,37.514219,127.060245
2020,4,12,삼성중앙,9호선2~3단계,967,99316,29064,36979,93157,17001,37.513011,127.053282
2020,4,12,선정릉,9호선2~3단계,1555,139984,44213,53122,126121,27469,37.510516,127.043838
2020,4,12,언주,9호선2~3단계,1880,141702,51347,61986,133049,25883,37.507287,127.033868
2020,4,12,강남구청,분당선,1788,137467,54300,64462,132434,24457,37.517324,127.041203
2020,4,12,개포동,분당선,1486,49684,19619,26771,44725,10766,37.489116,127.06614
2020,4,12,구룡,분당선,732,24340,9572,13627,17973,3504,37.486839,127.058856
2020,4,12,대모산입구,분당선,3115,55657,18915,25188,39820,7840,37.491373,127.07272
2020,4,12,도곡,분당선,2167,89038,37304,45248,81041,15779,37.491073,127.055319
2020,4,12,선릉,분당선,2234,282048,77729,88126,192794,34974,37.504571,127.048505
2020,4,12,선정릉,분당선,1796,125108,36424,44996,108715,20371,37.510516,127.043838
2020,4,12,수서,분당선,5375,175027,75733,86509,167140,40208,37.487425,127.1016645
2020,4,12,압구정로데오,분당선,1919,236278,102748,126861,271281,49109,37.527381,127.040534
2020,4,12,한티,분당선,2573,177266,87505,98512,186142,42784,37.496237,127.052873
2021,1,1,강남,2호선,15725,960066,454450,581905,1098640,299152,37.4974135,127.028008
2021,1,1,삼성(무역센터),2호선,8987,698446,233384,298492,702262,130301,37.508844,127.06316
2021,1,1,선릉,2호선,8597,708177,256513,343475,698728,158039,37.504571,127.048505
2021,1,1,역삼,2호선,9812,786675,225111,287093,693708,142085,37.500622,127.036456
2021,1,1,대청,3호선,3733,127367,51053,62000,119750,32141,37.493514,127.079532
2021,1,1,대치,3호선,2713,141728,70880,81559,135805,49078,37.494612,127.063642
2021,1,1,도곡,3호선,1791,80441,30205,35030,69230,17133,37.491073,127.055319
2021,1,1,매봉,3호선,1786,183170,55012,67854,173305,36603,37.486947,127.046769
2021,1,1,수서,3호선,5913,217447,95487,108910,213132,54169,37.487425,127.1016645
2021,1,1,신사,3호선,3254,381270,199604,253979,462632,108582,37.516334,127.020114
2021,1,1,압구정,3호선,4570,441206,211643,248184,453593,89179,37.527072,127.028461
2021,1,1,일원,3호선,3262,142096,69052,73933,100985,24344,37.483681,127.08439
2021,1,1,학여울,3호선,595,25628,9557,12351,22709,5890,37.496663,127.070594
2021,1,1,강남구청,7호선,2721,265503,80685,95690,229179,58167,37.517324,127.041203
2021,1,1,논현,7호선,3076,319684,98536,124346,292509,76573,37.511093,127.021415
2021,1,1,청담,7호선,5541,346738,89777,114526,271861,57417,37.519365,127.05335
2021,1,1,학동,7호선,3975,421005,94202,121620,353586,68092,37.514229,127.031656
2021,1,1,신논현,9호선,4705,360969,185008,228868,440125,117099,37.504598,127.02506
2021,1,1,봉은사,9호선2~3단계,1977,208507,78918,96908,217889,42140,37.514219,127.060245
2021,1,1,삼성중앙,9호선2~3단계,936,101222,30130,37700,100464,20707,37.513011,127.053282
2021,1,1,선정릉,9호선2~3단계,1640,141442,44502,53792,130937,31491,37.510516,127.043838
2021,1,1,언주,9호선2~3단계,1816,147781,53629,64828,141394,30590,37.507287,127.033868
2021,1,1,강남구청,분당선,1690,139691,55556,65026,141206,31857,37.517324,127.041203
2021,1,1,개포동,분당선,1433,48963,20115,25938,46221,13571,37.489116,127.06614
2021,1,1,구룡,분당선,756,22964,9525,12617,18046,4457,37.486839,127.058856
2021,1,1,대모산입구,분당선,2868,53835,18512,24169,39445,9462,37.491373,127.07272
2021,1,1,도곡,분당선,2143,89380,37866,45638,86953,20099,37.491073,127.055319
2021,1,1,선릉,분당선,2308,276920,76594,88669,201399,42703,37.504571,127.048505
2021,1,1,선정릉,분당선,1719,126254,36709,45114,115416,24459,37.510516,127.043838
2021,1,1,수서,분당선,5475,175486,74855,84503,171915,47362,37.487425,127.1016645
2021,1,1,압구정로데오,분당선,2005,237872,113550,139444,295925,61652,37.527381,127.040534
2021,1,1,한티,분당선,2520,185695,95916,103366,201087,57563,37.496237,127.052873
2021,1,2,강남,2호선,13840,944439,497067,625809,1142824,388839,37.4974135,127.028008
2021,1,2,삼성(무역센터),2호선,8537,670158,248071,314087,684010,147875,37.508844,127.06316
2021,1,2,선릉,2호선,7829,655395,256942,343896,661912,165456,37.504571,127.048505
2021,1,2,역삼,2호선,8914,743680,226844,287872,657054,151980,37.500622,127.036456
2021,1,2,대청,3호선,3587,121565,52519,63400,114815,35273,37.493514,127.079532
2021,1,2,대치,3호선,2569,134177,75573,86198,137489,56119,37.494612,127.063642
2021,1,2,도곡,3호선,1690,76385,31604,36482,65818,17652,37.491073,127.055319
2021,1,2,매봉,3호선,1565,171084,56365,68622,161744,38537,37.486947,127.046769
2021,1,2,수서,3호선,5485,215957,103052,117034,210968,59842,37.487425,127.1016645
2021,1,2,신사,3호선,3150,357630,205630,269859,471011,136173,37.516334,127.020114
2021,1,2,압구정,3호선,4256,418714,220935,260247,455296,106591,37.527072,127.028461
2021,1,2,일원,3호선,2894,131968,68136,72191,95494,25659,37.483681,127.08439
2021,1,2,학여울,3호선,541,25714,12561,15406,23246,5936,37.496663,127.070594
2021,1,2,강남구청,7호선,2612,248823,82373,96219,216784,62881,37.517324,127.041203
2021,1,2,논현,7호선,2932,299247,97667,123767,278576,86444,37.511093,127.021415
2021,1,2,청담,7호선,5297,329718,90874,115412,257631,59533,37.519365,127.05335
2021,1,2,학동,7호선,3781,393008,93722,120061,323680,69384,37.514229,127.031656
2021,1,2,신논현,9호선,4506,350308,200684,247713,452623,147804,37.504598,127.02506
2021,1,2,봉은사,9호선2~3단계,1954,202859,87727,104965,213239,46930,37.514219,127.060245
2021,1,2,삼성중앙,9호선2~3단계,853,97263,31392,38566,96522,21690,37.513011,127.053282
2021,1,2,선정릉,9호선2~3단계,1643,136392,47317,57105,127236,33396,37.510516,127.043838
2021,1,2,언주,9호선2~3단계,1818,139359,54457,65085,133138,31091,37.507287,127.033868
2021,1,2,강남구청,분당선,1589,130991,57663,67456,137075,33961,37.517324,127.041203
2021,1,2,개포동,분당선,1215,47328,21855,26433,44906,15071,37.489116,127.06614
2021,1,2,구룡,분당선,763,23111,9862,13736,18011,4590,37.486839,127.058856
2021,1,2,대모산입구,분당선,2676,50296,19641,23739,37803,9658,37.491373,127.07272
2021,1,2,도곡,분당선,1817,83369,39432,47240,82970,22146,37.491073,127.055319
2021,1,2,선릉,분당선,2259,253030,76381,88730,191246,42361,37.504571,127.048505
2021,1,2,선정릉,분당선,1707,120497,37693,46023,109233,24895,37.510516,127.043838
2021,1,2,수서,분당선,5243,174260,81913,91645,170997,51438,37.487425,127.1016645
2021,1,2,압구정로데오,분당선,1819,225488,125196,154884,300184,75620,37.527381,127.040534
2021,1,2,한티,분당선,2373,173206,99648,104523,193997,62652,37.496237,127.052873
2021,1,3,강남,2호선,17580,1197927,572009,702943,1401385,540833,37.4974135,127.028008
2021,1,3,삼성(무역센터),2호선,10707,879846,313248,388973,868444,200302,37.508844,127.06316
2021,1,3,선릉,2호선,9663,841653,322631,424849,838076,226877,37.504571,127.048505
2021,1,3,역삼,2호선,10456,956996,283446,351064,826257,200578,37.500622,127.036456
2021,1,3,대청,3호선,4508,160952,60291,82939,144236,45230,37.493514,127.079532
2021,1,3,대치,3호선,2949,164180,79078,101549,171877,75823,37.494612,127.063642
2021,1,3,도곡,3호선,1993,100295,38126,46831,83663,23163,37.491073,127.055319
2021,1,3,매봉,3호선,1973,216705,68857,82979,200481,49925,37.486947,127.046769
2021,1,3,수서,3호선,7024,285142,125578,151550,270258,78360,37.487425,127.1016645
2021,1,3,신사,3호선,4014,443828,222597,284083,552470,178799,37.516334,127.020114
2021,1,3,압구정,3호선,5598,517935,248860,294214,540798,133844,37.527072,127.028461
2021,1,3,일원,3호선,3536,172838,79880,91576,120077,32585,37.483681,127.08439
2021,1,3,학여울,3호선,729,34567,16942,20745,30109,7801,37.496663,127.070594
2021,1,3,강남구청,7호선,3309,320206,99319,117013,270782,83158,37.517324,127.041203
2021,1,3,논현,7호선,3464,377702,115480,143485,346735,114962,37.511093,127.021415
2021,1,3,청담,7호선,6851,419174,111274,139764,321338,78526,37.519365,127.05335
2021,1,3,학동,7호선,4619,495885,117087,145842,404033,93020,37.514229,127.031656
2021,1,3,신논현,9호선,5386,438646,229601,278453,550572,198099,37.504598,127.02506
2021,1,3,봉은사,9호선2~3단계,2632,264826,111352,131328,265370,62250,37.514219,127.060245
2021,1,3,삼성중앙,9호선2~3단계,1181,122605,37503,45583,118629,28168,37.513011,127.053282
2021,1,3,선정릉,9호선2~3단계,2120,177719,57434,67580,160537,43094,37.510516,127.043838
2021,1,3,언주,9호선2~3단계,2144,174351,64188,75695,161286,39958,37.507287,127.033868
2021,1,3,강남구청,분당선,2124,170596,70440,82865,173382,43495,37.517324,127.041203
2021,1,3,개포동,분당선,1669,62749,26837,33185,58163,19881,37.489116,127.06614
2021,1,3,구룡,분당선,1046,36600,12344,20298,25121,8643,37.486839,127.058856
2021,1,3,대모산입구,분당선,3052,64697,22492,29536,46845,12492,37.491373,127.07272
2021,1,3,도곡,분당선,2325,109638,48105,59283,103647,28516,37.491073,127.055319
2021,1,3,선릉,분당선,2996,327144,94149,108190,241198,58666,37.504571,127.048505
2021,1,3,선정릉,분당선,2072,153880,45614,55822,135846,32405,37.510516,127.043838
2021,1,3,수서,분당선,6644,227795,101016,117869,218673,65673,37.487425,127.1016645
2021,1,3,압구정로데오,분당선,2393,282158,144680,179224,362552,97858,37.527381,127.040534
2021,1,3,한티,분당선,3052,214570,107820,122888,237134,79849,37.496237,127.052873
2021,2,4,강남,2호선,16419,1181644,553191,667167,1351556,505467,37.4974135,127.028008
2021,2,4,삼성(무역센터),2호선,10657,864551,296254,357431,837538,186555,37.508844,127.06316
2021,2,4,선릉,2호선,9315,823935,322366,407748,813857,214327,37.504571,127.048505
2021,2,4,역삼,2호선,10119,950966,277894,344173,818412,185781,37.500622,127.036456
2021,2,4,대청,3호선,4329,161429,59849,81280,140667,44182,37.493514,127.079532
2021,2,4,대치,3호선,3041,161505,76965,97595,162204,67558,37.494612,127.063642
2021,2,4,도곡,3호선,2165,100524,38304,48079,81220,22220,37.491073,127.055319
2021,2,4,매봉,3호선,2124,218636,69421,82925,201227,48367,37.486947,127.046769
2021,2,4,수서,3호선,7023,288197,127636,150580,269879,77195,37.487425,127.1016645
2021,2,4,신사,3호선,4018,443197,210264,264896,534797,171958,37.516334,127.020114
2021,2,4,압구정,3호선,5705,510696,241004,282080,527451,132036,37.527072,127.028461
2021,2,4,일원,3호선,3451,174229,79394,90545,118963,31624,37.483681,127.08439
2021,2,4,학여울,3호선,828,37550,21419,25366,31917,7804,37.496663,127.070594
2021,2,4,강남구청,7호선,3415,318665,98367,115621,268471,81246,37.517324,127.041203
2021,2,4,논현,7호선,3568,376545,113801,139369,344341,113026,37.511093,127.021415
2021,2,4,청담,7호선,6921,414839,107766,136673,315055,75737,37.519365,127.05335
2021,2,4,학동,7호선,4401,494278,113175,142389,401064,88688,37.514229,127.031656
2021,2,4,신논현,9호선,5130,435536,221202,263343,534747,190737,37.504598,127.02506
2021,2,4,봉은사,9호선2~3단계,2544,258699,102239,118727,257578,59055,37.514219,127.060245
2021,2,4,삼성중앙,9호선2~3단계,1217,119868,36923,44404,113555,26326,37.513011,127.053282
2021,2,4,선정릉,9호선2~3단계,2290,177453,55991,66332,159345,42265,37.510516,127.043838
2021,2,4,언주,9호선2~3단계,1966,173488,62900,73838,159319,38311,37.507287,127.033868
2021,2,4,강남구청,분당선,1992,170020,69837,81301,170687,41319,37.517324,127.041203
2021,2,4,개포동,분당선,1763,64111,27345,34043,57277,19198,37.489116,127.06614
2021,2,4,구룡,분당선,1224,37410,12842,20182,24728,7594,37.486839,127.058856
2021,2,4,대모산입구,분당선,3051,65919,22590,30000,46052,11884,37.491373,127.07272
2021,2,4,도곡,분당선,2358,106134,46619,58224,99640,27273,37.491073,127.055319
2021,2,4,선릉,분당선,2934,320128,93335,102731,234124,55924,37.504571,127.048505
2021,2,4,선정릉,분당선,2242,153507,45090,54431,134824,31456,37.510516,127.043838
2021,2,4,수서,분당선,6459,230009,101835,117647,220892,65324,37.487425,127.1016645
2021,2,4,압구정로데오,분당선,2312,285098,145427,175429,358764,96803,37.527381,127.040534
2021,2,4,한티,분당선,3257,213831,105388,118502,228017,74142,37.496237,127.052873
2021,2,5,강남,2호선,15991,1092583,564491,689118,1300115,527456,37.4974135,127.028008
2021,2,5,삼성(무역센터),2호선,10852,796048,309927,379837,799247,187269,37.508844,127.06316
2021,2,5,선릉,2호선,9275,755342,310171,386114,743779,212615,37.504571,127.048505
2021,2,5,역삼,2호선,10040,868881,271836,328379,742422,186402,37.500622,127.036456
2021,2,5,대청,3호선,4268,148471,60827,80705,131794,43262,37.493514,127.079532
2021,2,5,대치,3호선,2980,151734,80576,98669,159686,70190,37.494612,127.063642
2021,2,5,도곡,3호선,2213,92434,37762,46663,75036,22331,37.491073,127.055319
2021,2,5,매봉,3호선,2192,200412,68723,81949,184585,47596,37.486947,127.046769
2021,2,5,수서,3호선,6868,273574,131650,154300,261619,80106,37.487425,127.1016645
2021,2,5,신사,3호선,4011,404750,219757,275973,509278,175534,37.516334,127.020114
2021,2,5,압구정,3호선,5805,479204,245914,288134,505094,132978,37.527072,127.028461
2021,2,5,일원,3호선,3460,158652,77610,87400,110787,31528,37.483681,127.08439
2021,2,5,학여울,3호선,857,33836,21599,26260,29231,7657,37.496663,127.070594
2021,2,5,강남구청,7호선,3329,294349,98357,114735,246040,80106,37.517324,127.041203
2021,2,5,논현,7호선,3613,344228,114323,140001,318735,112037,37.511093,127.021415
2021,2,5,청담,7호선,6827,381012,110391,136745,291209,74621,37.519365,127.05335
2021,2,5,학동,7호선,5148,447411,110861,140175,362054,85837,37.514229,127.031656
2021,2,5,신논현,9호선,5103,402631,230995,276773,516825,197033,37.504598,127.02506
2021,2,5,봉은사,9호선2~3단계,2491,242629,115581,134635,252810,61781,37.514219,127.060245
2021,2,5,삼성중앙,9호선2~3단계,1242,108447,36290,44486,104584,26758,37.513011,127.053282
2021,2,5,선정릉,9호선2~3단계,2224,160769,56782,65409,149239,41884,37.510516,127.043838
2021,2,5,언주,9호선2~3단계,2083,159871,64984,75000,148163,37227,37.507287,127.033868
2021,2,5,강남구청,분당선,2309,157963,69785,81189,158058,41972,37.517324,127.041203
2021,2,5,개포동,분당선,1870,61001,27806,33746,55275,19599,37.489116,127.06614
2021,2,5,구룡,분당선,1351,33987,13398,18589,24361,7979,37.486839,127.058856
2021,2,5,대모산입구,분당선,3133,62075,23680,30210,43697,11997,37.491373,127.07272
2021,2,5,도곡,분당선,2329,96708,46391,56832,92772,27695,37.491073,127.055319
2021,2,5,선릉,분당선,3026,293518,91925,100117,213973,55834,37.504571,127.048505
2021,2,5,선정릉,분당선,2306,139043,45271,53501,123393,31253,37.510516,127.043838
2021,2,5,수서,분당선,6483,218642,106291,120806,212998,67531,37.487425,127.1016645
2021,2,5,압구정로데오,분당선,2494,272310,155923,190155,353190,103110,37.527381,127.040534
2021,2,5,한티,분당선,3104,205170,110844,123891,225205,77524,37.496237,127.052873
2021,2,6,강남,2호선,16617,1185939,568531,696196,1377985,535807,37.4974135,127.028008
2021,2,6,삼성(무역센터),2호선,11504,899820,317117,386440,866418,196586,37.508844,127.06316
2021,2,6,선릉,2호선,10132,850375,326500,403219,825881,221639,37.504571,127.048505
2021,2,6,역삼,2호선,10852,985593,285004,339586,830023,194801,37.500622,127.036456
2021,2,6,대청,3호선,4764,163028,60961,85381,140191,44931,37.493514,127.079532
2021,2,6,대치,3호선,3243,162508,78059,100815,163603,72187,37.494612,127.063642
2021,2,6,도곡,3호선,2339,98919,36875,45122,79862,21980,37.491073,127.055319
2021,2,6,매봉,3호선,2391,222998,70330,83286,200672,49279,37.486947,127.046769
2021,2,6,수서,3호선,7583,293755,128654,154348,269988,79748,37.487425,127.1016645
2021,2,6,신사,3호선,4434,444136,215768,270600,532584,175446,37.516334,127.020114
2021,2,6,압구정,3호선,5790,520472,248852,287054,535672,137097,37.527072,127.028461
2021,2,6,일원,3호선,3735,178591,80433,94865,119624,32394,37.483681,127.08439
2021,2,6,학여울,3호선,899,35665,17918,21584,29026,7729,37.496663,127.070594
2021,2,6,강남구청,7호선,3432,322868,98002,114569,265616,82669,37.517324,127.041203
2021,2,6,논현,7호선,3898,377672,114309,138759,344555,115343,37.511093,127.021415
2021,2,6,청담,7호선,7173,415908,106738,135920,313299,76446,37.519365,127.05335
2021,2,6,학동,7호선,5073,499153,112905,141983,403420,88621,37.514229,127.031656
2021,2,6,신논현,9호선,4920,442056,228812,273801,544362,202621,37.504598,127.02506
2021,2,6,봉은사,9호선2~3단계,2588,272836,112630,132666,270765,64034,37.514219,127.060245
2021,2,6,삼성중앙,9호선2~3단계,1283,121791,37361,45596,114976,27066,37.513011,127.053282
2021,2,6,선정릉,9호선2~3단계,2397,180291,57816,66692,161958,43836,37.510516,127.043838
2021,2,6,언주,9호선2~3단계,2175,179585,67365,78780,164517,37714,37.507287,127.033868
2021,2,6,강남구청,분당선,2426,174269,70607,83010,171537,42600,37.517324,127.041203
2021,2,6,개포동,분당선,2050,65453,27416,34457,58071,20100,37.489116,127.06614
2021,2,6,구룡,분당선,1589,39796,12569,21572,25846,8739,37.486839,127.058856
2021,2,6,대모산입구,분당선,3156,65187,22861,30708,45430,12446,37.491373,127.07272
2021,2,6,도곡,분당선,2689,109726,47648,59914,100661,28850,37.491073,127.055319
2021,2,6,선릉,분당선,3090,332854,96220,102963,236521,57853,37.504571,127.048505
2021,2,6,선정릉,분당선,2204,153779,45456,54621,134278,30885,37.510516,127.043838
2021,2,6,수서,분당선,6756,233230,103935,119410,218981,65642,37.487425,127.1016645
2021,2,6,압구정로데오,분당선,2730,286496,149158,183341,361835,103874,37.527381,127.040534
2021,2,6,한티,분당선,3449,221543,110847,124822,233543,79611,37.496237,127.052873
2021,3,7,강남,2호선,16468,1120916,547654,644138,1215885,390672,37.4974135,127.028008
2021,3,7,삼성(무역센터),2호선,10485,760833,257664,315761,711955,139899,37.508844,127.06316
2021,3,7,선릉,2호선,9997,782264,296739,366438,749389,175250,37.504571,127.048505
2021,3,7,역삼,2호선,10690,879884,255305,308029,744385,149370,37.500622,127.036456
2021,3,7,대청,3호선,4430,154256,60561,73019,129049,35539,37.493514,127.079532
2021,3,7,대치,3호선,3157,158254,80430,88442,151471,64027,37.494612,127.063642
2021,3,7,도곡,3호선,2026,89180,33713,38661,73025,17436,37.491073,127.055319
2021,3,7,매봉,3호선,2310,208674,64001,74856,186907,39313,37.486947,127.046769
2021,3,7,수서,3호선,7286,264268,114663,131165,244158,62114,37.487425,127.1016645
2021,3,7,신사,3호선,4194,418900,198915,242083,467360,127360,37.516334,127.020114
2021,3,7,압구정,3호선,5374,491435,234324,258734,486816,106809,37.527072,127.028461
2021,3,7,일원,3호선,3559,162815,74970,79522,108013,25630,37.483681,127.08439
2021,3,7,학여울,3호선,883,30729,12251,14365,25688,6183,37.496663,127.070594
2021,3,7,강남구청,7호선,3494,297396,90938,103046,241507,65940,37.517324,127.041203
2021,3,7,논현,7호선,3679,355657,107588,129959,315089,89140,37.511093,127.021415
2021,3,7,청담,7호선,6790,375683,94672,120532,281759,60665,37.519365,127.05335
2021,3,7,학동,7호선,4622,460559,98700,126423,374682,72654,37.514229,127.031656
2021,3,7,신논현,9호선,4511,408254,212468,248109,477997,146149,37.504598,127.02506
2021,3,7,봉은사,9호선2~3단계,2747,236311,96186,112008,235108,47888,37.514219,127.060245
2021,3,7,삼성중앙,9호선2~3단계,1321,108717,34037,41245,102508,20794,37.513011,127.053282
2021,3,7,선정릉,9호선2~3단계,2446,163823,51246,58042,147486,34643,37.510516,127.043838
2021,3,7,언주,9호선2~3단계,2195,170290,62083,71183,155046,32448,37.507287,127.033868
2021,3,7,강남구청,분당선,2264,161401,65349,72729,153833,33559,37.517324,127.041203
2021,3,7,개포동,분당선,2046,60476,24371,29880,52469,15083,37.489116,127.06614
2021,3,7,구룡,분당선,1688,32355,12530,16352,21731,4659,37.486839,127.058856
2021,3,7,대모산입구,분당선,3121,57325,20322,25987,40388,9450,37.491373,127.07272
2021,3,7,도곡,분당선,2563,101400,43254,52255,92540,23203,37.491073,127.055319
2021,3,7,선릉,분당선,2978,302915,87575,92317,214142,45363,37.504571,127.048505
2021,3,7,선정릉,분당선,2127,141140,40170,48278,122163,24271,37.510516,127.043838
2021,3,7,수서,분당선,6301,210068,91644,102746,198765,52672,37.487425,127.1016645
2021,3,7,압구정로데오,분당선,2621,262916,133155,154954,316059,76892,37.527381,127.040534
2021,3,7,한티,분당선,3343,216093,111595,113067,220579,72408,37.496237,127.052873
2021,3,8,강남,2호선,15495,1029548,535358,618933,1160044,334483,37.4974135,127.028008
2021,3,8,삼성(무역센터),2호선,9701,715446,268198,329416,703854,126918,37.508844,127.06316
2021,3,8,선릉,2호선,9096,723638,286428,352048,704597,153974,37.504571,127.048505
2021,3,8,역삼,2호선,9995,818089,249074,297737,703229,130314,37.500622,127.036456
2021,3,8,대청,3호선,3901,143915,59053,73482,124664,33410,37.493514,127.079532
2021,3,8,대치,3호선,3012,148731,78643,88522,148954,63833,37.494612,127.063642
2021,3,8,도곡,3호선,1776,81764,32133,36906,66951,15635,37.491073,127.055319
2021,3,8,매봉,3호선,2095,192222,62628,73463,174419,34616,37.486947,127.046769
2021,3,8,수서,3호선,6658,248360,112374,132084,234628,57564,37.487425,127.1016645
2021,3,8,신사,3호선,3894,391188,199529,239371,448425,112101,37.516334,127.020114
2021,3,8,압구정,3호선,4942,452199,225049,250612,457769,96915,37.527072,127.028461
2021,3,8,일원,3호선,3285,153440,72868,79412,105249,24601,37.483681,127.08439
2021,3,8,학여울,3호선,854,26870,9739,12452,23575,5560,37.496663,127.070594
2021,3,8,강남구청,7호선,3508,278911,88613,101013,231231,58508,37.517324,127.041203
2021,3,8,논현,7호선,3452,328685,104809,126620,297611,79077,37.511093,127.021415
2021,3,8,청담,7호선,6068,347198,91158,115165,264777,55290,37.519365,127.05335
2021,3,8,학동,7호선,4433,419081,94752,120875,346832,65150,37.514229,127.031656
2021,3,8,신논현,9호선,3999,382606,212288,243869,453232,127656,37.504598,127.02506
2021,3,8,봉은사,9호선2~3단계,2596,225242,99776,115084,231254,43419,37.514219,127.060245
2021,3,8,삼성중앙,9호선2~3단계,1186,101913,33392,39481,97681,18584,37.513011,127.053282
2021,3,8,선정릉,9호선2~3단계,2140,153747,50283,55738,138967,31709,37.510516,127.043838
2021,3,8,언주,9호선2~3단계,1999,159235,58564,68244,147749,29543,37.507287,127.033868
