연도,분기,버스정류장ARS번호,00~06_승하차_승객수,06~11_승하차_승객수,11~14_승하차_승객수,14~17_승하차_승객수,17~21_승하차_승객수,21~24_승하차_승객수,X좌표,Y좌표,버스정류장_위경도_값
2020,1분기,23296,608,22093,10813,12141,19782,7822,127.0459062,37.49621982,"37.49621982, 127.0459062"
2020,2분기,23296,725,21028,10248,11543,18700,7994,127.0459062,37.49621982,"37.49621982, 127.0459062"
2020,3분기,23296,628,21917,10380,11838,18950,7957,127.0459062,37.49621982,"37.49621982, 127.0459062"
2020,4분기,23296,580,20530,10355,11462,17267,6946,127.0459062,37.49621982,"37.49621982, 127.0459062"
2020,1분기,23297,1219,19027,8665,9069,13491,5915,127.0457757,37.49600003,"37.49600003, 127.0457757"
2020,2분기,23297,961,17873,8268,8672,12679,5922,127.0457757,37.49600003,"37.49600003, 127.0457757"
2020,3분기,23297,1198,18854,8260,8956,13152,5535,127.0457757,37.49600003,"37.49600003, 127.0457757"
2020,4분기,23297,1135,18085,8346,8765,11875,5197,127.0457757,37.49600003,"37.49600003, 127.0457757"
2020,1분기,23298,571,10527,5272,6909,16518,4354,127.0443275,37.49957199,"37.49957199, 127.0443275"
2020,2분기,23298,621,9632,5039,6775,15277,4085,127.0443275,37.49957199,"37.49957199, 127.0443275"
2020,3분기,23298,653,10168,5204,6438,15035,4390,127.0443275,37.49957199,"37.49957199, 127.0443275"
2020,4분기,23298,468,9325,4778,6652,14199,3771,127.0443275,37.49957199,"37.49957199, 127.0443275"
2020,1분기,23299,1092,19061,5233,6104,9715,3574,127.0439167,37.4999158,"37.4999158, 127.0439167"
2020,2분기,23299,953,18660,5034,6019,9405,3414,127.0439167,37.4999158,"37.4999158, 127.0439167"
2020,3분기,23299,1136,19129,5186,5914,9747,3252,127.0439167,37.4999158,"37.4999158, 127.0439167"
2020,4분기,23299,971,18161,5080,5384,8867,2888,127.0439167,37.4999158,"37.4999158, 127.0439167"
2020,1분기,23300,631,19489,13139,15493,20630,8440,127.0477203,37.49947373,"37.49947373, 127.0477203"
2020,2분기,23300,698,17990,11412,14678,18813,7729,127.0477203,37.49947373,"37.49947373, 127.0477203"
2020,3분기,23300,645,19202,13220,15850,20175,8199,127.0477203,37.49947373,"37.49947373, 127.0477203"
2020,4분기,23300,563,18268,12030,15026,18770,6652,127.0477203,37.49947373,"37.49947373, 127.0477203"
2020,1분기,23301,379,16611,8985,9808,15355,5888,127.0473506,37.49944672,"37.49944672, 127.0473506"
2020,2분기,23301,420,15402,7906,9111,13337,5371,127.0473506,37.49944672,"37.49944672, 127.0473506"
2020,3분기,23301,426,16430,8958,10446,14131,5356,127.0473506,37.49944672,"37.49944672, 127.0473506"
2020,4분기,23301,364,15006,8504,10008,13174,4431,127.0473506,37.49944672,"37.49944672, 127.0473506"
2020,1분기,23302,1721,41824,11059,11862,21056,9516,127.040226,37.49626919,"37.49626919, 127.040226"
2020,2분기,23302,1728,39104,10369,11370,19512,8715,127.040226,37.49626919,"37.49626919, 127.040226"
2020,3분기,23302,1492,41682,10834,12042,20985,8390,127.040226,37.49626919,"37.49626919, 127.040226"
2020,4분기,23302,1422,38216,9864,10979,18391,7282,127.040226,37.49626919,"37.49626919, 127.040226"
2020,1분기,23303,863,10362,5145,5954,12111,4310,127.0408505,37.49668038,"37.49668038, 127.0408505"
2020,2분기,23303,908,9594,4839,5830,11414,4014,127.0408505,37.49668038,"37.49668038, 127.0408505"
2020,3분기,23303,957,10382,4999,6343,12457,3977,127.0408505,37.49668038,"37.49668038, 127.0408505"
2020,4분기,23303,888,9165,4673,5667,10016,3592,127.0408505,37.49668038,"37.49668038, 127.0408505"
2020,1분기,23304,1502,22986,10954,14697,34255,10430,127.038488,37.49769283,"37.49769283, 127.038488"
2020,2분기,23304,1242,21420,10872,14154,33390,9797,127.038488,37.49769283,"37.49769283, 127.038488"
2020,3분기,23304,1336,22364,11147,14876,35072,9797,127.038488,37.49769283,"37.49769283, 127.038488"
2020,4분기,23304,1106,21288,10848,14073,31208,8720,127.038488,37.49769283,"37.49769283, 127.038488"
2020,1분기,23305,15970,59756,22239,26114,36945,22042,127.0389365,37.50129938,"37.50129938, 127.0389365"
2020,2분기,23305,14950,56656,21458,25557,33386,19883,127.0389365,37.50129938,"37.50129938, 127.0389365"
2020,3분기,23305,14801,59397,21573,25063,35001,20689,127.0389365,37.50129938,"37.50129938, 127.0389365"
2020,4분기,23305,13033,55604,20198,23684,32195,19269,127.0389365,37.50129938,"37.50129938, 127.0389365"
2020,1분기,23306,11331,47165,19652,22981,31106,14002,127.0441325,37.50288924,"37.50288924, 127.0441325"
2020,2분기,23306,11536,46850,20044,22409,29249,13328,127.0441325,37.50288924,"37.50288924, 127.0441325"
2020,3분기,23306,11003,47477,20992,23022,29769,13329,127.0441325,37.50288924,"37.50288924, 127.0441325"
2020,4분기,23306,8807,45566,20186,22376,26973,12008,127.0441325,37.50288924,"37.50288924, 127.0441325"
2020,1분기,23307,4638,45342,30802,32497,54444,27890,127.0499279,37.50228127,"37.50228127, 127.0499279"
2020,2분기,23307,4138,43204,27439,35202,50309,25927,127.0499279,37.50228127,"37.50228127, 127.0499279"
2020,3분기,23307,4090,46900,31907,39053,51012,25638,127.0499279,37.50228127,"37.50228127, 127.0499279"
2020,4분기,23307,3047,43575,30862,36348,47279,22616,127.0499279,37.50228127,"37.50228127, 127.0499279"
2020,1분기,23308,4355,30671,24293,30394,45682,21400,127.051345,37.49926851,"37.49926851, 127.051345"
2020,2분기,23308,3908,28872,20860,29398,43136,20628,127.051345,37.49926851,"37.49926851, 127.051345"
2020,3분기,23308,4002,32694,23566,32116,45409,20697,127.051345,37.49926851,"37.49926851, 127.051345"
2020,4분기,23308,3283,29961,21630,30321,41023,18217,127.051345,37.49926851,"37.49926851, 127.051345"
2020,1분기,23309,2239,17394,18250,24770,39648,14598,127.0523083,37.49722034,"37.49722034, 127.0523083"
2020,2분기,23309,2017,16469,17050,24123,38442,14019,127.0523083,37.49722034,"37.49722034, 127.0523083"
2020,3분기,23309,1979,17743,18740,25458,40152,14494,127.0523083,37.49722034,"37.49722034, 127.0523083"
2020,4분기,23309,1592,17197,17865,24893,36366,12578,127.0523083,37.49722034,"37.49722034, 127.0523083"
2020,1분기,23310,4063,92208,26373,25606,42358,18600,127.0514098,37.49581335,"37.49581335, 127.0514098"
2020,2분기,23310,4509,92983,24980,25488,40666,18600,127.0514098,37.49581335,"37.49581335, 127.0514098"
2020,3분기,23310,4349,101156,27057,27611,43441,18702,127.0514098,37.49581335,"37.49581335, 127.0514098"
2020,4분기,23310,4162,95905,26023,26915,39564,16499,127.0514098,37.49581335,"37.49581335, 127.0514098"
2020,1분기,23311,3679,56168,26060,26427,37558,15169,127.0477526,37.49460763,"37.49460763, 127.0477526"
2020,2분기,23311,3802,55792,22810,25721,35115,14515,127.0477526,37.49460763,"37.49460763, 127.0477526"
2020,3분기,23311,3839,58692,24639,26915,37057,14490,127.0477526,37.49460763,"37.49460763, 127.0477526"
2020,4분기,23311,3527,53650,24286,26064,32945,12827,127.0477526,37.49460763,"37.49460763, 127.0477526"
2020,1분기,23312,3492,64254,26531,30269,62398,19724,127.0418132,37.49275223,"37.49275223, 127.0418132"
2020,2분기,23312,3487,61196,24602,28785,58950,18823,127.0418132,37.49275223,"37.49275223, 127.0418132"
2020,3분기,23312,3138,63847,25969,30185,62489,18643,127.0418132,37.49275223,"37.49275223, 127.0418132"
2020,4분기,23312,2985,60093,24781,29368,57671,16614,127.0418132,37.49275223,"37.49275223, 127.0418132"
2020,1분기,23313,2088,39336,16614,19507,51129,14806,127.0397851,37.49492117,"37.49492117, 127.0397851"
2020,2분기,23313,2370,37271,15651,19022,48759,14374,127.0397851,37.49492117,"37.49492117, 127.0397851"
2020,3분기,23313,2384,38289,15828,19751,52435,14800,127.0397851,37.49492117,"37.49492117, 127.0397851"
2020,4분기,23313,2057,36505,14904,19945,48975,13097,127.0397851,37.49492117,"37.49492117, 127.0397851"
2020,1분기,23314,3841,62608,27714,31974,58296,22283,127.0389746,37.49169541,"37.49169541, 127.0389746"
2020,2분기,23314,3924,60099,25202,31175,56500,20279,127.0389746,37.49169541,"37.49169541, 127.0389746"
2020,3분기,23314,3610,65017,28028,32442,57289,19578,127.0389746,37.49169541,"37.49169541, 127.0389746"
2020,4분기,23314,3217,63252,25841,31649,54803,17681,127.0389746,37.49169541,"37.49169541, 127.0389746"
2020,1분기,23315,2742,39153,19770,21422,41060,14801,127.0423612,37.49271859,"37.49271859, 127.0423612"
2020,2분기,23315,2601,37273,17935,20961,38794,13560,127.0423612,37.49271859,"37.49271859, 127.0423612"
2020,3분기,23315,2479,41159,19082,21189,39615,13164,127.0423612,37.49271859,"37.49271859, 127.0423612"
2020,4분기,23315,2398,39358,18420,21006,36848,11278,127.0423612,37.49271859,"37.49271859, 127.0423612"
2020,1분기,23316,2194,18336,10318,11407,18533,6019,127.0490211,37.4880596,"37.4880596, 127.0490211"
2020,2분기,23316,2311,17270,9944,11712,17600,6306,127.0490211,37.4880596,"37.4880596, 127.0490211"
2020,3분기,23316,2295,17815,10975,12329,18932,6149,127.0490211,37.4880596,"37.4880596, 127.0490211"
2020,4분기,23316,1849,17279,10142,11328,16568,5304,127.0490211,37.4880596,"37.4880596, 127.0490211"
2020,1분기,23317,3530,35941,18189,20960,33634,12517,127.0445829,37.48612816,"37.48612816, 127.0445829"
2020,2분기,23317,3820,35597,16914,19749,31912,13711,127.0445829,37.48612816,"37.48612816, 127.0445829"
2020,3분기,23317,3471,37295,17525,20402,31457,12583,127.0445829,37.48612816,"37.48612816, 127.0445829"
2020,4분기,23317,2806,35803,17267,19747,28030,11209,127.0445829,37.48612816,"37.48612816, 127.0445829"
2020,1분기,23318,6838,49758,28369,31145,50958,19868,127.0379877,37.48515886,"37.48515886, 127.0379877"
2020,2분기,23318,7209,48835,27327,31203,50314,20194,127.0379877,37.48515886,"37.48515886, 127.0379877"
2020,3분기,23318,6828,48930,28156,31318,49588,19512,127.0379877,37.48515886,"37.48515886, 127.0379877"
2020,4분기,23318,6130,47065,27480,31090,45548,17302,127.0379877,37.48515886,"37.48515886, 127.0379877"
2020,1분기,23319,7309,65653,28617,30223,47148,18974,127.0326347,37.48767259,"37.48767259, 127.0326347"
2020,2분기,23319,8128,62866,28080,30148,45729,18629,127.0326347,37.48767259,"37.48767259, 127.0326347"
2020,3분기,23319,7583,63584,28451,30189,44722,18395,127.0326347,37.48767259,"37.48767259, 127.0326347"
2020,4분기,23319,7564,60655,27350,29380,40561,16702,127.0326347,37.48767259,"37.48767259, 127.0326347"
2020,1분기,23320,567,2363,1151,1645,3813,2127,127.103707,37.48488229,"37.48488229, 127.103707"
2020,2분기,23320,431,2267,1042,1588,3846,2085,127.103707,37.48488229,"37.48488229, 127.103707"
2020,3분기,23320,525,2399,1097,1716,4013,2073,127.103707,37.48488229,"37.48488229, 127.103707"
2020,4분기,23320,405,2252,1051,1572,3339,1657,127.103707,37.48488229,"37.48488229, 127.103707"
2020,1분기,23321,4365,54114,23998,26479,50284,20349,127.0328243,37.4898571,"37.4898571, 127.0328243"
2020,2분기,23321,5004,51995,23594,28787,50121,19962,127.0328243,37.4898571,"37.4898571, 127.0328243"
2020,3분기,23321,5067,53589,24049,28923,49210,19106,127.0328243,37.4898571,"37.4898571, 127.0328243"
2020,4분기,23321,4393,52573,22932,27796,47295,16382,127.0328243,37.4898571,"37.4898571, 127.0328243"
2020,1분기,23322,886,10950,6326,6872,13651,3101,127.0421643,37.48350402,"37.48350402, 127.0421643"
2020,2분기,23322,832,10732,6325,6792,13738,3469,127.0421643,37.48350402,"37.48350402, 127.0421643"
2020,3분기,23322,1011,12008,6110,6821,13773,3269,127.0421643,37.48350402,"37.48350402, 127.0421643"
2020,4분기,23322,1113,11610,6114,6965,12819,2690,127.0421643,37.48350402,"37.48350402, 127.0421643"
2020,1분기,23323,5567,32120,13824,18461,33913,19046,127.0449095,37.4860326,"37.4860326, 127.0449095"
2020,2분기,23323,5203,30232,13235,17422,32511,17408,127.0449095,37.4860326,"37.4860326, 127.0449095"
2020,3분기,23323,4840,32853,14001,18158,32160,17216,127.0449095,37.4860326,"37.4860326, 127.0449095"
2020,4분기,23323,3971,31951,14392,18448,31991,15547,127.0449095,37.4860326,"37.4860326, 127.0449095"
2020,1분기,23324,2728,14043,8154,9249,13855,8033,127.0493405,37.48798402,"37.48798402, 127.0493405"
2020,2분기,23324,2590,13376,7392,9037,13633,7609,127.0493405,37.48798402,"37.48798402, 127.0493405"
2020,3분기,23324,2607,14433,8008,9472,13931,7895,127.0493405,37.48798402,"37.48798402, 127.0493405"
2020,4분기,23324,2346,13538,7535,9527,13292,6924,127.0493405,37.48798402,"37.48798402, 127.0493405"
2020,1분기,23325,1146,7111,3450,4112,8079,3105,127.050304,37.48705174,"37.48705174, 127.050304"
2020,2분기,23325,973,6731,3398,4114,7970,3166,127.050304,37.48705174,"37.48705174, 127.050304"
2020,3분기,23325,893,6935,3573,4244,8655,3229,127.050304,37.48705174,"37.48705174, 127.050304"
2020,4분기,23325,884,6935,3780,4381,8072,2887,127.050304,37.48705174,"37.48705174, 127.050304"
2020,1분기,23326,476,9310,5423,6395,9443,4130,127.0505956,37.48694265,"37.48694265, 127.0505956"
2020,2분기,23326,472,8931,5074,6758,9522,4223,127.0505956,37.48694265,"37.48694265, 127.0505956"
2020,3분기,23326,532,9450,5753,6546,9504,4506,127.0505956,37.48694265,"37.48694265, 127.0505956"
2020,4분기,23326,475,8650,5471,6817,8801,4049,127.0505956,37.48694265,"37.48694265, 127.0505956"
2020,1분기,23327,2286,18997,14092,16113,23415,8842,127.0520533,37.4892465,"37.4892465, 127.0520533"
2020,2분기,23327,2491,17922,13479,16117,22116,8340,127.0520533,37.4892465,"37.4892465, 127.0520533"
2020,3분기,23327,2151,19153,14830,17301,22990,9021,127.0520533,37.4892465,"37.4892465, 127.0520533"
2020,4분기,23327,2316,19646,13801,18534,22605,9032,127.0520533,37.4892465,"37.4892465, 127.0520533"
2020,1분기,23329,2112,13849,8285,9147,16055,5840,127.0525143,37.48967059,"37.48967059, 127.0525143"
2020,2분기,23329,1771,14152,7959,8898,15151,5956,127.0525143,37.48967059,"37.48967059, 127.0525143"
2020,3분기,23329,1929,15466,8631,9403,14996,6150,127.0525143,37.48967059,"37.48967059, 127.0525143"
2020,4분기,23329,1621,13859,7919,9291,13371,5151,127.0525143,37.48967059,"37.48967059, 127.0525143"
2020,1분기,23330,3127,36407,25904,33735,50824,19064,127.0481388,37.49452703,"37.49452703, 127.0481388"
2020,2분기,23330,3604,33104,22932,32667,48437,17403,127.0481388,37.49452703,"37.49452703, 127.0481388"
2020,3분기,23330,3500,35982,24670,35080,49604,17389,127.0481388,37.49452703,"37.49452703, 127.0481388"
2020,4분기,23330,3082,33165,22789,33060,43553,15564,127.0481388,37.49452703,"37.49452703, 127.0481388"
2020,1분기,23331,1607,21722,18102,22268,46997,12129,127.0519042,37.49578964,"37.49578964, 127.0519042"
2020,2분기,23331,1945,20237,16930,22459,46687,10987,127.0519042,37.49578964,"37.49578964, 127.0519042"
2020,3분기,23331,2101,21704,18069,22526,48137,11112,127.0519042,37.49578964,"37.49578964, 127.0519042"
2020,4분기,23331,1718,20431,16840,21856,44101,10502,127.0519042,37.49578964,"37.49578964, 127.0519042"
2020,1분기,23332,1017,6083,5258,6738,9676,5153,127.0535003,37.49477055,"37.49477055, 127.0535003"
2020,2분기,23332,943,6314,4448,6726,9222,5355,127.0535003,37.49477055,"37.49477055, 127.0535003"
2020,3분기,23332,1037,7620,5750,7886,9870,5093,127.0535003,37.49477055,"37.49477055, 127.0535003"
2020,4분기,23332,860,7278,5255,7333,9293,4447,127.0535003,37.49477055,"37.49477055, 127.0535003"
2020,1분기,23333,1018,5760,4067,4573,6252,2666,127.0545908,37.492517,"37.492517, 127.0545908"
2020,2분기,23333,1055,6760,3631,4606,6197,2806,127.0545908,37.492517,"37.492517, 127.0545908"
2020,3분기,23333,1016,8202,4234,5303,6469,2947,127.0545908,37.492517,"37.492517, 127.0545908"
2020,4분기,23333,823,8530,4219,5130,5745,2512,127.0545908,37.492517,"37.492517, 127.0545908"
2020,1분기,23334,1134,5393,3675,4936,9892,6602,127.0571626,37.48580045,"37.48580045, 127.0571626"
2020,2분기,23334,705,6047,3404,4832,9093,6550,127.0571626,37.48580045,"37.48580045, 127.0571626"
2020,3분기,23334,820,6517,3716,5716,9227,6068,127.0571626,37.48580045,"37.48580045, 127.0571626"
2020,4분기,23334,689,7467,3854,6377,9169,5734,127.0571626,37.48580045,"37.48580045, 127.0571626"
2020,1분기,23335,1198,12080,6971,9257,14557,5869,127.0585692,37.48417305,"37.48417305, 127.0585692"
2020,2분기,23335,999,11923,7019,10772,13485,5718,127.0585692,37.48417305,"37.48417305, 127.0585692"
2020,3분기,23335,935,13238,7681,12504,13502,5558,127.0585692,37.48417305,"37.48417305, 127.0585692"
2020,4분기,23335,835,14795,8380,12990,13326,5013,127.0585692,37.48417305,"37.48417305, 127.0585692"
2020,1분기,23336,1320,13785,9854,14304,22784,8879,127.0607012,37.48241082,"37.48241082, 127.0607012"
2020,2분기,23336,1376,13338,9154,13305,21764,8398,127.0607012,37.48241082,"37.48241082, 127.0607012"
2020,3분기,23336,1346,14831,9869,14617,21626,8009,127.0607012,37.48241082,"37.48241082, 127.0607012"
2020,4분기,23336,1064,14426,9765,14447,21301,6995,127.0607012,37.48241082,"37.48241082, 127.0607012"
2020,1분기,23337,49,926,656,891,1671,864,127.0619375,37.48140122,"37.48140122, 127.0619375"
2020,2분기,23337,48,879,557,880,1461,764,127.0619375,37.48140122,"37.48140122, 127.0619375"
2020,3분기,23337,50,971,685,1008,1555,704,127.0619375,37.48140122,"37.48140122, 127.0619375"
2020,4분기,23337,77,850,657,921,1534,661,127.0619375,37.48140122,"37.48140122, 127.0619375"
2020,1분기,23338,597,9521,3684,4451,6522,1951,127.0582127,37.47664723,"37.47664723, 127.0582127"
2020,2분기,23338,597,9198,3719,4752,6547,1827,127.0582127,37.47664723,"37.47664723, 127.0582127"
2020,3분기,23338,610,9331,3530,4368,5646,2037,127.0582127,37.47664723,"37.47664723, 127.0582127"
2020,4분기,23338,431,9117,3694,5073,5615,1953,127.0582127,37.47664723,"37.47664723, 127.0582127"
2020,1분기,23339,514,9617,4815,7803,11592,3349,127.0540141,37.48075791,"37.48075791, 127.0540141"
2020,2분기,23339,577,9080,4477,7246,10359,3522,127.0540141,37.48075791,"37.48075791, 127.0540141"
2020,3분기,23339,780,8787,4326,7242,11159,3458,127.0540141,37.48075791,"37.48075791, 127.0540141"
2020,4분기,23339,969,15847,6919,9577,12117,3695,127.0540141,37.48075791,"37.48075791, 127.0540141"
2020,1분기,23340,1100,22859,10833,10276,11939,3909,127.0529226,37.48263323,"37.48263323, 127.0529226"
2020,2분기,23340,671,20928,9655,10016,11032,3689,127.0529226,37.48263323,"37.48263323, 127.0529226"
2020,3분기,23340,714,21679,10252,10207,11117,3652,127.0529226,37.48263323,"37.48263323, 127.0529226"
2020,4분기,23340,576,18883,9611,9479,10134,3120,127.0529226,37.48263323,"37.48263323, 127.0529226"
2020,1분기,23341,56,2698,1672,2096,2409,796,127.056812,37.48324015,"37.48324015, 127.056812"
2020,2분기,23341,51,2568,1403,1966,2256,691,127.056812,37.48324015,"37.48324015, 127.056812"
2020,3분기,23341,33,2857,1501,2017,2023,623,127.056812,37.48324015,"37.48324015, 127.056812"
2020,4분기,23341,41,3211,1437,2051,2022,662,127.056812,37.48324015,"37.48324015, 127.056812"
2020,1분기,23342,607,10706,5784,5794,6733,1372,127.0570883,37.48609979,"37.48609979, 127.0570883"
2020,2분기,23342,472,9191,5225,6648,6439,1302,127.0570883,37.48609979,"37.48609979, 127.0570883"
2020,3분기,23342,555,9899,5301,7240,6637,1365,127.0570883,37.48609979,"37.48609979, 127.0570883"
2020,4분기,23342,504,10306,4742,8218,6092,1138,127.0570883,37.48609979,"37.48609979, 127.0570883"
2020,1분기,23343,359,12166,6251,6630,7786,2445,127.058565,37.48431384,"37.48431384, 127.058565"
2020,2분기,23343,497,12480,6117,8092,7579,2350,127.058565,37.48431384,"37.48431384, 127.058565"
2020,3분기,23343,421,14539,6395,9160,7596,2280,127.058565,37.48431384,"37.48431384, 127.058565"
2020,4분기,23343,472,15656,6951,9342,7373,2135,127.058565,37.48431384,"37.48431384, 127.058565"
2020,1분기,23344,994,24131,14218,16010,18970,5929,127.0606005,37.48261974,"37.48261974, 127.0606005"
2020,2분기,23344,965,24733,12602,15186,17064,5473,127.0606005,37.48261974,"37.48261974, 127.0606005"
2020,3분기,23344,913,25835,12979,15977,19038,5430,127.0606005,37.48261974,"37.48261974, 127.0606005"
2020,4분기,23344,952,24766,13062,16401,19580,4732,127.0606005,37.48261974,"37.48261974, 127.0606005"
2020,1분기,23345,1044,44276,18914,18360,20683,5567,127.063554,37.48018272,"37.48018272, 127.063554"
2020,2분기,23345,1127,41301,16872,17923,20467,5315,127.063554,37.48018272,"37.48018272, 127.063554"
2020,3분기,23345,1209,42723,17617,18347,21292,5380,127.063554,37.48018272,"37.48018272, 127.063554"
2020,4분기,23345,1214,40779,17320,18456,19781,4975,127.063554,37.48018272,"37.48018272, 127.063554"
2020,1분기,23346,263,9772,6502,8265,8842,2497,127.0640239,37.48375109,"37.48375109, 127.0640239"
2020,2분기,23346,95,9071,5347,6966,7609,2030,127.0640239,37.48375109,"37.48375109, 127.0640239"
2020,3분기,23346,89,9864,5754,7742,7880,1964,127.0640239,37.48375109,"37.48375109, 127.0640239"
2020,4분기,23346,183,9672,5329,7383,7137,1944,127.0640239,37.48375109,"37.48375109, 127.0640239"
2020,1분기,23347,91,7228,3120,3132,3663,1100,127.0655367,37.4848572,"37.4848572, 127.0655367"
2020,2분기,23347,85,6863,2735,2869,3667,1123,127.0655367,37.4848572,"37.4848572, 127.0655367"
2020,3분기,23347,130,7137,3104,3530,4063,1071,127.0655367,37.4848572,"37.4848572, 127.0655367"
2020,4분기,23347,161,7084,2943,3296,3262,861,127.0655367,37.4848572,"37.4848572, 127.0655367"
2020,1분기,23348,695,5160,3355,4249,8023,4242,127.0659706,37.48524689,"37.48524689, 127.0659706"
2020,2분기,23348,716,5025,3029,4093,8053,4349,127.0659706,37.48524689,"37.48524689, 127.0659706"
2020,3분기,23348,843,5994,3469,4592,8463,4352,127.0659706,37.48524689,"37.48524689, 127.0659706"
2020,4분기,23348,546,5428,3357,4058,7678,3551,127.0659706,37.48524689,"37.48524689, 127.0659706"
2020,1분기,23349,504,2491,2241,2868,5407,3035,127.0682915,37.48430916,"37.48430916, 127.0682915"
2020,2분기,23349,509,3110,2118,2954,5265,3229,127.0682915,37.48430916,"37.48430916, 127.0682915"
2020,3분기,23349,574,3680,2535,3543,5945,3248,127.0682915,37.48430916,"37.48430916, 127.0682915"
2020,4분기,23349,424,3141,2318,3059,4652,2331,127.0682915,37.48430916,"37.48430916, 127.0682915"
2020,1분기,23350,1088,9763,4812,4626,5719,1677,127.0690636,37.48360227,"37.48360227, 127.0690636"
2020,2분기,23350,985,9741,4693,5077,5794,1729,127.0690636,37.48360227,"37.48360227, 127.0690636"
2020,3분기,23350,1007,10104,5168,5305,6068,1776,127.0690636,37.48360227,"37.48360227, 127.0690636"
2020,4분기,23350,842,9735,4743,5263,5669,1645,127.0690636,37.48360227,"37.48360227, 127.0690636"
2020,1분기,23351,1776,11783,8370,10238,19884,11663,127.067276,37.48629897,"37.48629897, 127.067276"
2020,2분기,23351,1747,13829,7356,11991,17509,10394,127.067276,37.48629897,"37.48629897, 127.067276"
2020,3분기,23351,1890,16895,9554,14096,18436,10192,127.067276,37.48629897,"37.48629897, 127.067276"
2020,4분기,23351,1701,17044,8526,13536,17580,8847,127.067276,37.48629897,"37.48629897, 127.067276"
2020,1분기,23352,2947,24721,17232,24239,50409,27319,127.0661422,37.48849543,"37.48849543, 127.0661422"
2020,2분기,23352,3087,23810,15012,22184,45398,25399,127.0661422,37.48849543,"37.48849543, 127.0661422"
2020,3분기,23352,3229,25749,16629,23749,47424,25172,127.0661422,37.48849543,"37.48849543, 127.0661422"
2020,4분기,23352,2575,24725,16528,24514,45662,22125,127.0661422,37.48849543,"37.48849543, 127.0661422"
2020,1분기,23353,1770,37761,17940,16128,19272,4845,127.0672967,37.48665083,"37.48665083, 127.0672967"
2020,2분기,23353,2096,39328,16132,21581,18936,4787,127.0672967,37.48665083,"37.48665083, 127.0672967"
2020,3분기,23353,2121,42083,18713,25439,19600,4537,127.0672967,37.48665083,"37.48665083, 127.0672967"
2020,4분기,23353,1905,42096,15594,24624,17844,4262,127.0672967,37.48665083,"37.48665083, 127.0672967"
2020,1분기,23354,1850,47697,28046,28027,37215,11184,127.066343,37.48849707,"37.48849707, 127.066343"
2020,2분기,23354,1823,43442,23227,27346,35842,10133,127.066343,37.48849707,"37.48849707, 127.066343"
2020,3분기,23354,1976,44336,24925,28990,36215,10083,127.066343,37.48849707,"37.48849707, 127.066343"
2020,4분기,23354,1662,42628,22862,28420,33482,8482,127.066343,37.48849707,"37.48849707, 127.066343"
2020,1분기,23355,792,5342,5680,6783,8728,3906,127.0683897,37.48948469,"37.48948469, 127.0683897"
2020,2분기,23355,844,4466,4358,5957,7886,3806,127.0683897,37.48948469,"37.48948469, 127.0683897"
2020,3분기,23355,656,4655,4899,5965,8340,3851,127.0683897,37.48948469,"37.48948469, 127.0683897"
2020,4분기,23355,439,4633,4788,6488,7432,3341,127.0683897,37.48948469,"37.48948469, 127.0683897"
2020,1분기,23356,163,4204,4779,6232,8919,4159,127.0684206,37.48942561,"37.48942561, 127.0684206"
2020,2분기,23356,177,3938,4050,5750,7914,3725,127.0684206,37.48942561,"37.48942561, 127.0684206"
2020,3분기,23356,262,4289,4508,6450,7689,3688,127.0684206,37.48942561,"37.48942561, 127.0684206"
2020,4분기,23356,278,3950,4166,5995,7168,3175,127.0684206,37.48942561,"37.48942561, 127.0684206"
2020,1분기,23357,435,3158,2159,2758,4165,2476,127.0705611,37.49012612,"37.49012612, 127.0705611"
2020,2분기,23357,440,3070,2436,3260,4646,2256,127.0705611,37.49012612,"37.49012612, 127.0705611"
2020,3분기,23357,410,3189,2814,3266,4416,2211,127.0705611,37.49012612,"37.49012612, 127.0705611"
2020,4분기,23357,310,2993,2322,2843,3779,1827,127.0705611,37.49012612,"37.49012612, 127.0705611"
2020,1분기,23358,305,7145,3382,3497,3991,1091,127.070533,37.49005516,"37.49005516, 127.070533"
2020,2분기,23358,214,6117,2622,3519,3572,1105,127.070533,37.49005516,"37.49005516, 127.070533"
2020,3분기,23358,232,6517,3038,3681,3586,958,127.070533,37.49005516,"37.49005516, 127.070533"
2020,4분기,23358,110,6274,2517,3310,2935,862,127.070533,37.49005516,"37.49005516, 127.070533"
2020,1분기,23359,948,15577,14187,20450,33493,17248,127.0757447,37.49231796,"37.49231796, 127.0757447"
2020,2분기,23359,1039,16083,12671,18831,30875,16338,127.0757447,37.49231796,"37.49231796, 127.0757447"
2020,3분기,23359,1161,17298,13992,20437,31094,15918,127.0757447,37.49231796,"37.49231796, 127.0757447"
2020,4분기,23359,841,15438,12836,20146,29450,14425,127.0757447,37.49231796,"37.49231796, 127.0757447"
2020,1분기,23360,3868,9633,7251,11946,25203,13226,127.0720957,37.49219737,"37.49219737, 127.0720957"
2020,2분기,23360,4297,9977,7078,11689,24988,12897,127.0720957,37.49219737,"37.49219737, 127.0720957"
2020,3분기,23360,4140,10365,7322,11702,24106,12523,127.0720957,37.49219737,"37.49219737, 127.0720957"
2020,4분기,23360,3277,10482,7813,12707,24215,11580,127.0720957,37.49219737,"37.49219737, 127.0720957"
