연도,분기,버스정류장ARS번호,00~06_승하차_승객수,06~11_승하차_승객수,11~14_승하차_승객수,14~17_승하차_승객수,17~21_승하차_승객수,21~24_승하차_승객수,X좌표,Y좌표,버스정류장_위경도_값
2021,2분기,23239,1862,37380,22984,31848,31652,7234,127.1236755,37.66128073,"37.66128073, 127.1236755"
2021,3분기,23239,1858,39488,24650,27912,26924,6102,127.064278,37.492785,"37.492785, 127.064278"
2021,3분기,23239,1858,39488,24650,27912,26924,6102,127.1236755,37.66128073,"37.66128073, 127.1236755"
2021,4분기,23239,2264,40198,23942,31904,29922,5976,127.064278,37.492785,"37.492785, 127.064278"
2021,4분기,23239,2264,40198,23942,31904,29922,5976,127.1236755,37.66128073,"37.66128073, 127.1236755"
2021,1분기,23240,1331,37881,17580,18836,22264,6514,127.0694459,37.4981063,"37.4981063, 127.0694459"
2021,2분기,23240,1457,41110,20063,24046,27408,8348,127.0694459,37.4981063,"37.4981063, 127.0694459"
2021,3분기,23240,1304,37710,19051,19720,23402,7297,127.0694459,37.4981063,"37.4981063, 127.0694459"
2021,4분기,23240,1436,41848,20867,23948,26337,7336,127.0694459,37.4981063,"37.4981063, 127.0694459"
2021,1분기,23241,792,9284,4288,4866,11582,3630,127.1235582,37.66078014,"37.66078014, 127.1235582"
2021,1분기,23241,792,9284,4288,4866,11582,3630,127.051217,37.505447,"37.505447, 127.051217"
2021,2분기,23241,1036,5782,4080,5626,10666,3398,127.1235582,37.66078014,"37.66078014, 127.1235582"
2021,2분기,23241,1036,5782,4080,5626,10666,3398,127.051217,37.505447,"37.505447, 127.051217"
2021,3분기,23241,800,6404,4216,5466,10004,2912,127.1235582,37.66078014,"37.66078014, 127.1235582"
2021,3분기,23241,800,6404,4216,5466,10004,2912,127.051217,37.505447,"37.505447, 127.051217"
2021,4분기,23241,1656,5840,4808,5902,10306,3628,127.1235582,37.66078014,"37.66078014, 127.1235582"
2021,4분기,23241,1656,5840,4808,5902,10306,3628,127.051217,37.505447,"37.505447, 127.051217"
2021,1분기,23242,2322,49447,28239,34607,60539,20224,127.0643171,37.50749148,"37.50749148, 127.0643171"
2021,2분기,23242,2886,57016,31925,38245,69976,24632,127.0643171,37.50749148,"37.50749148, 127.0643171"
2021,3분기,23242,2883,53286,30506,36827,65227,23792,127.0643171,37.50749148,"37.50749148, 127.0643171"
2021,4분기,23242,3514,58611,34580,42092,70408,25253,127.0643171,37.50749148,"37.50749148, 127.0643171"
2021,1분기,23243,1358,20709,8957,13465,26381,9089,127.067156,37.5097832,"37.5097832, 127.067156"
2021,2분기,23243,1494,21524,9683,14383,29613,11678,127.067156,37.5097832,"37.5097832, 127.067156"
2021,3분기,23243,1455,18714,9043,13157,25652,8684,127.067156,37.5097832,"37.5097832, 127.067156"
2021,4분기,23243,1966,22129,10160,15260,28604,10034,127.067156,37.5097832,"37.5097832, 127.067156"
2021,1분기,23244,2302,89479,28075,33705,65935,30696,127.0634217,37.50759958,"37.50759958, 127.0634217"
2021,2분기,23244,2838,100242,32843,39527,73840,36835,127.0634217,37.50759958,"37.50759958, 127.0634217"
2021,3분기,23244,2573,92194,31923,37695,68705,28717,127.0634217,37.50759958,"37.50759958, 127.0634217"
2021,4분기,23244,3997,95379,34395,44175,74912,35296,127.0634217,37.50759958,"37.50759958, 127.0634217"
2021,1분기,23245,1254,38866,7890,8734,15899,5610,127.0656234,37.50353402,"37.50353402, 127.0656234"
2021,2분기,23245,1342,41243,9077,10969,17829,6575,127.0656234,37.50353402,"37.50353402, 127.0656234"
2021,3분기,23245,1068,36309,8384,9793,16628,5782,127.0656234,37.50353402,"37.50353402, 127.0656234"
2021,4분기,23245,1282,38090,9569,11493,17930,6364,127.0656234,37.50353402,"37.50353402, 127.0656234"
2021,1분기,23246,389,8732,6780,8217,10491,5849,127.0638661,37.49994499,"37.49994499, 127.0638661"
2021,2분기,23246,522,8997,6651,8836,13292,8042,127.0638661,37.49994499,"37.49994499, 127.0638661"
2021,3분기,23246,373,10036,7869,8108,11908,6829,127.0638661,37.49994499,"37.49994499, 127.0638661"
2021,4분기,23246,418,9569,7391,9117,12922,6649,127.0638661,37.49994499,"37.49994499, 127.0638661"
2021,1분기,23247,775,34211,18145,23665,34993,18139,127.0599175,37.50105632,"37.50105632, 127.0599175"
2021,2분기,23247,1020,36898,17492,26083,40130,22131,127.0599175,37.50105632,"37.50105632, 127.0599175"
2021,3분기,23247,1042,35713,20162,26319,38872,20104,127.0599175,37.50105632,"37.50105632, 127.0599175"
2021,4분기,23247,1065,38503,18870,28920,41961,20507,127.0599175,37.50105632,"37.50105632, 127.0599175"
2021,1분기,23248,542,23971,11534,17259,30934,11712,127.0618981,37.50396586,"37.50396586, 127.0618981"
2021,2분기,23248,567,31429,13111,20297,34970,15114,127.0618981,37.50396586,"37.50396586, 127.0618981"
2021,3분기,23248,560,28779,13635,20105,32748,15752,127.0618981,37.50396586,"37.50396586, 127.0618981"
2021,4분기,23248,772,34280,14099,20150,33412,14481,127.0618981,37.50396586,"37.50396586, 127.0618981"
2021,1분기,23249,1093,42646,13121,16093,19733,7561,127.0614966,37.5040742,"37.5040742, 127.0614966"
2021,2분기,23249,1578,52676,13381,23435,23324,10232,127.0614966,37.5040742,"37.5040742, 127.0614966"
2021,3분기,23249,1550,49261,15325,22455,22144,9527,127.0614966,37.5040742,"37.5040742, 127.0614966"
2021,4분기,23249,1637,52335,15685,26053,24065,9270,127.0614966,37.5040742,"37.5040742, 127.0614966"
2021,1분기,23250,871,16771,8410,10367,20177,6732,127.058517,37.50354023,"37.50354023, 127.058517"
2021,2분기,23250,1087,19606,8634,12289,22110,8213,127.058517,37.50354023,"37.50354023, 127.058517"
2021,3분기,23250,990,18852,10539,14230,24033,8618,127.058517,37.50354023,"37.50354023, 127.058517"
2021,4분기,23250,1113,20428,10014,15882,26223,9035,127.058517,37.50354023,"37.50354023, 127.058517"
2021,1분기,23251,4958,19125,18325,26306,39583,16640,127.0616639,37.50810654,"37.50810654, 127.0616639"
2021,2분기,23251,7267,26265,25468,34755,53979,23141,127.0616639,37.50810654,"37.50810654, 127.0616639"
2021,3분기,23251,5665,27078,24817,34566,52621,20905,127.0616639,37.50810654,"37.50810654, 127.0616639"
2021,4분기,23251,9037,28553,28687,39102,58143,23549,127.0616639,37.50810654,"37.50810654, 127.0616639"
2021,1분기,23252,3424,62296,48028,59998,71552,33466,127.0521475,37.4981161,"37.4981161, 127.0521475"
2021,1분기,23252,3424,62296,48028,59998,71552,33466,127.1868786,37.72135359,"37.72135359, 127.1868786"
2021,2분기,23252,3778,74218,57854,72268,91552,47700,127.0521475,37.4981161,"37.4981161, 127.0521475"
2021,2분기,23252,3778,74218,57854,72268,91552,47700,127.1868786,37.72135359,"37.72135359, 127.1868786"
2021,3분기,23252,2792,74000,61132,70310,86330,41932,127.0521475,37.4981161,"37.4981161, 127.0521475"
2021,3분기,23252,2792,74000,61132,70310,86330,41932,127.1868786,37.72135359,"37.72135359, 127.1868786"
2021,4분기,23252,4026,80768,61570,75130,92186,43386,127.0521475,37.4981161,"37.4981161, 127.0521475"
2021,4분기,23252,4026,80768,61570,75130,92186,43386,127.1868786,37.72135359,"37.72135359, 127.1868786"
2021,1분기,23253,961,30300,16024,18571,25555,11728,127.0512136,37.50012236,"37.50012236, 127.0512136"
2021,2분기,23253,1303,34000,16458,19833,28539,14931,127.0512136,37.50012236,"37.50012236, 127.0512136"
2021,3분기,23253,1287,30957,17166,19839,27881,14498,127.0512136,37.50012236,"37.50012236, 127.0512136"
2021,4분기,23253,1427,34149,17811,20943,29540,14625,127.0512136,37.50012236,"37.50012236, 127.0512136"
2021,1분기,23254,316,10322,6598,7990,11252,6156,127.1872642,37.72134397,"37.72134397, 127.1872642"
2021,1분기,23254,316,10322,6598,7990,11252,6156,127.0517546,37.50069613,"37.50069613, 127.0517546"
2021,2분기,23254,586,14850,7918,10192,16578,10240,127.1872642,37.72134397,"37.72134397, 127.1872642"
2021,2분기,23254,586,14850,7918,10192,16578,10240,127.0517546,37.50069613,"37.50069613, 127.0517546"
2021,3분기,23254,458,14602,9168,10436,16116,9756,127.1872642,37.72134397,"37.72134397, 127.1872642"
2021,3분기,23254,458,14602,9168,10436,16116,9756,127.0517546,37.50069613,"37.50069613, 127.0517546"
2021,4분기,23254,826,15280,9164,11648,16316,9500,127.1872642,37.72134397,"37.72134397, 127.1872642"
2021,4분기,23254,826,15280,9164,11648,16316,9500,127.0517546,37.50069613,"37.50069613, 127.0517546"
2021,1분기,23255,321,10071,5846,7649,11411,5607,127.0563511,37.50219797,"37.50219797, 127.0563511"
2021,2분기,23255,363,9907,5141,6835,11567,5680,127.0563511,37.50219797,"37.50219797, 127.0563511"
2021,3분기,23255,313,9470,5457,7606,11156,5526,127.0563511,37.50219797,"37.50219797, 127.0563511"
2021,4분기,23255,511,9949,5296,7444,11817,6127,127.0563511,37.50219797,"37.50219797, 127.0563511"
2021,1분기,23256,847,10976,4779,5463,8009,3822,127.0567857,37.50254108,"37.50254108, 127.0567857"
2021,2분기,23256,873,11068,5246,6262,10385,5190,127.0567857,37.50254108,"37.50254108, 127.0567857"
2021,3분기,23256,953,11592,5926,6748,10759,5332,127.0567857,37.50254108,"37.50254108, 127.0567857"
2021,4분기,23256,1091,11443,5228,6727,11564,5099,127.0567857,37.50254108,"37.50254108, 127.0567857"
2021,1분기,23257,733,6481,3601,4260,6360,3100,127.0517751,37.50090788,"37.50090788, 127.0517751"
2021,2분기,23257,534,6212,3937,5036,7162,3915,127.0517751,37.50090788,"37.50090788, 127.0517751"
2021,3분기,23257,397,6007,4176,4860,7192,3846,127.0517751,37.50090788,"37.50090788, 127.0517751"
2021,4분기,23257,517,6022,3864,5152,7594,3949,127.0517751,37.50090788,"37.50090788, 127.0517751"
2021,1분기,23258,1409,44731,26724,30805,43128,19643,127.0499655,37.5027442,"37.5027442, 127.0499655"
2021,2분기,23258,1682,53411,28529,35887,47418,25566,127.0499655,37.5027442,"37.5027442, 127.0499655"
2021,3분기,23258,1484,48048,30179,34764,45828,23285,127.0499655,37.5027442,"37.5027442, 127.0499655"
2021,4분기,23258,2196,54716,31308,36136,48128,25582,127.0499655,37.5027442,"37.5027442, 127.0499655"
2021,1분기,23259,12861,139639,26542,29500,33018,21657,127.0504623,37.5047612,"37.5047612, 127.0504623"
2021,2분기,23259,16011,167436,34722,36815,42123,30224,127.0504623,37.5047612,"37.5047612, 127.0504623"
2021,3분기,23259,13513,160904,35261,36565,42537,25489,127.0504623,37.5047612,"37.5047612, 127.0504623"
2021,4분기,23259,19076,182954,36853,37865,45503,29234,127.0504623,37.5047612,"37.5047612, 127.0504623"
2021,1분기,23260,8622,145686,26959,31657,42923,21086,127.054803,37.506043,"37.506043, 127.054803"
2021,2분기,23260,8704,122338,25525,28793,39439,20652,127.054803,37.506043,"37.506043, 127.054803"
2021,3분기,23260,7440,116316,25698,29862,42349,18600,127.054803,37.506043,"37.506043, 127.054803"
2021,4분기,23260,9344,128518,26881,30412,43282,19641,127.054803,37.506043,"37.506043, 127.054803"
2021,1분기,23261,440,17776,6986,8196,11911,4407,127.0582126,37.50342527,"37.50342527, 127.0582126"
2021,2분기,23261,367,18570,7350,10530,13185,5393,127.0582126,37.50342527,"37.50342527, 127.0582126"
2021,3분기,23261,346,18411,8577,10503,13776,5701,127.0582126,37.50342527,"37.50342527, 127.0582126"
2021,4분기,23261,540,19501,8269,11670,15414,5947,127.0582126,37.50342527,"37.50342527, 127.0582126"
2021,1분기,23262,1146,24672,16434,19970,33369,15946,127.0591749,37.50164601,"37.50164601, 127.0591749"
2021,2분기,23262,1377,25511,15213,22104,36196,18759,127.0591749,37.50164601,"37.50164601, 127.0591749"
2021,3분기,23262,1203,27893,18102,23015,36712,17678,127.0591749,37.50164601,"37.50164601, 127.0591749"
2021,4분기,23262,1341,27205,16508,24492,39469,20145,127.0591749,37.50164601,"37.50164601, 127.0591749"
2021,1분기,23263,2127,40192,38575,45906,65449,40793,127.0600675,37.49872738,"37.49872738, 127.0600675"
2021,2분기,23263,2848,45210,36833,51418,79759,51865,127.0600675,37.49872738,"37.49872738, 127.0600675"
2021,3분기,23263,2325,48178,45417,52703,80479,54044,127.0600675,37.49872738,"37.49872738, 127.0600675"
2021,4분기,23263,2500,46764,42103,56493,85708,53061,127.0600675,37.49872738,"37.49872738, 127.0600675"
2021,1분기,23264,1125,24140,16061,17738,23060,12129,127.0566485,37.49768961,"37.49768961, 127.0566485"
2021,2분기,23264,1355,27516,16060,17973,23602,14935,127.0566485,37.49768961,"37.49768961, 127.0566485"
2021,3분기,23264,1351,26802,18517,18382,25660,17894,127.0566485,37.49768961,"37.49768961, 127.0566485"
2021,4분기,23264,1469,27330,16673,18565,23837,16072,127.0566485,37.49768961,"37.49768961, 127.0566485"
2021,1분기,23265,1278,25808,25004,31627,42139,18234,127.053929,37.49677356,"37.49677356, 127.053929"
2021,2분기,23265,1380,28113,27006,35362,47178,22209,127.053929,37.49677356,"37.49677356, 127.053929"
2021,3분기,23265,1196,27633,27534,33641,44654,20453,127.053929,37.49677356,"37.49677356, 127.053929"
2021,4분기,23265,1314,27775,27219,36058,46911,21318,127.053929,37.49677356,"37.49677356, 127.053929"
2021,1분기,23266,58,4728,1676,1994,2836,1533,127.0257548,37.50463617,"37.50463617, 127.0257548"
2021,2분기,23266,46,8050,2539,2643,3668,2750,127.0257548,37.50463617,"37.50463617, 127.0257548"
2021,3분기,23266,77,8558,2408,2620,3711,2163,127.0257548,37.50463617,"37.50463617, 127.0257548"
2021,4분기,23266,160,8915,2734,2715,3967,2715,127.0257548,37.50463617,"37.50463617, 127.0257548"
2021,1분기,23267,25,2608,854,893,1074,674,127.0311108,37.50624203,"37.50624203, 127.0311108"
2021,2분기,23267,25,2589,1177,1099,1231,798,127.0311108,37.50624203,"37.50624203, 127.0311108"
2021,3분기,23267,31,3668,1377,1229,1541,806,127.0311108,37.50624203,"37.50624203, 127.0311108"
2021,4분기,23267,74,3922,1500,1359,1685,883,127.0311108,37.50624203,"37.50624203, 127.0311108"
2021,1분기,23268,1824,31926,9973,12307,18369,8071,127.0344861,37.50553234,"37.50553234, 127.0344861"
2021,2분기,23268,2083,35204,10751,13086,20043,8899,127.0344861,37.50553234,"37.50553234, 127.0344861"
2021,3분기,23268,2233,33927,11395,14032,20855,8723,127.0344861,37.50553234,"37.50553234, 127.0344861"
2021,4분기,23268,2536,39750,13783,16464,25280,10854,127.0344861,37.50553234,"37.50553234, 127.0344861"
2021,1분기,23269,1024,41411,13506,17366,34359,10014,127.0346209,37.50609008,"37.50609008, 127.0346209"
2021,2분기,23269,1227,45222,15192,18297,38097,11102,127.0346209,37.50609008,"37.50609008, 127.0346209"
2021,3분기,23269,1102,44136,15001,17994,36648,9760,127.0346209,37.50609008,"37.50609008, 127.0346209"
2021,4분기,23269,1200,46771,16292,20399,39631,10975,127.0346209,37.50609008,"37.50609008, 127.0346209"
2021,1분기,23270,318,12038,3565,3672,4318,2608,127.0348624,37.50739481,"37.50739481, 127.0348624"
2021,2분기,23270,392,9930,4399,4566,5448,2995,127.0348624,37.50739481,"37.50739481, 127.0348624"
2021,3분기,23270,293,11272,4310,4454,5454,2645,127.0348624,37.50739481,"37.50739481, 127.0348624"
2021,4분기,23270,253,11345,4685,4600,5706,2955,127.0348624,37.50739481,"37.50739481, 127.0348624"
2021,1분기,23271,2705,20002,5627,6454,9529,3929,127.0388432,37.50798829,"37.50798829, 127.0388432"
2021,2분기,23271,2542,21290,6365,7359,10140,4578,127.0388432,37.50798829,"37.50798829, 127.0388432"
2021,3분기,23271,2452,22316,6129,6700,10056,4024,127.0388432,37.50798829,"37.50798829, 127.0388432"
2021,4분기,23271,2606,24187,6957,7866,11119,4535,127.0388432,37.50798829,"37.50798829, 127.0388432"
2021,1분기,23272,346,8034,3961,5303,9817,3845,127.0398644,37.50752569,"37.50752569, 127.0398644"
2021,2분기,23272,383,9337,4357,5895,11335,4438,127.0398644,37.50752569,"37.50752569, 127.0398644"
2021,3분기,23272,328,8631,4354,6004,11874,3639,127.0398644,37.50752569,"37.50752569, 127.0398644"
2021,4분기,23272,622,9092,4851,6474,12726,3998,127.0398644,37.50752569,"37.50752569, 127.0398644"
2021,1분기,23273,1010,7758,4069,4130,5374,2870,127.040648,37.50910775,"37.50910775, 127.040648"
2021,2분기,23273,1004,9343,4752,4797,6906,3833,127.040648,37.50910775,"37.50910775, 127.040648"
2021,3분기,23273,1024,8564,4431,4557,6685,3237,127.040648,37.50910775,"37.50910775, 127.040648"
2021,4분기,23273,1157,9459,4989,5072,7203,3261,127.040648,37.50910775,"37.50910775, 127.040648"
2021,1분기,23274,84,1226,843,1002,995,484,127.0430849,37.50982687,"37.50982687, 127.0430849"
2021,2분기,23274,108,1382,1247,1272,1413,745,127.0430849,37.50982687,"37.50982687, 127.0430849"
2021,3분기,23274,67,1539,1207,1197,1380,579,127.0430849,37.50982687,"37.50982687, 127.0430849"
2021,4분기,23274,99,1517,1171,1243,1542,641,127.0430849,37.50982687,"37.50982687, 127.0430849"
2021,1분기,23275,6062,91662,38592,43942,70166,31014,127.0440935,37.50923357,"37.50923357, 127.0440935"
2021,1분기,23275,6062,91662,38592,43942,70166,31014,127.1920846,37.72575121,"37.72575121, 127.1920846"
2021,2분기,23275,7854,101836,43398,47814,77080,37500,127.0440935,37.50923357,"37.50923357, 127.0440935"
2021,2분기,23275,7854,101836,43398,47814,77080,37500,127.1920846,37.72575121,"37.72575121, 127.1920846"
2021,3분기,23275,7218,96046,41762,44638,73696,31114,127.0440935,37.50923357,"37.50923357, 127.0440935"
2021,3분기,23275,7218,96046,41762,44638,73696,31114,127.1920846,37.72575121,"37.72575121, 127.1920846"
2021,4분기,23275,8310,101564,45110,49656,78984,35920,127.0440935,37.50923357,"37.50923357, 127.0440935"
2021,4분기,23275,8310,101564,45110,49656,78984,35920,127.1920846,37.72575121,"37.72575121, 127.1920846"
2021,1분기,23276,2639,50852,22262,26707,39495,18072,127.048176,37.50588439,"37.50588439, 127.048176"
2021,2분기,23276,3129,56566,25076,28895,43789,20924,127.048176,37.50588439,"37.50588439, 127.048176"
2021,3분기,23276,2915,54473,24547,27610,41153,17643,127.048176,37.50588439,"37.50588439, 127.048176"
2021,4분기,23276,3971,56619,25043,28875,42634,19532,127.048176,37.50588439,"37.50588439, 127.048176"
2021,1분기,23277,9942,37095,18520,22486,36339,12576,127.044057,37.503232,"37.503232, 127.044057"
2021,2분기,23277,11413,39883,22524,25899,41685,14722,127.044057,37.503232,"37.503232, 127.044057"
2021,3분기,23277,10467,41488,23375,26607,41818,13164,127.044057,37.503232,"37.503232, 127.044057"
2021,4분기,23277,12874,46850,27921,31336,51513,17109,127.044057,37.503232,"37.503232, 127.044057"
2021,1분기,23278,947,11764,7704,12458,20663,10278,127.0419791,37.50475497,"37.50475497, 127.0419791"
2021,2분기,23278,1038,13772,9473,14291,23861,12395,127.0419791,37.50475497,"37.50475497, 127.0419791"
2021,3분기,23278,676,14329,9710,13752,25114,10310,127.0419791,37.50475497,"37.50475497, 127.0419791"
2021,4분기,23278,1427,15067,10856,15453,27963,13908,127.0419791,37.50475497,"37.50475497, 127.0419791"
2021,1분기,23279,5992,52014,15552,16962,23340,9174,127.0414645,37.50475785,"37.50475785, 127.0414645"
2021,1분기,23279,5992,52014,15552,16962,23340,9174,127.22861,37.56811201,"37.56811201, 127.22861"
2021,2분기,23279,6230,55582,18278,19592,27736,12624,127.0414645,37.50475785,"37.50475785, 127.0414645"
2021,2분기,23279,6230,55582,18278,19592,27736,12624,127.22861,37.56811201,"37.56811201, 127.22861"
2021,3분기,23279,6152,56660,19118,20182,27662,10854,127.0414645,37.50475785,"37.50475785, 127.0414645"
2021,3분기,23279,6152,56660,19118,20182,27662,10854,127.22861,37.56811201,"37.56811201, 127.22861"
2021,4분기,23279,6314,64550,21452,22776,31006,12600,127.0414645,37.50475785,"37.50475785, 127.0414645"
2021,4분기,23279,6314,64550,21452,22776,31006,12600,127.22861,37.56811201,"37.56811201, 127.22861"
2021,1분기,23280,14051,32429,18727,21501,35454,16099,127.0386329,37.50154098,"37.50154098, 127.0386329"
2021,2분기,23280,16188,35192,21345,23471,40470,19657,127.0386329,37.50154098,"37.50154098, 127.0386329"
2021,3분기,23280,14900,34860,21109,23340,39848,17276,127.0386329,37.50154098,"37.50154098, 127.0386329"
2021,4분기,23280,17177,37676,23415,26779,47658,23029,127.0386329,37.50154098,"37.50154098, 127.0386329"
2021,1분기,23281,3078,111020,32735,37606,80191,25717,127.0368322,37.50140458,"37.50140458, 127.0368322"
2021,2분기,23281,3544,118496,35383,40723,86712,29020,127.0368322,37.50140458,"37.50140458, 127.0368322"
2021,3분기,23281,3302,112958,35032,38922,83907,24574,127.0368322,37.50140458,"37.50140458, 127.0368322"
2021,4분기,23281,3550,121330,37351,42829,91475,30471,127.0368322,37.50140458,"37.50140458, 127.0368322"
2021,1분기,23282,4614,86232,25177,29056,55067,23051,127.0362962,37.50165706,"37.50165706, 127.0362962"
2021,2분기,23282,5152,92046,27227,31147,60515,26645,127.0362962,37.50165706,"37.50165706, 127.0362962"
2021,3분기,23282,5132,88929,27505,31414,57901,22559,127.0362962,37.50165706,"37.50165706, 127.0362962"
2021,4분기,23282,5933,94867,29901,35322,65634,27316,127.0362962,37.50165706,"37.50165706, 127.0362962"
2021,1분기,23283,9808,19709,17115,20947,29336,13691,127.0350786,37.50044184,"37.50044184, 127.0350786"
2021,2분기,23283,11143,21888,20745,24430,35535,17219,127.0350786,37.50044184,"37.50044184, 127.0350786"
2021,3분기,23283,10092,22281,20475,23770,34314,14101,127.0350786,37.50044184,"37.50044184, 127.0350786"
2021,4분기,23283,11553,24617,22755,27517,41926,18074,127.0350786,37.50044184,"37.50044184, 127.0350786"
2021,1분기,23284,14989,29866,29059,36625,55079,22828,127.0298391,37.4988294,"37.4988294, 127.0298391"
2021,2분기,23284,16249,31410,29996,36329,60009,26177,127.0298391,37.4988294,"37.4988294, 127.0298391"
2021,3분기,23284,13112,31981,30141,36437,57655,21881,127.0298391,37.4988294,"37.4988294, 127.0298391"
2021,4분기,23284,16483,31520,30759,38578,61115,23783,127.0298391,37.4988294,"37.4988294, 127.0298391"
2021,1분기,23285,1262,34317,21737,25818,39912,16937,127.0269679,37.49993485,"37.49993485, 127.0269679"
2021,2분기,23285,1267,47668,29676,35210,56998,25208,127.0269679,37.49993485,"37.49993485, 127.0269679"
2021,3분기,23285,1212,46437,30088,34736,53276,20650,127.0269679,37.49993485,"37.49993485, 127.0269679"
2021,4분기,23285,1517,47441,29264,36689,57506,25351,127.0269679,37.49993485,"37.49993485, 127.0269679"
2021,1분기,23286,675,46885,22243,24867,38934,12371,127.0257902,37.50235998,"37.50235998, 127.0257902"
2021,2분기,23286,799,57256,26676,29238,46755,16864,127.0257902,37.50235998,"37.50235998, 127.0257902"
2021,3분기,23286,760,54867,25392,28323,43710,13707,127.0257902,37.50235998,"37.50235998, 127.0257902"
2021,4분기,23286,924,61066,27607,30959,47796,15938,127.0257902,37.50235998,"37.50235998, 127.0257902"
2021,1분기,23287,19978,76169,33964,36587,43314,29356,127.0291478,37.49813573,"37.49813573, 127.0291478"
2021,2분기,23287,24844,83814,36945,38056,49912,37348,127.0291478,37.49813573,"37.49813573, 127.0291478"
2021,3분기,23287,18123,77287,35678,37221,47933,30288,127.0291478,37.49813573,"37.49813573, 127.0291478"
2021,4분기,23287,26560,82478,38685,40779,53725,33491,127.0291478,37.49813573,"37.49813573, 127.0291478"
2021,1분기,23288,7337,52746,22376,23530,25482,16661,127.03379,37.49957175,"37.49957175, 127.03379"
2021,2분기,23288,7446,57996,25201,24439,29159,19086,127.03379,37.49957175,"37.49957175, 127.03379"
2021,3분기,23288,6082,54936,24329,23696,28957,16415,127.03379,37.49957175,"37.49957175, 127.03379"
2021,4분기,23288,10948,61307,26522,25632,32890,18646,127.03379,37.49957175,"37.49957175, 127.03379"
2021,1분기,23289,1597,37790,9039,9581,17421,7632,127.0379751,37.49815395,"37.49815395, 127.0379751"
2021,2분기,23289,1741,41754,10250,11381,19638,9351,127.0379751,37.49815395,"37.49815395, 127.0379751"
2021,3분기,23289,1728,38641,9486,10442,18139,7445,127.0379751,37.49815395,"37.49815395, 127.0379751"
2021,4분기,23289,2132,41999,10156,11007,19106,8837,127.0379751,37.49815395,"37.49815395, 127.0379751"
2021,1분기,23290,816,15560,12727,14209,19472,8987,127.0420406,37.5155195,"37.5155195, 127.0420406"
2021,2분기,23290,1095,19029,14959,17246,22809,11954,127.0420406,37.5155195,"37.5155195, 127.0420406"
2021,3분기,23290,886,20617,16274,18570,22701,9891,127.0420406,37.5155195,"37.5155195, 127.0420406"
2021,4분기,23290,1130,22089,18066,20926,25268,10859,127.0420406,37.5155195,"37.5155195, 127.0420406"
2021,1분기,23291,2140,42852,19300,23292,46714,16300,127.0387195,37.49183877,"37.49183877, 127.0387195"
2021,2분기,23291,2418,48153,21340,25776,51845,19979,127.0387195,37.49183877,"37.49183877, 127.0387195"
2021,3분기,23291,1889,45199,21902,24835,51089,16715,127.0387195,37.49183877,"37.49183877, 127.0387195"
2021,4분기,23291,2032,47409,22490,27137,54462,18724,127.0387195,37.49183877,"37.49183877, 127.0387195"
2021,1분기,23292,218,10511,4837,4985,7442,4365,127.034025,37.49409748,"37.49409748, 127.034025"
2021,2분기,23292,289,11060,5419,5605,9547,5792,127.034025,37.49409748,"37.49409748, 127.034025"
2021,3분기,23292,179,10523,5237,5656,9269,4393,127.034025,37.49409748,"37.49409748, 127.034025"
2021,4분기,23292,365,10998,5356,5839,8792,4623,127.034025,37.49409748,"37.49409748, 127.034025"
2021,1분기,23293,464,7113,3947,4554,7867,3012,127.0341054,37.49433084,"37.49433084, 127.0341054"
2021,2분기,23293,478,8554,4844,5331,8814,3692,127.0341054,37.49433084,"37.49433084, 127.0341054"
2021,3분기,23293,382,8054,4861,5058,9093,3502,127.0341054,37.49433084,"37.49433084, 127.0341054"
2021,4분기,23293,509,7882,4808,5570,9509,3479,127.0341054,37.49433084,"37.49433084, 127.0341054"
2021,1분기,23294,5880,67818,26970,32496,60564,25324,127.0335981,37.49026251,"37.49026251, 127.0335981"
2021,1분기,23294,5880,67818,26970,32496,60564,25324,127.1942087,37.70495865,"37.70495865, 127.1942087"
2021,2분기,23294,6292,77118,31202,38476,69436,30134,127.0335981,37.49026251,"37.49026251, 127.0335981"
2021,2분기,23294,6292,77118,31202,38476,69436,30134,127.1942087,37.70495865,"37.70495865, 127.1942087"
2021,3분기,23294,5820,72996,31530,38070,74108,28514,127.0335981,37.49026251,"37.49026251, 127.0335981"
2021,3분기,23294,5820,72996,31530,38070,74108,28514,127.1942087,37.70495865,"37.70495865, 127.1942087"
2021,4분기,23294,6774,81146,32272,39732,74454,28956,127.0335981,37.49026251,"37.49026251, 127.0335981"
2021,4분기,23294,6774,81146,32272,39732,74454,28956,127.1942087,37.70495865,"37.70495865, 127.1942087"
2021,1분기,23295,1288,35302,17960,20216,39578,11498,127.1942519,37.70514131,"37.70514131, 127.1942519"
2021,1분기,23295,1288,35302,17960,20216,39578,11498,127.030653,37.49219527,"37.49219527, 127.030653"
2021,2분기,23295,1832,38928,20466,22616,44864,12954,127.1942519,37.70514131,"37.70514131, 127.1942519"
2021,2분기,23295,1832,38928,20466,22616,44864,12954,127.030653,37.49219527,"37.49219527, 127.030653"
2021,3분기,23295,1482,31380,18456,20058,37590,10056,127.1942519,37.70514131,"37.70514131, 127.1942519"
2021,3분기,23295,1482,31380,18456,20058,37590,10056,127.030653,37.49219527,"37.49219527, 127.030653"
2021,4분기,23295,1296,29154,16940,19018,34330,8708,127.1942519,37.70514131,"37.70514131, 127.1942519"
