STDR_YY_CD,STDR_QU_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,TOT_WRC_POPLTN_CO,ML_WRC_POPLTN_CO,FML_WRC_POPLTN_CO,AGRDE_10_WRC_POPLTN_CO,AGRDE_20_WRC_POPLTN_CO,AGRDE_30_WRC_POPLTN_CO,AGRDE_40_WRC_POPLTN_CO,AGRDE_50_WRC_POPLTN_CO,AGRDE_60_ABOVE_WRC_POPLTN_CO,MAG_10_WRC_POPLTN_CO,MAG_20_WRC_POPLTN_CO,MAG_30_WRC_POPLTN_CO,MAG_40_WRC_POPLTN_CO,MAG_50_WRC_POPLTN_CO,MAG_60_ABOVE_WRC_POPLTN_CO,FAG_10_WRC_POPLTN_CO,FAG_20_WRC_POPLTN_CO,FAG_30_WRC_POPLTN_CO,FAG_40_WRC_POPLTN_CO,FAG_50_WRC_POPLTN_CO,FAG_60_ABOVE_WRC_POPLTN_CO
2020,1,R,전통시장,2130208,목동깨비시장(목3동시장),148.0,67.0,81.0,0.0,13.0,20.0,55.0,37.0,23.0,0.0,7.0,6.0,18.0,19.0,17.0,0.0,6.0,14.0,37.0,18.0,6.0
2020,1,R,전통시장,2130209,목사랑시장(목4동시장),111.0,61.0,50.0,0.0,7.0,15.0,23.0,42.0,24.0,0.0,2.0,13.0,10.0,20.0,16.0,0.0,5.0,2.0,13.0,22.0,8.0
2020,1,R,전통시장,2130210,목2동시장,432.0,251.0,181.0,1.0,66.0,124.0,122.0,71.0,48.0,1.0,40.0,69.0,70.0,39.0,32.0,0.0,26.0,55.0,52.0,32.0,16.0
2020,1,R,전통시장,2130211,신정2동 골목시장(오목교중앙시장),51.0,18.0,33.0,0.0,3.0,10.0,18.0,17.0,3.0,0.0,1.0,3.0,8.0,4.0,2.0,0.0,2.0,7.0,10.0,13.0,1.0
2020,1,R,전통시장,2130212,공항시장,8.0,6.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
2020,1,R,전통시장,2130213,방신전통시장,112.0,77.0,35.0,0.0,13.0,20.0,25.0,29.0,25.0,0.0,10.0,18.0,14.0,14.0,21.0,0.0,3.0,2.0,11.0,15.0,4.0
2020,1,R,전통시장,2130214,송화벽화시장(송화골목시장),119.0,44.0,75.0,2.0,23.0,18.0,25.0,33.0,18.0,0.0,6.0,7.0,9.0,13.0,9.0,2.0,17.0,11.0,16.0,20.0,9.0
2020,1,R,전통시장,2130215,대원종합시장,9.0,7.0,2.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0
2020,1,R,전통시장,2130216,화곡중앙시장,75.0,32.0,43.0,0.0,4.0,11.0,21.0,22.0,17.0,0.0,2.0,2.0,9.0,8.0,11.0,0.0,2.0,9.0,12.0,14.0,6.0
2020,1,R,전통시장,2130217,화곡본동시장,36.0,16.0,20.0,0.0,3.0,5.0,10.0,13.0,5.0,0.0,1.0,3.0,5.0,6.0,1.0,0.0,2.0,2.0,5.0,7.0,4.0
2020,1,R,전통시장,2130218,신월중앙시장,118.0,53.0,65.0,0.0,28.0,34.0,26.0,13.0,17.0,0.0,8.0,12.0,11.0,9.0,13.0,0.0,20.0,22.0,15.0,4.0,4.0
2020,1,R,전통시장,2130219,까치산시장,124.0,37.0,87.0,0.0,16.0,18.0,39.0,32.0,19.0,0.0,4.0,6.0,9.0,9.0,9.0,0.0,12.0,12.0,30.0,23.0,10.0
2020,1,R,전통시장,2130221,"남부골목시장(남부화곡시장, 남부시장)",188.0,69.0,119.0,0.0,22.0,32.0,50.0,57.0,27.0,0.0,5.0,5.0,15.0,22.0,22.0,0.0,17.0,27.0,35.0,35.0,5.0
2020,1,R,전통시장,2130222,오류시장,132.0,21.0,111.0,0.0,10.0,26.0,46.0,43.0,7.0,0.0,5.0,1.0,4.0,5.0,6.0,0.0,5.0,25.0,42.0,38.0,1.0
2020,1,R,전통시장,2130223,고척근린시장,42.0,12.0,30.0,0.0,2.0,10.0,12.0,14.0,4.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,2.0,9.0,11.0,7.0,1.0
2020,1,R,전통시장,2130224,개봉프라자(고척근린시장),5.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2020,1,R,전통시장,2130225,개봉중앙시장,147.0,59.0,88.0,0.0,15.0,21.0,39.0,44.0,28.0,0.0,3.0,4.0,19.0,22.0,11.0,0.0,12.0,17.0,20.0,22.0,17.0
2020,1,R,전통시장,2130226,고척프라자,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,R,전통시장,2130227,고척골목시장상점가(그라운드 고척),97.0,68.0,29.0,0.0,8.0,22.0,36.0,23.0,8.0,0.0,4.0,13.0,26.0,19.0,6.0,0.0,4.0,9.0,10.0,4.0,2.0
2020,1,R,전통시장,2130228,구로시장,10.0,5.0,5.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
2020,1,R,전통시장,2130229,남구로시장,249.0,139.0,110.0,1.0,16.0,53.0,61.0,62.0,56.0,0.0,7.0,30.0,31.0,32.0,39.0,1.0,9.0,23.0,30.0,30.0,17.0
2020,1,R,전통시장,2130231,독산동 우시장,611.0,476.0,135.0,2.0,31.0,74.0,126.0,196.0,182.0,0.0,16.0,55.0,97.0,145.0,163.0,2.0,15.0,19.0,29.0,51.0,19.0
2020,1,R,전통시장,2130232,독산동 맛나는거리상점가(독산동 맛나는거리),33.0,24.0,9.0,0.0,3.0,12.0,5.0,10.0,3.0,0.0,2.0,9.0,4.0,6.0,3.0,0.0,1.0,3.0,1.0,4.0,0.0
2020,1,R,전통시장,2130233,남문시장,76.0,47.0,29.0,0.0,5.0,8.0,18.0,22.0,23.0,0.0,2.0,3.0,9.0,12.0,21.0,0.0,3.0,5.0,9.0,10.0,2.0
2020,1,R,전통시장,2130234,푸른터시장(기능상실),3.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020,1,R,전통시장,2130235,대명여울빛거리시장(대명시장),298.0,80.0,218.0,0.0,39.0,52.0,77.0,82.0,48.0,0.0,11.0,14.0,25.0,19.0,11.0,0.0,28.0,38.0,52.0,63.0,37.0
2020,1,R,전통시장,2130236,비단길현대시장(현대시장),139.0,42.0,97.0,0.0,13.0,23.0,49.0,40.0,14.0,0.0,4.0,3.0,12.0,17.0,6.0,0.0,9.0,20.0,37.0,23.0,8.0
2020,1,R,전통시장,2130237,박미시장(기능상실),39.0,26.0,13.0,0.0,1.0,6.0,11.0,9.0,12.0,0.0,0.0,2.0,7.0,8.0,9.0,0.0,1.0,4.0,4.0,1.0,3.0
2020,1,R,전통시장,2130238,은행나무시장,113.0,71.0,42.0,0.0,22.0,24.0,31.0,22.0,14.0,0.0,13.0,16.0,22.0,14.0,6.0,0.0,9.0,8.0,9.0,8.0,8.0
2020,1,R,전통시장,2130240,영등포유통상가,1183.0,753.0,430.0,0.0,95.0,232.0,273.0,252.0,331.0,0.0,52.0,127.0,178.0,168.0,228.0,0.0,43.0,105.0,95.0,84.0,103.0
2020,1,R,전통시장,2130241,선유도역 골목형상점가,500.0,253.0,247.0,0.0,95.0,93.0,123.0,136.0,53.0,0.0,39.0,49.0,66.0,67.0,32.0,0.0,56.0,44.0,57.0,69.0,21.0
2020,1,R,전통시장,2130242,대림중앙 골목형상점가,68.0,21.0,47.0,0.0,4.0,14.0,21.0,24.0,5.0,0.0,1.0,6.0,5.0,5.0,4.0,0.0,3.0,8.0,16.0,19.0,1.0
2020,1,R,전통시장,2130243,도림시장,6.0,4.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020,1,R,전통시장,2130244,대림중앙시장,95.0,39.0,56.0,3.0,14.0,16.0,21.0,15.0,26.0,2.0,9.0,8.0,10.0,4.0,6.0,1.0,5.0,8.0,11.0,11.0,20.0
2020,1,R,전통시장,2130245,영일시장,675.0,567.0,108.0,1.0,61.0,189.0,238.0,136.0,50.0,0.0,41.0,148.0,217.0,115.0,46.0,1.0,20.0,41.0,21.0,21.0,4.0
2020,1,R,전통시장,2130246,영등포청과시장(조광시장),237.0,126.0,111.0,0.0,24.0,33.0,47.0,77.0,56.0,0.0,9.0,11.0,28.0,39.0,39.0,0.0,15.0,22.0,19.0,38.0,17.0
2020,1,R,전통시장,2130247,우리시장,21.0,16.0,5.0,0.0,3.0,4.0,6.0,3.0,5.0,0.0,1.0,3.0,5.0,3.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0
2020,1,R,전통시장,2130248,영등포역지하도상점가,12.0,5.0,7.0,0.0,0.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,3.0,0.0
2020,1,R,전통시장,2130249,동남상가,10.0,8.0,2.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
2020,1,R,전통시장,2130250,삼구시장(로타리상가),1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020,1,R,전통시장,2130253,영신상가(제일상가),9.0,7.0,2.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2020,1,R,전통시장,2130255,영등포전통시장,45.0,29.0,16.0,0.0,1.0,7.0,5.0,10.0,22.0,0.0,1.0,5.0,3.0,4.0,16.0,0.0,0.0,2.0,2.0,6.0,6.0
2020,1,R,전통시장,2130256,신동시장,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,R,전통시장,2130257,영등포시장기계공구상가,158.0,116.0,42.0,0.0,11.0,26.0,33.0,47.0,41.0,0.0,7.0,16.0,22.0,37.0,34.0,0.0,4.0,10.0,11.0,10.0,7.0
2020,1,R,전통시장,2130259,대신시장,12.0,9.0,3.0,0.0,1.0,0.0,5.0,2.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0
2020,1,R,전통시장,2130260,신대방1동골목상권,70.0,31.0,39.0,0.0,8.0,22.0,15.0,15.0,10.0,0.0,0.0,7.0,7.0,10.0,7.0,0.0,8.0,15.0,8.0,5.0,3.0
2020,1,R,전통시장,2130261,성대전통시장(성대시장),211.0,104.0,107.0,0.0,15.0,47.0,61.0,61.0,27.0,0.0,4.0,26.0,33.0,23.0,18.0,0.0,11.0,21.0,28.0,38.0,9.0
2020,1,R,전통시장,2130262,상도도깨비 골목형상점가,18.0,8.0,10.0,0.0,1.0,0.0,12.0,2.0,3.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,6.0,2.0,1.0
2020,1,R,전통시장,2130263,신노량진시장(기능상실),11.0,3.0,8.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0
2020,1,R,전통시장,2130264,상도약수골목형상점가,65.0,35.0,30.0,1.0,14.0,8.0,15.0,20.0,7.0,0.0,4.0,3.0,9.0,12.0,7.0,1.0,10.0,5.0,6.0,8.0,0.0
2020,1,R,전통시장,2130265,노량진중앙시장,115.0,82.0,33.0,0.0,17.0,48.0,34.0,8.0,8.0,0.0,12.0,42.0,23.0,3.0,2.0,0.0,5.0,6.0,11.0,5.0,6.0
2020,1,R,전통시장,2130266,만양로상점가,129.0,75.0,54.0,0.0,6.0,37.0,51.0,21.0,14.0,0.0,1.0,23.0,33.0,14.0,4.0,0.0,5.0,14.0,18.0,7.0,10.0
2020,1,R,전통시장,2130267,본동인정시장(기능상실),59.0,41.0,18.0,0.0,6.0,10.0,12.0,15.0,16.0,0.0,4.0,7.0,9.0,8.0,13.0,0.0,2.0,3.0,3.0,7.0,3.0
2020,1,R,전통시장,2130268,상도전통시장,239.0,104.0,135.0,0.0,33.0,60.0,53.0,58.0,35.0,0.0,12.0,23.0,23.0,24.0,22.0,0.0,21.0,37.0,30.0,34.0,13.0
2020,1,R,전통시장,2130270,흑석시장,4.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020,1,R,전통시장,2130271,남성역골목시장,467.0,268.0,199.0,1.0,36.0,33.0,39.0,47.0,311.0,1.0,12.0,20.0,22.0,16.0,197.0,0.0,24.0,13.0,17.0,31.0,114.0
2020,1,R,전통시장,2130272,사당시장,45.0,20.0,25.0,0.0,4.0,6.0,10.0,11.0,14.0,0.0,0.0,1.0,4.0,6.0,9.0,0.0,4.0,5.0,6.0,5.0,5.0
2020,1,R,전통시장,2130273,남성사계시장(남성시장),141.0,63.0,78.0,0.0,21.0,36.0,45.0,22.0,17.0,0.0,3.0,19.0,20.0,8.0,13.0,0.0,18.0,17.0,25.0,14.0,4.0
2020,1,R,전통시장,2130274,사당1동먹자골목상점가(사당1동먹자골목),389.0,218.0,171.0,4.0,91.0,100.0,81.0,63.0,50.0,3.0,45.0,64.0,37.0,35.0,34.0,1.0,46.0,36.0,44.0,28.0,16.0
2020,1,R,전통시장,2130275,강남골목시장,168.0,124.0,44.0,0.0,17.0,40.0,46.0,35.0,30.0,0.0,15.0,33.0,30.0,24.0,22.0,0.0,2.0,7.0,16.0,11.0,8.0
2020,1,R,전통시장,2130276,신림중앙시장(조원동 펭귄시장),43.0,27.0,16.0,0.0,1.0,2.0,14.0,12.0,14.0,0.0,0.0,2.0,7.0,9.0,9.0,0.0,1.0,0.0,7.0,3.0,5.0
2020,1,R,전통시장,2130277,조원동 펭귄시장(신림중앙시장),98.0,56.0,42.0,1.0,15.0,26.0,31.0,19.0,6.0,1.0,8.0,18.0,16.0,9.0,4.0,0.0,7.0,8.0,15.0,10.0,2.0
2020,1,R,전통시장,2130278,미성동 도깨비시장 골목형상점가,75.0,16.0,59.0,0.0,0.0,16.0,28.0,24.0,7.0,0.0,0.0,7.0,5.0,2.0,2.0,0.0,0.0,9.0,23.0,22.0,5.0
2020,1,R,전통시장,2130279,관악신사시장,120.0,63.0,57.0,0.0,17.0,20.0,27.0,37.0,19.0,0.0,5.0,10.0,16.0,20.0,12.0,0.0,12.0,10.0,11.0,17.0,7.0
2020,1,R,전통시장,2130280,신림종합시장,8.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0
2020,1,R,전통시장,2130281,우림시장,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020,1,R,전통시장,2130282,난곡 골목형상점가,20.0,8.0,12.0,0.0,4.0,2.0,10.0,4.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,6.0,3.0,0.0
2020,1,R,전통시장,2130283,신원시장,25.0,11.0,14.0,0.0,3.0,3.0,10.0,5.0,4.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,7.0,2.0,1.0
2020,1,R,전통시장,2130284,관악종합시장(신원시장),17.0,10.0,7.0,0.0,0.0,1.0,3.0,10.0,3.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,2.0,4.0,1.0
2020,1,R,전통시장,2130285,서원동상점가,615.0,316.0,299.0,4.0,28.0,56.0,85.0,160.0,282.0,1.0,17.0,38.0,45.0,60.0,155.0,3.0,11.0,18.0,40.0,100.0,127.0
2020,1,R,전통시장,2130288,신림현대종합상가,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020,1,R,전통시장,2130289,봉일시장,36.0,20.0,16.0,1.0,1.0,2.0,5.0,14.0,13.0,0.0,0.0,1.0,5.0,3.0,11.0,1.0,1.0,1.0,0.0,11.0,2.0
2020,1,R,전통시장,2130290,영림시장,417.0,183.0,234.0,0.0,74.0,101.0,107.0,92.0,43.0,0.0,14.0,49.0,43.0,44.0,33.0,0.0,60.0,52.0,64.0,48.0,10.0
2020,1,R,전통시장,2130293,봉천중앙시장,154.0,42.0,112.0,0.0,17.0,13.0,29.0,46.0,49.0,0.0,5.0,7.0,14.0,14.0,2.0,0.0,12.0,6.0,15.0,32.0,47.0
2020,1,R,전통시장,2130294,관악중부시장,102.0,40.0,62.0,1.0,5.0,10.0,22.0,39.0,25.0,0.0,2.0,3.0,7.0,16.0,12.0,1.0,3.0,7.0,15.0,23.0,13.0
2020,1,R,전통시장,2130295,인헌시장(원당종합시장),122.0,48.0,74.0,0.0,20.0,27.0,38.0,23.0,14.0,0.0,3.0,9.0,16.0,12.0,8.0,0.0,17.0,18.0,22.0,11.0,6.0
2020,1,R,전통시장,2130296,남부종합시장,85.0,63.0,22.0,0.0,2.0,8.0,25.0,35.0,15.0,0.0,1.0,8.0,16.0,24.0,14.0,0.0,1.0,0.0,9.0,11.0,1.0
2020,1,R,전통시장,2130298,강남터미널지하도상점가2구역,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020,1,R,전통시장,2130299,엔터식스 강남점,1850.0,1551.0,299.0,18.0,189.0,270.0,602.0,601.0,170.0,5.0,97.0,197.0,542.0,558.0,152.0,13.0,92.0,73.0,60.0,43.0,18.0
2020,1,R,전통시장,2130301,양재시장,35.0,22.0,13.0,0.0,2.0,10.0,9.0,7.0,7.0,0.0,1.0,7.0,6.0,3.0,5.0,0.0,1.0,3.0,3.0,4.0,2.0
2020,1,R,전통시장,2130302,강남시장(강남구 강남시장),58.0,33.0,25.0,0.0,13.0,15.0,14.0,8.0,8.0,0.0,7.0,10.0,9.0,2.0,5.0,0.0,6.0,5.0,5.0,6.0,3.0
2020,1,R,전통시장,2130303,영동전통시장,242.0,95.0,147.0,0.0,21.0,60.0,67.0,58.0,36.0,0.0,7.0,19.0,22.0,24.0,23.0,0.0,14.0,41.0,45.0,34.0,13.0
2020,1,R,전통시장,2130304,신사상가,138.0,79.0,59.0,1.0,12.0,22.0,32.0,42.0,29.0,0.0,3.0,8.0,11.0,32.0,25.0,1.0,9.0,14.0,21.0,10.0,4.0
2020,1,R,전통시장,2130305,논현종합시장,85.0,43.0,42.0,0.0,21.0,14.0,14.0,19.0,17.0,0.0,7.0,7.0,6.0,14.0,9.0,0.0,14.0,7.0,8.0,5.0,8.0
2020,1,R,전통시장,2130306,강남언주로,235.0,151.0,84.0,2.0,48.0,48.0,63.0,45.0,29.0,2.0,27.0,34.0,47.0,23.0,18.0,0.0,21.0,14.0,16.0,22.0,11.0
2020,1,R,전통시장,2130307,도곡시장,57.0,25.0,32.0,0.0,3.0,7.0,15.0,13.0,19.0,0.0,1.0,4.0,4.0,6.0,10.0,0.0,2.0,3.0,11.0,7.0,9.0
2020,1,R,전통시장,2130308,청담삼익시장,48.0,30.0,18.0,0.0,5.0,11.0,13.0,7.0,12.0,0.0,3.0,6.0,8.0,4.0,9.0,0.0,2.0,5.0,5.0,3.0,3.0
2020,1,R,전통시장,2130310,강남개포시장,298.0,173.0,125.0,0.0,29.0,56.0,71.0,82.0,60.0,0.0,8.0,23.0,42.0,56.0,44.0,0.0,21.0,33.0,29.0,26.0,16.0
2020,1,R,전통시장,2130311,새마을시장,377.0,246.0,131.0,1.0,60.0,78.0,104.0,75.0,59.0,0.0,28.0,48.0,80.0,55.0,35.0,1.0,32.0,30.0,24.0,20.0,24.0
2020,1,R,전통시장,2130312,석촌시장,619.0,270.0,349.0,1.0,20.0,40.0,81.0,170.0,307.0,1.0,9.0,23.0,43.0,41.0,153.0,0.0,11.0,17.0,38.0,129.0,154.0
2020,1,R,전통시장,2130313,방이시장,3469.0,1526.0,1943.0,5.0,449.0,529.0,612.0,1126.0,748.0,4.0,159.0,335.0,346.0,371.0,311.0,1.0,290.0,194.0,266.0,755.0,437.0
2020,1,R,전통시장,2130314,풍납시장,202.0,99.0,103.0,1.0,24.0,42.0,50.0,60.0,25.0,1.0,15.0,27.0,22.0,18.0,16.0,0.0,9.0,15.0,28.0,42.0,9.0
2020,1,R,전통시장,2130315,문정동 로데오거리 상점가(문정동 로데오거리),1372.0,808.0,564.0,6.0,313.0,289.0,260.0,251.0,253.0,3.0,118.0,168.0,164.0,145.0,210.0,3.0,195.0,121.0,96.0,106.0,43.0
2020,1,R,전통시장,2130316,마천시장,18.0,9.0,9.0,0.0,3.0,3.0,2.0,10.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0
2020,1,R,전통시장,2130317,마천중앙시장,107.0,77.0,30.0,0.0,15.0,35.0,24.0,17.0,16.0,0.0,11.0,24.0,12.0,14.0,16.0,0.0,4.0,11.0,12.0,3.0,0.0
2020,1,R,전통시장,2130318,로데오거리상점가,266.0,132.0,134.0,0.0,31.0,43.0,49.0,55.0,88.0,0.0,9.0,12.0,19.0,26.0,66.0,0.0,22.0,31.0,30.0,29.0,22.0
2020,1,R,전통시장,2130319,성내전통시장,34.0,21.0,13.0,0.0,3.0,5.0,9.0,10.0,7.0,0.0,3.0,2.0,5.0,7.0,4.0,0.0,0.0,3.0,4.0,3.0,3.0
2020,1,R,전통시장,2130320,암사종합시장,173.0,97.0,76.0,1.0,16.0,29.0,50.0,31.0,46.0,1.0,5.0,12.0,31.0,19.0,29.0,0.0,11.0,17.0,19.0,12.0,17.0
2020,1,R,전통시장,2130321,장신구 특화거리 상점가,433.0,269.0,164.0,0.0,92.0,114.0,88.0,92.0,47.0,0.0,43.0,72.0,56.0,61.0,37.0,0.0,49.0,42.0,32.0,31.0,10.0
2020,1,R,전통시장,2130322,고분다리전통시장,8.0,5.0,3.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
2020,1,R,전통시장,2130323,둔촌역전통시장,171.0,86.0,85.0,0.0,3.0,14.0,23.0,36.0,95.0,0.0,2.0,6.0,8.0,14.0,56.0,0.0,1.0,8.0,15.0,22.0,39.0
2020,1,R,전통시장,2130324,길동복조리시장,154.0,85.0,69.0,3.0,27.0,32.0,47.0,40.0,5.0,2.0,13.0,18.0,31.0,19.0,2.0,1.0,14.0,14.0,16.0,21.0,3.0
2020,1,R,전통시장,2130325,명일전통시장,89.0,30.0,59.0,0.0,8.0,10.0,13.0,28.0,30.0,0.0,3.0,6.0,5.0,8.0,8.0,0.0,5.0,4.0,8.0,20.0,22.0
2020,1,R,전통시장,2130326,고덕 골목형상점가,935.0,850.0,85.0,0.0,8.0,37.0,165.0,395.0,330.0,0.0,4.0,31.0,147.0,360.0,308.0,0.0,4.0,6.0,18.0,35.0,22.0
2020,1,U,관광특구,1001491,이태원 관광특구,5839.0,3064.0,2775.0,28.0,1377.0,2065.0,1290.0,768.0,311.0,18.0,514.0,986.0,777.0,541.0,228.0,10.0,863.0,1079.0,513.0,227.0,83.0
2020,1,U,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,104830.0,53674.0,51156.0,423.0,27134.0,34007.0,23384.0,15726.0,4156.0,137.0,8860.0,16080.0,15133.0,10824.0,2640.0,286.0,18274.0,17927.0,8251.0,4902.0,1516.0
2020,1,U,관광특구,1001493,동대문패션타운 관광특구,6054.0,2958.0,3096.0,36.0,1434.0,1695.0,1160.0,1061.0,668.0,13.0,543.0,737.0,662.0,600.0,403.0,23.0,891.0,958.0,498.0,461.0,265.0
2020,1,U,관광특구,1001494,종로·청계 관광특구,32935.0,17150.0,15785.0,68.0,5357.0,9965.0,9483.0,6401.0,1661.0,15.0,2285.0,4911.0,4591.0,4158.0,1190.0,53.0,3072.0,5054.0,4892.0,2243.0,471.0
2020,1,U,관광특구,1001495,잠실 관광특구,24375.0,14199.0,10176.0,120.0,4722.0,6565.0,5617.0,4514.0,2837.0,51.0,2484.0,4186.0,3496.0,2297.0,1685.0,69.0,2238.0,2379.0,2121.0,2217.0,1152.0
2020,1,U,관광특구,1001496,강남 마이스 관광특구,15904.0,8904.0,7000.0,59.0,3513.0,6185.0,4248.0,1596.0,303.0,25.0,1160.0,3361.0,2887.0,1246.0,225.0,34.0,2353.0,2824.0,1361.0,350.0,78.0
2020,2,A,골목상권,2110001,이북5도청사,1066.0,638.0,428.0,4.0,133.0,292.0,240.0,262.0,135.0,0.0,51.0,173.0,162.0,172.0,80.0,4.0,82.0,119.0,78.0,90.0,55.0
2020,2,A,골목상권,2110002,독립문역 1번,475.0,121.0,354.0,1.0,146.0,140.0,118.0,44.0,26.0,1.0,25.0,25.0,41.0,14.0,15.0,0.0,121.0,115.0,77.0,30.0,11.0
2020,2,A,골목상권,2110003,세검정초등학교,485.0,315.0,170.0,6.0,53.0,84.0,150.0,126.0,66.0,6.0,32.0,38.0,100.0,89.0,50.0,0.0,21.0,46.0,50.0,37.0,16.0
2020,2,A,골목상권,2110004,대신고등학교,32.0,14.0,18.0,0.0,3.0,4.0,8.0,14.0,3.0,0.0,1.0,0.0,3.0,8.0,2.0,0.0,2.0,4.0,5.0,6.0,1.0
2020,2,A,골목상권,2110005,세검정,1006.0,510.0,496.0,3.0,125.0,296.0,290.0,195.0,97.0,0.0,36.0,137.0,157.0,121.0,59.0,3.0,89.0,159.0,133.0,74.0,38.0
2020,2,A,골목상권,2110006,부암동주민센터,27.0,16.0,11.0,0.0,2.0,7.0,7.0,5.0,6.0,0.0,2.0,5.0,2.0,3.0,4.0,0.0,0.0,2.0,5.0,2.0,2.0
2020,2,A,골목상권,2110007,사직공원(한국사회과학도서관),283.0,185.0,98.0,2.0,58.0,88.0,63.0,41.0,31.0,2.0,30.0,62.0,44.0,27.0,20.0,0.0,28.0,26.0,19.0,14.0,11.0
2020,2,A,골목상권,2110008,배화여자대학교(박노수미술관),552.0,379.0,173.0,1.0,52.0,82.0,133.0,180.0,104.0,0.0,16.0,46.0,102.0,135.0,80.0,1.0,36.0,36.0,31.0,45.0,24.0
2020,2,A,골목상권,2110009,자하문터널,950.0,463.0,487.0,0.0,211.0,332.0,229.0,125.0,53.0,0.0,92.0,164.0,106.0,65.0,36.0,0.0,119.0,168.0,123.0,60.0,17.0
2020,2,A,골목상권,2110010,평창동서측,6687.0,3622.0,3065.0,12.0,676.0,1736.0,2550.0,1464.0,249.0,0.0,276.0,655.0,1387.0,1128.0,176.0,12.0,400.0,1081.0,1163.0,336.0,73.0
2020,2,A,골목상권,2110011,청운초등학교,263.0,188.0,75.0,0.0,21.0,105.0,79.0,43.0,15.0,0.0,21.0,95.0,44.0,16.0,12.0,0.0,0.0,10.0,35.0,27.0,3.0
2020,2,A,골목상권,2110012,성곡미술관,1061.0,503.0,558.0,0.0,262.0,337.0,262.0,118.0,82.0,0.0,72.0,159.0,150.0,73.0,49.0,0.0,190.0,178.0,112.0,45.0,33.0
