STDR_YY_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,APT_HSMP_CO,AE_66_SQMT_BELO_HSHLD_CO,AE_66_SQMT_HSHLD_CO,AE_99_SQMT_HSHLD_CO,AE_132_SQMT_HSHLD_CO,AE_165_SQMT_HSHLD_CO,PC_1_HDMIL_BELO_HSHLD_CO,PC_1_HDMIL_HSHLD_CO,PC_2_HDMIL_HSHLD_CO,PC_3_HDMIL_HSHLD_CO,PC_4_HDMIL_HSHLD_CO,PC_5_HDMIL_HSHLD_CO,PC_6_HDMIL_ABOVE_HSHLD_CO,AVRG_AE,AVRG_MKTC,STDR_QU_CD,TRDAR_CD,TRDAR_CD_NM
2020,D,발달상권,27.0,318.0,415.0,61.0,0.0,0.0,16.0,136.0,74.0,67.0,151.0,264.0,86.0,59.0,249781842.0,3,2120113,오목교역
2020,D,발달상권,29.0,318.0,415.0,61.0,0.0,0.0,11.0,133.0,74.0,39.0,51.0,139.0,347.0,59.0,270491003.0,4,2120113,오목교역
2020,D,발달상권,7.0,0.0,71.0,52.0,837.0,333.0,0.0,0.0,0.0,0.0,4.0,77.0,1212.0,152.0,834000122.0,1,2120114,목동신시가지
2020,D,발달상권,7.0,0.0,71.0,52.0,837.0,333.0,0.0,0.0,0.0,0.0,4.0,77.0,1212.0,152.0,834000122.0,2,2120114,목동신시가지
2020,D,발달상권,7.0,0.0,71.0,52.0,837.0,333.0,0.0,0.0,0.0,0.0,4.0,77.0,1212.0,152.0,834000122.0,3,2120114,목동신시가지
2020,D,발달상권,8.0,0.0,71.0,52.0,837.0,333.0,0.0,0.0,0.0,0.0,0.0,18.0,1275.0,152.0,950494878.0,4,2120114,목동신시가지
2020,D,발달상권,10.0,85.0,34.0,0.0,0.0,0.0,32.0,87.0,0.0,0.0,0.0,0.0,0.0,48.0,114242930.0,1,2120116,송정역
2020,D,발달상권,10.0,85.0,34.0,0.0,0.0,0.0,32.0,87.0,0.0,0.0,0.0,0.0,0.0,48.0,114242930.0,2,2120116,송정역
2020,D,발달상권,10.0,85.0,34.0,0.0,0.0,0.0,32.0,87.0,0.0,0.0,0.0,0.0,0.0,48.0,114242930.0,3,2120116,송정역
2020,D,발달상권,10.0,85.0,34.0,0.0,0.0,0.0,32.0,87.0,0.0,0.0,0.0,0.0,0.0,48.0,114807852.0,4,2120116,송정역
2020,D,발달상권,43.0,552.0,99.0,2.0,0.0,0.0,160.0,416.0,77.0,0.0,0.0,0.0,0.0,45.0,123265712.0,1,2120120,화곡역
2020,D,발달상권,43.0,552.0,99.0,2.0,0.0,0.0,160.0,416.0,77.0,0.0,0.0,0.0,0.0,45.0,123265712.0,2,2120120,화곡역
2020,D,발달상권,43.0,552.0,99.0,2.0,0.0,0.0,160.0,416.0,77.0,0.0,0.0,0.0,0.0,45.0,123265712.0,3,2120120,화곡역
2020,D,발달상권,48.0,669.0,99.0,2.0,0.0,0.0,172.0,517.0,81.0,0.0,0.0,0.0,0.0,43.0,130276873.0,4,2120120,화곡역
2020,D,발달상권,53.0,1008.0,35.0,0.0,1.0,0.0,262.0,764.0,17.0,1.0,0.0,0.0,0.0,43.0,130191925.0,1,2120121,까치산역
2020,D,발달상권,53.0,1008.0,35.0,0.0,1.0,0.0,262.0,764.0,17.0,1.0,0.0,0.0,0.0,43.0,130191925.0,2,2120121,까치산역
2020,D,발달상권,53.0,1008.0,35.0,0.0,1.0,0.0,262.0,764.0,17.0,1.0,0.0,0.0,0.0,43.0,130191925.0,3,2120121,까치산역
2020,D,발달상권,55.0,1061.0,35.0,0.0,1.0,0.0,258.0,821.0,17.0,1.0,0.0,0.0,0.0,42.0,133823439.0,4,2120121,까치산역
2020,D,발달상권,66.0,945.0,237.0,3.0,0.0,0.0,476.0,490.0,158.0,61.0,0.0,0.0,0.0,45.0,129662196.0,1,2120122,강서구청
2020,D,발달상권,66.0,945.0,237.0,3.0,0.0,0.0,476.0,490.0,158.0,61.0,0.0,0.0,0.0,45.0,129662196.0,2,2120122,강서구청
2020,D,발달상권,66.0,945.0,237.0,3.0,0.0,0.0,476.0,490.0,158.0,61.0,0.0,0.0,0.0,45.0,129662196.0,3,2120122,강서구청
2020,D,발달상권,68.0,1072.0,237.0,3.0,0.0,0.0,487.0,580.0,114.0,131.0,0.0,0.0,0.0,44.0,133995471.0,4,2120122,강서구청
2020,D,발달상권,17.0,696.0,80.0,2.0,0.0,0.0,552.0,224.0,2.0,0.0,0.0,0.0,0.0,39.0,109312120.0,1,2120123,오류동역
2020,D,발달상권,17.0,696.0,80.0,2.0,0.0,0.0,552.0,224.0,2.0,0.0,0.0,0.0,0.0,39.0,109312120.0,2,2120123,오류동역
2020,D,발달상권,17.0,696.0,80.0,2.0,0.0,0.0,552.0,224.0,2.0,0.0,0.0,0.0,0.0,39.0,109312120.0,3,2120123,오류동역
2020,D,발달상권,18.0,1586.0,80.0,2.0,0.0,0.0,737.0,857.0,74.0,0.0,0.0,0.0,0.0,38.0,118372551.0,4,2120123,오류동역
2020,D,발달상권,68.0,575.0,91.0,12.0,0.0,0.0,87.0,572.0,19.0,0.0,0.0,0.0,0.0,52.0,137542477.0,1,2120124,개봉동 현대아파트
2020,D,발달상권,68.0,575.0,91.0,12.0,0.0,0.0,87.0,572.0,19.0,0.0,0.0,0.0,0.0,52.0,137542477.0,2,2120124,개봉동 현대아파트
2020,D,발달상권,68.0,575.0,91.0,12.0,0.0,0.0,87.0,572.0,19.0,0.0,0.0,0.0,0.0,52.0,137542477.0,3,2120124,개봉동 현대아파트
2020,D,발달상권,72.0,669.0,91.0,12.0,0.0,0.0,89.0,635.0,48.0,0.0,0.0,0.0,0.0,50.0,141390157.0,4,2120124,개봉동 현대아파트
2020,D,발달상권,5.0,80.0,310.0,70.0,68.0,3.0,80.0,54.0,19.0,254.0,118.0,3.0,3.0,84.0,244806739.0,1,2120125,구로역
2020,D,발달상권,5.0,80.0,310.0,70.0,68.0,3.0,80.0,54.0,19.0,254.0,118.0,3.0,3.0,84.0,244806739.0,2,2120125,구로역
2020,D,발달상권,5.0,80.0,310.0,70.0,68.0,3.0,80.0,54.0,19.0,254.0,118.0,3.0,3.0,84.0,244806739.0,3,2120125,구로역
2020,D,발달상권,5.0,80.0,310.0,70.0,68.0,3.0,80.0,54.0,0.0,265.0,105.0,24.0,3.0,84.0,254588974.0,4,2120125,구로역
2020,D,발달상권,9.0,93.0,12.0,0.0,3.0,1.0,4.0,101.0,0.0,2.0,0.0,2.0,0.0,68.0,208847863.0,1,2120126,디지털단지오거리
2020,D,발달상권,9.0,93.0,12.0,0.0,3.0,1.0,4.0,101.0,0.0,2.0,0.0,2.0,0.0,68.0,208847863.0,2,2120126,디지털단지오거리
2020,D,발달상권,9.0,93.0,12.0,0.0,3.0,1.0,4.0,101.0,0.0,2.0,0.0,2.0,0.0,68.0,208847863.0,3,2120126,디지털단지오거리
2020,D,발달상권,12.0,118.0,12.0,0.0,7.0,1.0,4.0,126.0,0.0,2.0,4.0,2.0,0.0,71.0,222299030.0,4,2120126,디지털단지오거리
2020,D,발달상권,22.0,1540.0,228.0,11.0,17.0,0.0,676.0,591.0,490.0,39.0,0.0,0.0,0.0,41.0,150698076.0,1,2120127,구로구청
2020,D,발달상권,22.0,1540.0,228.0,11.0,17.0,0.0,676.0,591.0,490.0,39.0,0.0,0.0,0.0,41.0,150698076.0,2,2120127,구로구청
2020,D,발달상권,22.0,1540.0,228.0,11.0,17.0,0.0,676.0,591.0,490.0,39.0,0.0,0.0,0.0,41.0,150698076.0,3,2120127,구로구청
2020,D,발달상권,23.0,1585.0,228.0,11.0,17.0,0.0,714.0,553.0,529.0,45.0,0.0,0.0,0.0,41.0,155395851.0,4,2120127,구로구청
2020,D,발달상권,2.0,105.0,133.0,348.0,12.0,16.0,0.0,0.0,0.0,0.0,67.0,126.0,421.0,107.0,632554283.0,1,2120128,신도림역
2020,D,발달상권,2.0,105.0,133.0,348.0,12.0,16.0,0.0,0.0,0.0,0.0,67.0,126.0,421.0,107.0,632554283.0,2,2120128,신도림역
2020,D,발달상권,2.0,105.0,133.0,348.0,12.0,16.0,0.0,0.0,0.0,0.0,67.0,126.0,421.0,107.0,632554283.0,3,2120128,신도림역
2020,D,발달상권,3.0,105.0,133.0,348.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,67.0,547.0,107.0,741625898.0,4,2120128,신도림역
2020,D,발달상권,4.0,39.0,42.0,0.0,0.0,0.0,1.0,20.0,60.0,0.0,0.0,0.0,0.0,61.0,213044231.0,1,2120130,구로디지털단지역
2020,D,발달상권,4.0,39.0,42.0,0.0,0.0,0.0,1.0,20.0,60.0,0.0,0.0,0.0,0.0,61.0,213044231.0,2,2120130,구로디지털단지역
2020,D,발달상권,4.0,39.0,42.0,0.0,0.0,0.0,1.0,20.0,60.0,0.0,0.0,0.0,0.0,61.0,213044231.0,3,2120130,구로디지털단지역
2020,D,발달상권,5.0,48.0,42.0,0.0,0.0,0.0,1.0,14.0,75.0,0.0,0.0,0.0,0.0,55.0,205201282.0,4,2120130,구로디지털단지역
2020,D,발달상권,7.0,353.0,7.0,0.0,0.0,0.0,10.0,350.0,0.0,0.0,0.0,0.0,0.0,46.0,122673071.0,1,2120131,가산디지털단지
2020,D,발달상권,7.0,353.0,7.0,0.0,0.0,0.0,10.0,350.0,0.0,0.0,0.0,0.0,0.0,46.0,122673071.0,2,2120131,가산디지털단지
2020,D,발달상권,7.0,353.0,7.0,0.0,0.0,0.0,10.0,350.0,0.0,0.0,0.0,0.0,0.0,46.0,122673071.0,3,2120131,가산디지털단지
2020,D,발달상권,7.0,353.0,7.0,0.0,0.0,0.0,10.0,350.0,0.0,0.0,0.0,0.0,0.0,46.0,122701643.0,4,2120131,가산디지털단지
2020,D,발달상권,39.0,694.0,292.0,12.0,10.0,6.0,132.0,438.0,428.0,12.0,4.0,0.0,0.0,59.0,173182879.0,1,2120132,독산동
2020,D,발달상권,39.0,694.0,292.0,12.0,10.0,6.0,132.0,438.0,428.0,12.0,4.0,0.0,0.0,59.0,173182879.0,2,2120132,독산동
2020,D,발달상권,39.0,694.0,292.0,12.0,10.0,6.0,132.0,438.0,428.0,12.0,4.0,0.0,0.0,59.0,173182879.0,3,2120132,독산동
2020,D,발달상권,42.0,784.0,294.0,12.0,10.0,6.0,125.0,418.0,547.0,11.0,5.0,0.0,0.0,57.0,179154466.0,4,2120132,독산동
2020,D,발달상권,5.0,79.0,0.0,0.0,0.0,0.0,2.0,61.0,16.0,0.0,0.0,0.0,0.0,40.0,159901786.0,1,2120133,서울시흥동우체국(홈플러스시흥점)
2020,D,발달상권,5.0,79.0,0.0,0.0,0.0,0.0,2.0,61.0,16.0,0.0,0.0,0.0,0.0,40.0,159901786.0,2,2120133,서울시흥동우체국(홈플러스시흥점)
2020,D,발달상권,5.0,79.0,0.0,0.0,0.0,0.0,2.0,61.0,16.0,0.0,0.0,0.0,0.0,40.0,159901786.0,3,2120133,서울시흥동우체국(홈플러스시흥점)
2020,D,발달상권,5.0,79.0,0.0,0.0,0.0,0.0,2.0,61.0,16.0,0.0,0.0,0.0,0.0,40.0,161475595.0,4,2120133,서울시흥동우체국(홈플러스시흥점)
2020,D,발달상권,48.0,547.0,55.0,2.0,0.0,0.0,106.0,395.0,103.0,0.0,0.0,0.0,0.0,45.0,157746392.0,1,2120134,구로전화국
2020,D,발달상권,48.0,547.0,55.0,2.0,0.0,0.0,106.0,395.0,103.0,0.0,0.0,0.0,0.0,45.0,157746392.0,2,2120134,구로전화국
2020,D,발달상권,48.0,547.0,55.0,2.0,0.0,0.0,106.0,395.0,103.0,0.0,0.0,0.0,0.0,45.0,157746392.0,3,2120134,구로전화국
2020,D,발달상권,56.0,647.0,49.0,2.0,0.0,0.0,101.0,468.0,129.0,0.0,0.0,0.0,0.0,44.0,163818313.0,4,2120134,구로전화국
2020,D,발달상권,2.0,10.0,47.0,0.0,0.0,0.0,0.0,8.0,2.0,47.0,0.0,0.0,0.0,55.0,276076531.0,1,2120135,양평역
2020,D,발달상권,2.0,10.0,47.0,0.0,0.0,0.0,0.0,8.0,2.0,47.0,0.0,0.0,0.0,55.0,276076531.0,2,2120135,양평역
2020,D,발달상권,2.0,10.0,47.0,0.0,0.0,0.0,0.0,8.0,2.0,47.0,0.0,0.0,0.0,55.0,276076531.0,3,2120135,양평역
2020,D,발달상권,2.0,10.0,47.0,0.0,0.0,0.0,0.0,8.0,2.0,23.0,24.0,0.0,0.0,55.0,286836735.0,4,2120135,양평역
2020,D,발달상권,5.0,45.0,1.0,0.0,0.0,0.0,24.0,12.0,10.0,0.0,0.0,0.0,0.0,37.0,123533333.0,1,2120136,영등포구청역
2020,D,발달상권,5.0,45.0,1.0,0.0,0.0,0.0,24.0,12.0,10.0,0.0,0.0,0.0,0.0,37.0,123533333.0,2,2120136,영등포구청역
2020,D,발달상권,5.0,45.0,1.0,0.0,0.0,0.0,24.0,12.0,10.0,0.0,0.0,0.0,0.0,37.0,123533333.0,3,2120136,영등포구청역
2020,D,발달상권,5.0,44.0,1.0,0.0,0.0,0.0,23.0,12.0,10.0,0.0,0.0,0.0,0.0,37.0,124375833.0,4,2120136,영등포구청역
2020,D,발달상권,7.0,63.0,134.0,0.0,0.0,0.0,2.0,25.0,28.0,126.0,16.0,0.0,0.0,57.0,189469175.0,1,2120138,당산2동(영등포우체국)
2020,D,발달상권,7.0,63.0,134.0,0.0,0.0,0.0,2.0,25.0,28.0,126.0,16.0,0.0,0.0,57.0,189469175.0,2,2120138,당산2동(영등포우체국)
2020,D,발달상권,7.0,63.0,134.0,0.0,0.0,0.0,2.0,25.0,28.0,126.0,16.0,0.0,0.0,57.0,189469175.0,3,2120138,당산2동(영등포우체국)
2020,D,발달상권,7.0,63.0,134.0,0.0,0.0,0.0,2.0,25.0,0.0,41.0,129.0,0.0,0.0,56.0,216243140.0,4,2120138,당산2동(영등포우체국)
2020,D,발달상권,29.0,313.0,35.0,0.0,0.0,0.0,66.0,192.0,90.0,0.0,0.0,0.0,0.0,45.0,146158845.0,1,2120139,대림3동사거리
2020,D,발달상권,29.0,313.0,35.0,0.0,0.0,0.0,66.0,192.0,90.0,0.0,0.0,0.0,0.0,45.0,146158845.0,2,2120139,대림3동사거리
2020,D,발달상권,29.0,313.0,35.0,0.0,0.0,0.0,66.0,192.0,90.0,0.0,0.0,0.0,0.0,45.0,146158845.0,3,2120139,대림3동사거리
2020,D,발달상권,31.0,333.0,35.0,0.0,0.0,0.0,66.0,208.0,94.0,0.0,0.0,0.0,0.0,44.0,151505056.0,4,2120139,대림3동사거리
2020,D,발달상권,11.0,233.0,65.0,0.0,0.0,0.0,100.0,73.0,70.0,55.0,0.0,0.0,0.0,31.0,142272463.0,1,2120141,영등포청과시장교차로
2020,D,발달상권,11.0,233.0,65.0,0.0,0.0,0.0,100.0,73.0,70.0,55.0,0.0,0.0,0.0,31.0,142272463.0,2,2120141,영등포청과시장교차로
2020,D,발달상권,11.0,233.0,65.0,0.0,0.0,0.0,100.0,73.0,70.0,55.0,0.0,0.0,0.0,31.0,142272463.0,3,2120141,영등포청과시장교차로
2020,D,발달상권,11.0,233.0,65.0,0.0,0.0,0.0,100.0,73.0,34.0,91.0,0.0,0.0,0.0,31.0,145379029.0,4,2120141,영등포청과시장교차로
2020,D,발달상권,15.0,427.0,16.0,1.0,0.0,0.0,356.0,85.0,3.0,0.0,0.0,0.0,0.0,41.0,121940792.0,1,2120142,대림역
2020,D,발달상권,15.0,427.0,16.0,1.0,0.0,0.0,356.0,85.0,3.0,0.0,0.0,0.0,0.0,41.0,121940792.0,2,2120142,대림역
2020,D,발달상권,15.0,427.0,16.0,1.0,0.0,0.0,356.0,85.0,3.0,0.0,0.0,0.0,0.0,41.0,121940792.0,3,2120142,대림역
2020,D,발달상권,16.0,439.0,16.0,1.0,0.0,0.0,350.0,100.0,6.0,0.0,0.0,0.0,0.0,40.0,123810018.0,4,2120142,대림역
2020,D,발달상권,19.0,306.0,1.0,2.0,0.0,0.0,28.0,278.0,3.0,0.0,0.0,0.0,0.0,40.0,147027857.0,1,2120143,당산역
2020,D,발달상권,19.0,306.0,1.0,2.0,0.0,0.0,28.0,278.0,3.0,0.0,0.0,0.0,0.0,40.0,147027857.0,2,2120143,당산역
2020,D,발달상권,19.0,306.0,1.0,2.0,0.0,0.0,28.0,278.0,3.0,0.0,0.0,0.0,0.0,40.0,147027857.0,3,2120143,당산역
2020,D,발달상권,22.0,337.0,2.0,2.0,0.0,0.0,33.0,283.0,24.0,1.0,0.0,0.0,0.0,38.0,158150020.0,4,2120143,당산역
2020,D,발달상권,3.0,106.0,0.0,0.0,0.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,0.0,22.0,125927579.0,1,2120144,영중로
2020,D,발달상권,3.0,106.0,0.0,0.0,0.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,0.0,22.0,125927579.0,2,2120144,영중로
2020,D,발달상권,3.0,106.0,0.0,0.0,0.0,0.0,82.0,24.0,0.0,0.0,0.0,0.0,0.0,22.0,125927579.0,3,2120144,영중로
2020,D,발달상권,4.0,135.0,0.0,0.0,0.0,0.0,109.0,26.0,0.0,0.0,0.0,0.0,0.0,21.0,118057915.0,4,2120144,영중로
2020,D,발달상권,10.0,486.0,3.0,0.0,0.0,0.0,275.0,213.0,1.0,0.0,0.0,0.0,0.0,25.0,116059859.0,1,2120145,영등포역(영등포)
2020,D,발달상권,10.0,486.0,3.0,0.0,0.0,0.0,275.0,213.0,1.0,0.0,0.0,0.0,0.0,25.0,116059859.0,2,2120145,영등포역(영등포)
2020,D,발달상권,10.0,486.0,3.0,0.0,0.0,0.0,275.0,213.0,1.0,0.0,0.0,0.0,0.0,25.0,116059859.0,3,2120145,영등포역(영등포)
2020,D,발달상권,13.0,531.0,4.0,0.0,0.0,0.0,274.0,248.0,12.0,1.0,0.0,0.0,0.0,28.0,138989227.0,4,2120145,영등포역(영등포)
2020,D,발달상권,18.0,488.0,27.0,0.0,1.0,0.0,262.0,244.0,9.0,1.0,0.0,0.0,0.0,33.0,136961021.0,1,2120146,한강성심병원
2020,D,발달상권,18.0,488.0,27.0,0.0,1.0,0.0,262.0,244.0,9.0,1.0,0.0,0.0,0.0,33.0,136961021.0,2,2120146,한강성심병원
2020,D,발달상권,18.0,488.0,27.0,0.0,1.0,0.0,262.0,244.0,9.0,1.0,0.0,0.0,0.0,33.0,136961021.0,3,2120146,한강성심병원
2020,D,발달상권,23.0,648.0,27.0,0.0,1.0,0.0,262.0,337.0,76.0,1.0,0.0,0.0,0.0,30.0,145671429.0,4,2120146,한강성심병원
2020,D,발달상권,23.0,146.0,104.0,3.0,0.0,2.0,38.0,130.0,44.0,39.0,2.0,1.0,1.0,55.0,191671598.0,1,2120147,보라매역
2020,D,발달상권,23.0,146.0,104.0,3.0,0.0,2.0,38.0,130.0,44.0,39.0,2.0,1.0,1.0,55.0,191671598.0,2,2120147,보라매역
2020,D,발달상권,23.0,146.0,104.0,3.0,0.0,2.0,38.0,130.0,44.0,39.0,2.0,1.0,1.0,55.0,191671598.0,3,2120147,보라매역
2020,D,발달상권,22.0,146.0,102.0,3.0,0.0,2.0,38.0,123.0,49.0,39.0,0.0,3.0,1.0,54.0,198031121.0,4,2120147,보라매역
2020,D,발달상권,2.0,0.0,0.0,342.0,334.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,146.0,829872745.0,1,2120149,여의도역(여의도)
2020,D,발달상권,2.0,0.0,0.0,342.0,334.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,146.0,829872745.0,2,2120149,여의도역(여의도)
2020,D,발달상권,2.0,0.0,0.0,342.0,334.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,146.0,829872745.0,3,2120149,여의도역(여의도)
2020,D,발달상권,2.0,0.0,0.0,342.0,334.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,146.0,1002515908.0,4,2120149,여의도역(여의도)
2020,D,발달상권,1.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,234.0,854857143.0,1,2120150,63빌딩
2020,D,발달상권,1.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,234.0,854857143.0,2,2120150,63빌딩
2020,D,발달상권,1.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,234.0,854857143.0,3,2120150,63빌딩
2020,D,발달상권,1.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,234.0,903448980.0,4,2120150,63빌딩
2020,D,발달상권,16.0,199.0,154.0,151.0,75.0,120.0,9.0,77.0,131.0,159.0,203.0,58.0,62.0,72.0,238045856.0,1,2120151,보라매공원
2020,D,발달상권,16.0,199.0,154.0,151.0,75.0,120.0,9.0,77.0,131.0,159.0,203.0,58.0,62.0,72.0,238045856.0,2,2120151,보라매공원
2020,D,발달상권,16.0,199.0,154.0,151.0,75.0,120.0,9.0,77.0,131.0,159.0,203.0,58.0,62.0,72.0,238045856.0,3,2120151,보라매공원
2020,D,발달상권,24.0,306.0,265.0,266.0,387.0,346.0,9.0,71.0,126.0,303.0,254.0,398.0,409.0,94.0,338045764.0,4,2120151,보라매공원
2020,D,발달상권,60.0,621.0,235.0,2.0,0.0,0.0,339.0,310.0,181.0,27.0,1.0,0.0,0.0,54.0,174825381.0,1,2120152,신대방삼거리역
2020,D,발달상권,60.0,621.0,235.0,2.0,0.0,0.0,339.0,310.0,181.0,27.0,1.0,0.0,0.0,54.0,174825381.0,2,2120152,신대방삼거리역
2020,D,발달상권,60.0,621.0,235.0,2.0,0.0,0.0,339.0,310.0,181.0,27.0,1.0,0.0,0.0,54.0,174825381.0,3,2120152,신대방삼거리역
2020,D,발달상권,60.0,621.0,235.0,2.0,0.0,0.0,317.0,332.0,175.0,33.0,1.0,0.0,0.0,54.0,177487647.0,4,2120152,신대방삼거리역
2020,D,발달상권,14.0,553.0,13.0,1.0,0.0,0.0,210.0,322.0,32.0,3.0,0.0,0.0,0.0,35.0,159308636.0,1,2120153,노량진역(노량진)
2020,D,발달상권,14.0,553.0,13.0,1.0,0.0,0.0,210.0,322.0,32.0,3.0,0.0,0.0,0.0,35.0,159308636.0,2,2120153,노량진역(노량진)
2020,D,발달상권,14.0,553.0,13.0,1.0,0.0,0.0,210.0,322.0,32.0,3.0,0.0,0.0,0.0,35.0,159308636.0,3,2120153,노량진역(노량진)
2020,D,발달상권,15.0,760.0,13.0,1.0,0.0,0.0,209.0,402.0,158.0,5.0,0.0,0.0,0.0,34.0,175440040.0,4,2120153,노량진역(노량진)
2020,D,발달상권,10.0,114.0,11.0,1.0,0.0,0.0,91.0,23.0,12.0,0.0,0.0,0.0,0.0,33.0,120415997.0,1,2120154,장승배기역
2020,D,발달상권,10.0,114.0,11.0,1.0,0.0,0.0,91.0,23.0,12.0,0.0,0.0,0.0,0.0,33.0,120415997.0,2,2120154,장승배기역
2020,D,발달상권,10.0,114.0,11.0,1.0,0.0,0.0,91.0,23.0,12.0,0.0,0.0,0.0,0.0,33.0,120415997.0,3,2120154,장승배기역
2020,D,발달상권,10.0,114.0,11.0,1.0,0.0,0.0,88.0,26.0,12.0,0.0,0.0,0.0,0.0,33.0,121528293.0,4,2120154,장승배기역
2020,D,발달상권,31.0,347.0,99.0,14.0,1.0,0.0,29.0,163.0,140.0,120.0,9.0,0.0,0.0,53.0,175166957.0,1,2120155,총신대학교
2020,D,발달상권,31.0,347.0,99.0,14.0,1.0,0.0,29.0,163.0,140.0,120.0,9.0,0.0,0.0,53.0,175166957.0,2,2120155,총신대학교
2020,D,발달상권,31.0,347.0,99.0,14.0,1.0,0.0,29.0,163.0,140.0,120.0,9.0,0.0,0.0,53.0,175166957.0,3,2120155,총신대학교
2020,D,발달상권,30.0,264.0,79.0,14.0,1.0,0.0,28.0,136.0,61.0,88.0,45.0,0.0,0.0,51.0,171102059.0,4,2120155,총신대학교
2020,D,발달상권,41.0,236.0,233.0,45.0,8.0,0.0,31.0,132.0,87.0,34.0,22.0,45.0,171.0,53.0,259106952.0,1,2120156,"총신대입구역(이수, 총신대)"
2020,D,발달상권,41.0,236.0,233.0,45.0,8.0,0.0,31.0,132.0,87.0,34.0,22.0,45.0,171.0,53.0,259106952.0,2,2120156,"총신대입구역(이수, 총신대)"
2020,D,발달상권,41.0,236.0,233.0,45.0,8.0,0.0,31.0,132.0,87.0,34.0,22.0,45.0,171.0,53.0,259106952.0,3,2120156,"총신대입구역(이수, 총신대)"
2020,D,발달상권,43.0,236.0,253.0,145.0,28.0,0.0,31.0,133.0,85.0,28.0,25.0,4.0,356.0,56.0,296404569.0,4,2120156,"총신대입구역(이수, 총신대)"
2020,D,발달상권,68.0,1248.0,78.0,24.0,2.0,4.0,666.0,376.0,225.0,38.0,47.0,0.0,4.0,34.0,151824308.0,1,2120157,신림역(신림)
2020,D,발달상권,68.0,1248.0,78.0,24.0,2.0,4.0,666.0,376.0,225.0,38.0,47.0,0.0,4.0,34.0,151824308.0,2,2120157,신림역(신림)
2020,D,발달상권,68.0,1248.0,78.0,24.0,2.0,4.0,666.0,376.0,225.0,38.0,47.0,0.0,4.0,34.0,151824308.0,3,2120157,신림역(신림)
2020,D,발달상권,71.0,1293.0,80.0,24.0,2.0,4.0,668.0,396.0,246.0,39.0,50.0,0.0,4.0,34.0,155988490.0,4,2120157,신림역(신림)
2020,D,발달상권,2.0,24.0,1.0,0.0,0.0,0.0,0.0,21.0,3.0,1.0,0.0,0.0,0.0,38.0,168045455.0,1,2120158,녹두거리(대학동)
2020,D,발달상권,2.0,24.0,1.0,0.0,0.0,0.0,0.0,21.0,3.0,1.0,0.0,0.0,0.0,38.0,168045455.0,2,2120158,녹두거리(대학동)
2020,D,발달상권,2.0,24.0,1.0,0.0,0.0,0.0,0.0,21.0,3.0,1.0,0.0,0.0,0.0,38.0,168045455.0,3,2120158,녹두거리(대학동)
2020,D,발달상권,4.0,33.0,4.0,0.0,0.0,0.0,0.0,32.0,3.0,2.0,0.0,0.0,0.0,49.0,171072078.0,4,2120158,녹두거리(대학동)
2020,D,발달상권,35.0,1179.0,134.0,28.0,0.0,0.0,174.0,911.0,87.0,74.0,93.0,0.0,2.0,41.0,176713863.0,1,2120159,서울대입구역
2020,D,발달상권,35.0,1179.0,134.0,28.0,0.0,0.0,174.0,911.0,87.0,74.0,93.0,0.0,2.0,41.0,176713863.0,2,2120159,서울대입구역
2020,D,발달상권,35.0,1179.0,134.0,28.0,0.0,0.0,174.0,911.0,87.0,74.0,93.0,0.0,2.0,41.0,176713863.0,3,2120159,서울대입구역
2020,D,발달상권,40.0,1516.0,135.0,29.0,0.0,0.0,349.0,1066.0,87.0,74.0,102.0,0.0,2.0,39.0,175040706.0,4,2120159,서울대입구역
2020,D,발달상권,72.0,543.0,217.0,61.0,1.0,1.0,101.0,205.0,224.0,102.0,44.0,45.0,102.0,59.0,307616670.0,1,2120160,사당역(사당)
2020,D,발달상권,72.0,543.0,217.0,61.0,1.0,1.0,101.0,205.0,224.0,102.0,44.0,45.0,102.0,59.0,307616670.0,2,2120160,사당역(사당)
2020,D,발달상권,72.0,543.0,217.0,61.0,1.0,1.0,101.0,205.0,224.0,102.0,44.0,45.0,102.0,59.0,307616670.0,3,2120160,사당역(사당)
2020,D,발달상권,72.0,543.0,217.0,61.0,1.0,1.0,99.0,200.0,221.0,99.0,44.0,48.0,112.0,59.0,327742100.0,4,2120160,사당역(사당)
2020,D,발달상권,41.0,204.0,71.0,7.0,0.0,0.0,4.0,83.0,80.0,87.0,21.0,6.0,1.0,57.0,281105121.0,1,2120161,방배동가구거리(사당동가구거리)
