STDR_YY_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,VIATR_FCLTY_CO,PBLOFC_CO,BANK_CO,GEHSPT_CO,GNRL_HSPTL_CO,PARMACY_CO,KNDRGR_CO,ELESCH_CO,MSKUL_CO,HGSCHL_CO,UNIV_CO,DRTS_CO,SUPMK_CO,THEAT_CO,STAYNG_FCLTY_CO,ARPRT_CO,RLROAD_STATN_CO,BUS_TRMINL_CO,SUBWAY_STATN_CO,BUS_STTN_CO,STDR_QU_CD
2020,A,골목상권,2110017,정독도서관,225.0,9.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,43.0,60.0,0.0,0.0,0.0,0.0,54.0,2
2020,A,골목상권,2110017,정독도서관,225.0,9.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,43.0,60.0,0.0,0.0,0.0,0.0,54.0,3
2020,A,골목상권,2110017,정독도서관,65.0,11.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4
2020,A,골목상권,2110018,중앙고등학교,251.0,7.0,5.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,7.0,0.0,0.0,43.0,76.0,0.0,0.0,0.0,0.0,50.0,1
2020,A,골목상권,2110018,중앙고등학교,251.0,7.0,5.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,7.0,0.0,0.0,43.0,76.0,0.0,0.0,0.0,0.0,50.0,2
2020,A,골목상권,2110018,중앙고등학교,251.0,7.0,5.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,7.0,0.0,0.0,43.0,76.0,0.0,0.0,0.0,0.0,50.0,3
2020,A,골목상권,2110018,중앙고등학교,110.0,9.0,5.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,4
2020,A,골목상권,2110019,창덕궁,163.0,2.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,35.0,0.0,0.0,0.0,2.0,19.0,1
2020,A,골목상권,2110019,창덕궁,163.0,2.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,35.0,0.0,0.0,0.0,2.0,19.0,2
2020,A,골목상권,2110019,창덕궁,163.0,2.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,35.0,0.0,0.0,0.0,2.0,19.0,3
2020,A,골목상권,2110019,창덕궁,106.0,4.0,6.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,14.0,4
2020,A,골목상권,2110020,서울국제고등학교,125.0,5.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,3.0,7.0,0.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,42.0,1
2020,A,골목상권,2110020,서울국제고등학교,125.0,5.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,3.0,7.0,0.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,42.0,2
2020,A,골목상권,2110020,서울국제고등학교,125.0,5.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,3.0,7.0,0.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,42.0,3
2020,A,골목상권,2110020,서울국제고등학교,104.0,3.0,2.0,0.0,0.0,4.0,3.0,2.0,1.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4
2020,A,골목상권,2110021,성균관대학교,198.0,7.0,8.0,12.0,1.0,14.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,8.0,44.0,0.0,0.0,0.0,1.0,34.0,1
