매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대,분기,점포수,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
196105.6418,2021,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",2,4,23,1374,671,8984,20,12,39,78,9,9,57,251,562020,112052,81897,86580,86814,87334,86028,70585,62781,75,4,5,0,0,134148,92432,72430,101388,113897,79772,102101,181271,0,4,0
241260.642,2021,발달상권,2120210,선릉역,2,4,89,4780,3339,48780,93,19,556,843,113,106,55,3,4717980,982135,707897,771410,770377,770386,735780,513140,448988,150,1,11,0,0,360433,567611,829640,1127675,958278,639079,595697,412526,3438021,6,1
150868.7899,2021,발달상권,2120211,도성초등학교,2,4,9,1638,726,984,23,0,58,51,24,61,42,102,1029586,191283,146820,149095,151315,150563,150536,147688,133567,27,0,1,0,0,72437,316654,125708,132863,200675,126793,126896,77266,0,4,0
159049.3132,2021,발달상권,2120212,한티역,2,4,16,1481,682,713,20,0,26,71,37,24,8,113,1005907,172477,139436,142071,142613,143122,145037,154369,139258,58,1,6,1,0,112734,340434,102126,99670,211249,128777,123650,316012,647343,4,1
131587.6083,2021,발달상권,2120213,삼성중앙역,2,4,30,4094,2304,8472,89,7,401,251,118,44,34,222,1594737,332507,233275,247664,250359,250676,241877,191118,179768,41,2,3,0,0,228925,125608,278923,402334,362290,207935,217646,118046,348159,3,1
164587.6732,2021,발달상권,2120214,영동대교남단교차로,2,4,15,761,321,3990,8,0,0,16,0,0,0,212,273556,57293,39839,42335,42746,42817,42058,34589,29173,11,0,1,0,0,89135,26469,40052,63335,55064,40940,47698,112279,0,2,0
231542.6729,2021,발달상권,2120215,포스코사거리,2,4,66,3513,2227,61656,29,0,132,602,98,158,114,288,2982660,641031,452913,496229,498540,496957,465990,299044,272988,92,0,17,0,0,318625,280837,534059,794007,678731,391292,303734,338372,0,7,0
104592.9558,2021,발달상권,2120216,경기고교사거리(경기고교앞사거리),2,4,15,218,151,4934,1,0,0,0,0,0,0,12,205067,45404,30052,31992,32438,32188,31569,25913,20915,31,0,4,0,0,71694,21948,28454,45213,40683,30323,38444,250468,0,5,0
121844.1428,2021,발달상권,2120217,대치사거리,2,4,15,3789,2015,2779,102,18,265,227,248,99,49,73,1353626,270751,195081,202444,202994,200944,195633,180782,175748,11,0,2,0,0,159410,364960,179983,211798,260533,177556,158795,88526,0,5,0
106463.5888,2021,발달상권,2120218,코엑스,2,4,24,28,17,290,0,0,0,0,0,0,0,0,47457,8687,6301,6842,7360,7621,7549,6378,5406,22,0,6,0,0,145396,3172,10123,13232,10493,5894,4543,104297,0,3,0
147445.8874,2021,발달상권,2120219,은마아파트,2,4,36,1039,418,17161,14,0,2,17,21,20,5,119,989598,168214,135183,134355,135317,135833,137930,161186,149795,57,0,6,0,0,149660,383389,107205,87072,170895,124582,116453,169583,0,6,0
117687.3913,2021,발달상권,2120220,대치역,2,4,21,831,255,5578,3,0,0,0,0,0,0,212,493352,85522,69393,70150,68283,70638,70685,76053,68147,72,1,8,0,0,163253,179391,42329,39304,95358,63335,73635,131147,462420,5,1
184858.7548,2021,발달상권,2120221,봉은사역,2,4,18,693,489,19513,7,0,5,42,7,6,18,99,381528,85159,56780,61234,61865,62031,59281,42337,38000,33,2,6,0,0,124925,45548,61081,88140,80487,49903,56369,441194,788579,6,1
208701.7314,2021,발달상권,2120222,삼성역,2,4,48,746,508,43324,8,0,2,3,4,9,28,53,955425,219483,147014,163750,165310,164631,153613,87887,73220,88,3,15,1,0,356336,87023,187990,263974,201305,116873,98258,825553,2560848,12,1
95901.00543,2021,발달상권,2120223,휘문고교사거리,2,4,6,309,111,9166,9,0,0,9,13,11,10,40,224034,50942,34449,38088,38192,37774,34873,21563,19097,9,0,0,0,0,133569,34082,35116,53723,47660,28204,25248,157331,0,5,0
628890.1284,2021,발달상권,2120224,수서역,2,4,21,594,437,12418,0,0,0,0,0,0,0,0,215044,47368,32754,33527,33399,33532,33389,25277,23168,40,0,3,0,0,60183,23321,22655,34756,36174,32120,66019,408017,1548229,6,1
51757.28986,2021,전통시장,2130303,영동전통시장,2,4,3,1142,728,242,19,0,118,77,24,11,2,2,385516,71530,54876,57786,58498,59018,59587,51777,43974,5,0,0,0,0,39097,17660,88981,100046,74393,48746,55692,0,0,0,0
108712.5423,2021,전통시장,2130310,강남개포시장,2,4,9,112,83,298,0,0,0,0,0,0,0,0,205167,39502,28998,29823,30016,29698,30275,29153,27201,30,0,3,0,0,25363,45890,21107,22353,36201,31997,47620,50085,196144,2,1
386954.3759,2021,관광특구,1001496,강남 마이스 관광특구,2,4,12,29,18,15904,0,0,0,0,0,0,0,0,102294,19499,13986,15268,16222,16676,16343,12935,10865,34,1,8,1,0,237891,6685,21900,28948,22434,12589,9738,254917,0,5,0
102323.1833,2022,발달상권,2120223,휘문고교사거리,2,1,4,309,111,9166,9,0,0,9,13,11,10,40,206155,46623,33335,32496,32631,35152,33859,20685,17996,9,0,0,0,0,133569,31600,32046,48311,44858,26340,23001,135669,0,5,0
483681.71,2022,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",2,1,10,1374,671,8984,20,12,39,78,9,9,57,251,633714,127171,93403,94351,95146,98377,97691,81785,72962,75,4,5,0,0,134148,107124,81416,110302,128227,91971,114672,163021,0,4,0
499729.4631,2022,발달상권,2120210,선릉역,2,1,40,4780,3339,48780,93,19,556,843,113,106,55,3,4654833,966930,722715,716615,721904,764703,748593,521154,459148,150,1,11,0,0,360433,562008,814414,1097135,956422,636710,588144,354649,3030794,6,1
317205.3429,2022,발달상권,2120194,언주역(차병원),2,1,21,2599,1764,12628,63,3,393,309,93,29,35,102,1673923,358335,255425,253937,256328,268860,264035,197173,178165,67,1,3,0,0,242446,75687,367472,490218,336326,194374,209847,193226,495276,7,1
227852.9758,2022,발달상권,2120220,대치역,2,1,11,831,255,5578,3,0,0,0,0,0,0,212,523668,90092,73229,72337,71693,75666,77047,82022,71676,72,1,8,0,0,163253,210601,39840,39783,95665,64178,73603,122277,446798,5,1
309390.5272,2022,발달상권,2120201,도곡1동,2,1,9,1880,1108,11559,48,1,195,147,111,35,59,48,970366,206341,145465,144584,145350,149421,147691,121212,116641,36,0,5,0,0,169293,140465,154854,201844,191612,130689,150900,217141,0,6,0
470524.3742,2022,발달상권,2120187,신논현역,2,1,34,5512,3959,13076,62,2,347,225,71,46,10,114,2767171,533206,401911,403361,405719,422683,432474,381002,320021,154,3,7,0,0,382392,222580,723910,715025,500847,295150,309659,46688,1172393,3,1
539659.0726,2022,발달상권,2120208,청담사거리(청담동명품거리),2,1,15,3265,1913,10577,45,0,25,134,69,226,35,240,1349245,271146,188121,196522,199131,206892,210828,187526,160223,93,5,7,0,0,331336,124044,244408,313210,267456,185047,215078,352262,0,8,0
208392.5873,2022,발달상권,2120216,경기고교사거리(경기고교앞사거리),2,1,7,218,151,4934,1,0,0,0,0,0,0,12,192922,42902,29142,29167,29305,30895,30615,24145,19654,31,0,4,0,0,71694,20667,27227,41760,38822,28787,35657,220132,0,5,0
294180.2949,2022,발달상권,2120221,봉은사역,2,1,11,693,489,19513,7,0,5,42,7,6,18,99,350493,77571,54766,54207,53753,57320,55648,39424,35373,33,2,6,0,0,124925,43370,54895,79038,74759,47278,51149,288566,704291,6,1
128837.5583,2022,발달상권,2120202,압구정로데오역(압구정로데오),2,1,20,1843,793,11735,15,0,10,3,4,0,26,534,1952805,327983,272060,283490,286030,304904,314651,277950,213720,77,1,4,2,0,265701,170157,457755,465943,359481,236528,262941,179081,780406,3,1
262502.85,2022,발달상권,2120212,한티역,2,1,10,1481,682,713,20,0,26,71,37,24,8,113,1042248,179860,142415,144148,148215,149913,151250,160823,145485,58,1,6,1,0,112734,376270,98419,101458,216062,128986,121053,175480,615262,4,1
382052.4261,2022,발달상권,2120200,학동사거리,2,1,17,976,565,9363,13,4,29,24,9,10,2,79,1171034,208943,161997,173182,176241,187828,190235,160946,120605,78,1,4,0,0,266597,79891,277282,321572,229411,135096,127781,152067,0,4,0
926471.1492,2022,발달상권,2120199,경복아파트교차로,2,1,7,996,641,3830,18,0,111,58,16,2,0,147,553444,117193,83623,83389,84061,87971,85734,66405,62261,10,0,1,0,0,112742,37255,114199,151984,112807,67737,69464,50801,0,4,0
247860.7556,2022,전통시장,2130310,강남개포시장,2,1,4,112,83,298,0,0,0,0,0,0,0,0,211820,40548,29637,30054,30929,30781,31410,30451,28559,30,0,3,0,0,25363,46318,21102,23708,37019,34027,49645,44752,168107,2,1
428649.0222,2022,발달상권,2120215,포스코사거리,2,1,32,3513,2227,61656,29,0,132,602,98,158,114,288,2958213,633000,471871,462415,465707,496911,480904,301905,278500,92,0,17,0,0,318625,322194,506015,766330,674764,384727,304183,308809,0,7,0
421210.835,2022,발달상권,2120219,은마아파트,2,1,13,1039,418,17161,14,0,2,17,21,20,5,119,1098958,190066,147739,146622,149629,153362,155576,179577,166454,57,0,6,0,0,149660,492706,97331,86972,177171,128263,116515,170768,0,6,0
437930.2778,2022,발달상권,2120206,개나리아파트,2,1,11,4039,2082,5280,54,5,191,181,83,59,17,334,1111630,243546,169304,168005,169222,175522,171509,133139,124932,45,2,4,0,0,148412,159227,174652,240316,246854,142447,148135,124040,0,8,0
262434.4436,2022,발달상권,2120213,삼성중앙역,2,1,13,4094,2304,8472,89,7,401,251,118,44,34,222,1659343,348204,249849,246827,250811,262284,257967,200929,190678,41,2,3,0,0,228925,140896,289330,419636,370213,215873,223396,63165,313818,3,1
220803.2778,2022,발달상권,2120218,코엑스,2,1,10,28,17,290,0,0,0,0,0,0,0,0,42425,7854,6047,6118,6304,6842,6818,5499,4800,22,0,6,0,0,145396,2902,8946,11532,9556,5350,4139,86793,0,3,0
202557.7704,2022,발달상권,2120211,도성초등학교,2,1,6,1638,726,984,23,0,58,51,24,61,42,102,1024497,190772,144532,145031,148259,151256,151202,149328,134887,27,0,1,0,0,72437,316620,120004,128927,204685,127544,126717,48259,0,4,0
355590.0241,2022,관광특구,1001496,강남 마이스 관광특구,2,1,12,29,18,15904,0,0,0,0,0,0,0,0,92815,17913,13648,13721,14053,15264,15081,11312,9736,34,1,8,1,0,237891,6348,19683,25607,20687,11541,8949,216839,0,5,0
134001.3244,2022,발달상권,2120195,성수대교남단,2,1,10,444,224,5611,9,3,24,22,20,5,22,26,887365,149971,124796,128716,129454,138141,142203,125074,98980,51,0,8,0,0,126829,90844,198016,204371,163294,105705,125135,80182,0,2,0
294459.2714,2022,발달상권,2120186,가로수길,2,1,14,3152,1777,6518,62,0,154,140,109,74,49,97,1977135,342832,284373,284850,288722,300683,308841,274353,235313,42,2,4,0,0,256687,212675,462621,456964,352892,224746,267239,111881,0,2,0
512841.2159,2022,발달상권,2120196,서울세관,2,1,7,1346,899,9687,25,0,13,20,10,26,21,41,707571,149306,109251,108322,109486,116250,113561,79722,70981,36,4,5,0,0,185479,56505,130331,181853,155354,88619,94910,82600,0,7,0
438446.0497,2022,발달상권,2120185,논현역,2,1,21,3768,2428,12764,53,3,259,407,162,59,24,77,2481951,505278,374953,371870,374699,390267,391340,307013,271808,105,1,7,0,0,321182,146264,520120,630735,489265,332916,362653,76471,977120,3,1
633408.6844,2022,발달상권,2120197,역삼역,2,1,59,6012,4306,58694,97,5,705,417,168,134,85,63,3369883,711242,552067,544849,543511,587693,558325,313929,269508,172,2,25,0,0,562806,135778,772836,1012826,711849,395587,341009,406199,2571077,7,1
686601.3861,2022,발달상권,2120191,학동역,2,1,20,4394,2961,13862,84,8,477,648,67,27,23,161,1728336,369888,265082,261463,266220,280114,273510,200000,181946,65,4,6,0,0,366286,112225,374754,458209,347854,210005,225288,296721,1292150,6,1
638746.5468,2022,발달상권,2120190,강남을지병원,2,1,14,2274,1334,11703,46,0,139,238,38,36,33,39,1531754,307977,230811,230429,232290,247124,247862,184020,159218,72,0,3,0,0,295195,122633,318579,402278,309863,180793,197609,218023,0,6,0
916399.7282,2022,발달상권,2120224,수서역,2,1,13,594,437,12418,0,0,0,0,0,0,0,0,206519,44748,31743,31338,31377,32294,32295,24865,22606,40,0,3,0,0,60183,21549,21981,32876,34648,30550,64915,196262,1343698,6,1
306382.12,2022,발달상권,2120222,삼성역,2,1,30,746,508,43324,8,0,2,3,4,9,28,53,890770,204287,146270,143399,143467,155943,149197,83404,69091,88,3,15,1,0,356336,82400,176106,240708,190791,109670,91097,628766,2237753,12,1
346240.9704,2022,발달상권,2120205,매봉역,2,1,9,1116,592,13950,24,19,72,14,40,61,30,18,562232,116719,85915,85878,85591,90338,88659,65110,60739,23,1,1,0,0,122443,53598,90157,110501,108194,88293,111493,92038,0,5,0
342525.1852,2022,발달상권,2120214,영동대교남단교차로,2,1,6,761,321,3990,8,0,0,16,0,0,0,212,252241,53293,37922,37975,38077,40257,40060,31612,26340,11,0,1,0,0,89135,24980,36973,57451,52049,38110,42678,52560,0,2,0
39538.14444,2022,전통시장,2130303,영동전통시장,2,1,3,1142,728,242,19,0,118,77,24,11,2,2,362410,68503,52818,53081,53408,56046,56738,48574,41745,5,0,0,0,0,39097,18755,80492,91098,70336,47483,54245,0,0,0,0
297013.9977,2022,발달상권,2120203,강남구청역,2,1,19,1522,920,7726,25,0,67,58,64,18,5,120,1562580,313642,239233,238934,241997,254633,249617,179767,158399,88,2,5,0,0,173251,158903,305565,380468,323565,197740,196339,224412,1306202,6,1
256973.1681,2022,발달상권,2120217,대치사거리,2,1,8,3789,2015,2779,102,18,265,227,248,99,49,73,1401808,281402,203805,202984,204958,211126,210219,188777,179940,11,0,2,0,0,159410,444446,172815,200860,257650,174137,151902,85138,0,5,0
428593.1278,2022,발달상권,2120193,도산공원교차로,2,1,8,1184,596,6384,32,0,38,73,32,27,23,114,621908,124457,94656,95462,95698,102691,102633,71958,58812,19,0,4,0,0,185023,43132,123151,164645,135738,76463,78777,92735,0,3,0
367455.2871,2022,발달상권,2120207,선정릉역,2,1,19,6763,3891,12151,180,9,582,558,227,219,81,219,1684683,356353,252810,251705,254077,262478,258681,207999,196932,72,4,4,0,0,323475,205400,300937,397174,352419,205227,223523,175632,863922,10,1
609007.7644,2022,발달상권,2120192,뱅뱅사거리,2,1,25,6735,4796,27462,47,9,360,567,59,86,37,314,1645142,355124,256443,253446,254753,268008,260523,181999,169971,87,2,13,0,1,317599,143174,320835,436676,340429,204732,199297,99117,0,3,0
345371.2583,2022,발달상권,2120188,압구정역,2,1,16,1129,598,8579,20,1,53,30,14,8,17,98,1913075,354945,280167,281901,280727,300452,311074,253318,205433,213,0,14,1,0,251745,279352,325353,392056,367277,253977,295059,373316,1384590,6,1
306115.5085,2022,발달상권,2120204,르네상스호텔사거리,2,1,13,1595,1127,41471,20,2,237,350,46,196,64,11,1341911,290119,213495,210386,210738,225460,219000,140298,122534,30,1,7,0,1,160960,95215,257277,359032,291163,175226,163998,113675,0,3,0
256190.0608,2022,발달상권,2120198,구역삼세무서,2,1,21,7376,5072,11531,140,31,745,693,171,109,105,130,2094724,452607,317844,314823,316636,327474,318838,251179,247930,33,2,3,0,0,291469,145952,465505,579844,409907,241999,251519,147566,0,7,0
731046.3297,2022,발달상권,2120191,학동역,2,2,21,4394,2961,13862,84,8,477,648,67,27,23,161,1887146,403422,288591,302238,296110,292930,291883,217357,198035,65,4,6,0,0,366286,120698,408070,497779,386876,228360,245363,336573,1468252,6,1
345530.1209,2022,발달상권,2120217,대치사거리,2,2,6,3789,2015,2779,102,18,265,227,248,99,49,73,1385113,282360,203408,205065,203238,201045,202625,189572,180160,11,0,2,0,0,159410,417316,181233,209310,257862,170632,148761,94276,0,5,0
569126.4659,2022,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",2,2,10,1374,671,8984,20,12,39,78,9,9,57,251,620768,124245,92069,96426,95236,94277,94186,78567,70008,75,4,5,0,0,134148,108206,80304,110805,125853,86680,108918,193894,0,4,0
446130.3888,2022,발달상권,2120219,은마아파트,2,2,13,1039,418,17161,14,0,2,17,21,20,5,119,1056577,178895,144035,144182,142637,142170,145574,175530,162447,57,0,6,0,0,149660,453313,100810,84476,173698,127701,116578,198568,0,6,0
300922.2845,2022,발달상권,2120218,코엑스,2,2,9,28,17,290,0,0,0,0,0,0,0,0,48827,8968,6611,7169,7584,7969,7829,6340,5327,22,0,6,0,0,145396,3296,10151,13498,11048,6222,4611,101412,0,3,0
595594.5723,2022,발달상권,2120210,선릉역,2,2,39,4780,3339,48780,93,19,556,843,113,106,55,3,4982187,1041090,765102,819207,792266,786594,780094,557846,481079,150,1,11,0,0,360433,580976,892269,1184495,1021711,674000,628735,416065,3594174,6,1
651701.9333,2022,발달상권,2120208,청담사거리(청담동명품거리),2,2,15,3265,1913,10577,45,0,25,134,69,226,35,240,1575539,320738,219425,238072,233898,235305,240615,220197,188025,93,5,7,0,0,331336,156369,287135,365795,309905,211605,244728,404756,0,8,0
387608.839,2022,발달상권,2120222,삼성역,2,2,29,746,508,43324,8,0,2,3,4,9,28,53,1040491,248627,167114,182559,174123,174213,170167,92959,79358,88,3,15,1,0,356336,124629,198073,278756,217893,120654,100485,715023,2686724,12,1
146134.4626,2022,발달상권,2120195,성수대교남단,2,2,10,444,224,5611,9,3,24,22,20,5,22,26,1027530,169208,139554,152315,151493,152151,161886,152196,117937,51,0,8,0,0,126829,108331,241492,241947,185162,114219,136380,93373,0,2,0
362849.4313,2022,발달상권,2120188,압구정역,2,2,16,1129,598,8579,20,1,53,30,14,8,17,98,2015293,378109,291258,313903,301118,300645,317752,271019,219597,213,0,14,1,0,251745,308105,330217,410891,390473,264350,311258,444244,1576875,6,1
581556.5667,2022,발달상권,2120196,서울세관,2,2,7,1346,899,9687,25,0,13,20,10,26,21,41,800711,169048,121954,130473,126827,126254,125774,90130,79298,36,4,5,0,0,185479,62897,147878,207471,176276,100874,105314,102691,0,7,0
296160.6071,2022,발달상권,2120198,구역삼세무서,2,2,20,7376,5072,11531,140,31,745,693,171,109,105,130,2074765,447082,317008,328619,321711,318192,311837,240775,236621,33,2,3,0,0,291469,130020,460905,576526,413758,242841,250714,169763,0,7,0
462560.1958,2022,관광특구,1001496,강남 마이스 관광특구,2,2,11,29,18,15904,0,0,0,0,0,0,0,0,106859,20657,15012,16326,16915,17593,17247,12963,10805,34,1,8,1,0,237891,7510,22268,29894,23907,13306,9974,245481,0,5,0
482919.5159,2022,발달상권,2120207,선정릉역,2,2,18,6763,3891,12151,180,9,582,558,227,219,81,219,1723958,367796,260955,270458,265380,262190,261023,207639,196314,72,4,4,0,0,323475,208769,302398,416002,357152,208381,231257,211089,1016762,10,1
408884.3004,2022,발달상권,2120194,언주역(차병원),2,2,21,2599,1764,12628,63,3,393,309,93,29,35,102,1722701,372178,264668,276571,269466,267460,265081,199180,180277,67,1,3,0,0,242446,71175,376986,513114,350609,201927,208890,225410,569824,7,1
290524.8582,2022,발달상권,2120220,대치역,2,2,10,831,255,5578,3,0,0,0,0,0,0,212,506964,86910,71743,71406,69192,70549,72022,80851,71200,72,1,8,0,0,163253,204942,39319,38958,90048,61077,72621,144539,514020,5,1
513809.226,2022,발달상권,2120215,포스코사거리,2,2,32,3513,2227,61656,29,0,132,602,98,158,114,288,3150398,678499,501148,536114,516860,513667,497645,307627,277337,92,0,17,0,0,318625,322233,545616,842644,722366,402544,314994,358720,0,7,0
285066.5514,2022,발달상권,2120221,봉은사역,2,2,11,693,489,19513,7,0,5,42,7,6,18,99,380514,85291,58305,61788,60125,60502,59764,42207,37822,33,2,6,0,0,124925,49396,60831,87415,80035,51074,51762,342243,887057,6,1
296647.8088,2022,발달상권,2120212,한티역,2,2,10,1481,682,713,20,0,26,71,37,24,8,113,1043829,179776,144084,148115,146978,146965,148538,162894,146257,58,1,6,1,0,112734,379762,99933,100453,209285,130139,124259,203132,713247,4,1
406802.2821,2022,발달상권,2120205,매봉역,2,2,9,1116,592,13950,24,19,72,14,40,61,30,18,609624,124104,92750,96704,94538,94445,94422,71171,65595,23,1,1,0,0,122443,62083,98720,121393,117721,95570,114140,101298,0,5,0
706488.1023,2022,발달상권,2120197,역삼역,2,2,59,6012,4306,58694,97,5,705,417,168,134,85,63,3744159,798837,605152,660531,630711,623413,601181,339053,284118,172,2,25,0,0,562806,133055,861090,1136635,804401,435938,373040,478045,3033393,7,1
504786.0852,2022,발달상권,2120193,도산공원교차로,2,2,8,1184,596,6384,32,0,38,73,32,27,23,114,679887,134994,101570,111593,108240,108249,108965,78906,62363,19,0,4,0,0,185023,50922,136204,181654,148767,82184,80157,106986,0,3,0
1067252.49,2022,발달상권,2120199,경복아파트교차로,2,2,7,996,641,3830,18,0,111,58,16,2,0,147,549661,116513,82882,87341,85683,85162,83757,64195,60639,10,0,1,0,0,112742,36048,110626,151643,114943,68906,67496,62805,0,4,0
228846.9498,2022,발달상권,2120216,경기고교사거리(경기고교앞사거리),2,2,7,218,151,4934,1,0,0,0,0,0,0,12,196345,45118,29239,31058,30593,30348,30348,24810,19952,31,0,4,0,0,71694,22263,27721,43744,39490,28753,34376,260424,0,5,0
315747.956,2022,전통시장,2130310,강남개포시장,2,2,4,112,83,298,0,0,0,0,0,0,0,0,209176,41123,29521,30416,30581,30070,30707,29533,28348,30,0,3,0,0,25363,50557,20526,22009,35826,32467,47792,52870,209509,2,1
55162.01099,2022,전통시장,2130303,영동전통시장,2,2,3,1142,728,242,19,0,118,77,24,11,2,2,414182,76208,59645,63048,62096,62497,65174,55512,46209,5,0,0,0,0,39097,21126,96272,107509,79051,51766,58458,0,0,0,0
337647.7723,2022,발달상권,2120203,강남구청역,2,2,18,1522,920,7726,25,0,67,58,64,18,5,120,1659264,331044,253918,272388,263063,261644,259705,186389,162156,88,2,5,0,0,173251,157110,325066,413383,350012,213661,200032,243926,1514989,6,1
974138.5516,2022,발달상권,2120224,수서역,2,2,15,594,437,12418,0,0,0,0,0,0,0,0,222273,49865,34634,35106,34315,34122,34503,25798,23793,40,0,3,0,0,60183,27481,22770,35164,36878,32120,67861,241453,1660558,6,1
537844.8069,2022,발달상권,2120185,논현역,2,2,21,3768,2428,12764,53,3,259,407,162,59,24,77,2596952,522700,390074,407868,397530,395857,404365,322235,279022,105,1,7,0,0,321182,152236,562227,668342,511565,336711,365871,89831,1097522,3,1
167166.1044,2022,발달상권,2120223,휘문고교사거리,2,2,4,309,111,9166,9,0,0,9,13,11,10,40,230085,54512,37109,39923,37627,37693,36684,21658,19392,9,0,0,0,0,133569,39626,35225,54701,49048,27647,23837,167866,0,5,0
730955.9725,2022,발달상권,2120190,강남을지병원,2,2,14,2274,1334,11703,46,0,139,238,38,36,33,39,1591457,315277,238045,256172,249330,246823,251743,188549,160794,72,0,3,0,0,295195,128485,337289,416345,327656,183293,198389,249050,0,6,0
680836.5371,2022,발달상권,2120192,뱅뱅사거리,2,2,25,6735,4796,27462,47,9,360,567,59,86,37,314,1703393,367376,266492,279969,270698,269137,264909,181770,170416,87,2,13,0,1,317599,142973,342322,456324,354228,207689,199855,117589,0,3,0
352024.6617,2022,발달상권,2120186,가로수길,2,2,14,3152,1777,6518,62,0,154,140,109,74,49,97,2273038,390014,320324,336375,335086,334385,351965,324240,270662,42,2,4,0,0,256687,238240,541700,537697,412513,251545,291346,132715,0,2,0
130094.6744,2022,발달상권,2120202,압구정로데오역(압구정로데오),2,2,19,1843,793,11735,15,0,10,3,4,0,26,534,2283012,373985,307745,338569,338657,339863,361445,340461,256274,77,1,4,2,0,265701,198057,561037,558447,412733,258250,294489,207783,896319,3,1
401823.1996,2022,발달상권,2120214,영동대교남단교차로,2,2,6,761,321,3990,8,0,0,16,0,0,0,212,254061,54123,37695,39964,39154,38786,39203,32456,26803,11,0,1,0,0,89135,23851,37136,59843,52488,38184,42560,61394,0,2,0
451400.0459,2022,발달상권,2120200,학동사거리,2,2,17,976,565,9363,13,4,29,24,9,10,2,79,1308597,228339,176910,202370,200322,200565,207680,185925,134824,78,1,4,0,0,266597,82106,312079,371480,255606,149861,137464,174871,0,4,0
521400.4754,2022,발달상권,2120187,신논현역,2,2,35,5512,3959,13076,62,2,347,225,71,46,10,114,3117290,589920,443471,470738,464177,463636,485151,434221,355897,154,3,7,0,0,382392,224682,848604,823443,565682,321589,333290,56273,1362196,3,1
501104.3556,2022,발달상권,2120206,개나리아파트,2,2,11,4039,2082,5280,54,5,191,181,83,59,17,334,1135606,249946,173845,180008,176008,173993,172742,132582,126432,45,2,4,0,0,148412,160860,178035,241888,251744,146384,156698,148474,0,8,0
312498.4598,2022,발달상권,2120213,삼성중앙역,2,2,13,4094,2304,8472,89,7,401,251,118,44,34,222,1739518,360558,260764,272850,268420,269823,265756,207325,194580,41,2,3,0,0,228925,145564,301322,440835,392782,228014,231001,75648,381441,3,1
338556.5617,2022,발달상권,2120201,도곡1동,2,2,9,1880,1108,11559,48,1,195,147,111,35,59,48,961857,204730,145949,148560,146498,145143,143240,118011,114456,36,0,5,0,0,169293,139995,154247,199813,190461,126715,150623,250743,0,6,0
216656.9542,2022,발달상권,2120211,도성초등학교,2,2,6,1638,726,984,23,0,58,51,24,61,42,102,1037658,196441,148418,152001,150205,149177,149943,151736,136179,27,0,1,0,0,72437,335979,119515,131267,200970,124425,125501,59544,0,4,0
552174.5305,2022,발달상권,2120185,논현역,2,3,21,3768,2428,12764,53,3,259,407,162,59,24,77,2634519,535049,389745,411485,414967,415579,406448,317771,278523,105,1,7,0,0,321182,168778,577221,667931,522158,333934,364497,83859,1010642,3,1
694956.685,2022,발달상권,2120197,역삼역,2,3,59,6012,4306,58694,97,5,705,417,168,134,85,63,3655313,793249,571132,635113,644140,637230,577417,316798,273484,172,2,25,0,0,562806,140562,864269,1107087,771863,415166,356366,497763,3128619,7,1
729557.8703,2022,발달상권,2120208,청담사거리(청담동명품거리),2,3,15,3265,1913,10577,45,0,25,134,69,226,35,240,1548172,318243,212915,234034,236533,236331,235090,209620,183652,93,5,7,0,0,331336,164716,275070,347502,307401,209492,243992,402577,0,8,0
359753.061,2022,발달상권,2120213,삼성중앙역,2,3,13,4094,2304,8472,89,7,401,251,118,44,34,222,1719424,356922,253654,267229,270305,271270,259905,204134,192929,41,2,3,0,0,228925,157455,302345,430396,380750,226186,222291,79973,399991,3,1
327828.0707,2022,발달상권,2120221,봉은사역,2,3,10,693,489,19513,7,0,5,42,7,6,18,99,378972,84382,56624,60168,61259,61687,58388,42423,38424,33,2,6,0,0,124925,45484,61028,86691,81040,51853,52875,349257,922506,6,1
323933.1054,2022,발달상권,2120220,대치역,2,3,10,831,255,5578,3,0,0,0,0,0,0,212,509565,87583,71051,71447,69952,72098,72024,80443,72548,72,1,8,0,0,163253,211742,42254,37793,87945,60287,69545,158627,539760,5,1
1067268.025,2022,발달상권,2120199,경복아파트교차로,2,3,7,996,641,3830,18,0,111,58,16,2,0,147,533553,113663,79244,84553,85452,84569,80948,60956,57832,10,0,1,0,0,112742,38685,105843,146500,111145,66121,65259,70081,0,4,0
