매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대,분기,점포수,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
473160.3814,2022,관광특구,1001496,강남 마이스 관광특구,3,3,11,29,18,15904,0,0,0,0,0,0,0,0,112779,26523,15622,16729,17618,18382,17770,14152,12509,34,1,8,1,0,237891,9270,24016,30650,24891,13753,10199,134213,0,5,0
525442.2293,2022,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",3,3,10,1374,671,8984,20,12,39,78,9,9,57,251,608067,102206,89015,94944,95295,95058,92214,74696,66845,75,4,5,0,0,134148,106052,77985,107763,122150,85531,108584,75377,0,4,0
600544.4306,2022,발달상권,2120219,은마아파트,3,3,13,1039,418,17161,14,0,2,17,21,20,5,119,1150580,168542,154450,153722,155071,159446,156699,191472,179718,57,0,6,0,0,149660,534670,116099,83072,174812,127392,114533,207140,0,6,0
275247.5174,2022,발달상권,2120186,가로수길,3,3,15,3152,1777,6518,62,0,154,140,109,74,49,97,2308808,391119,323963,343014,348813,351601,357358,314770,269289,42,2,4,0,0,256687,245142,566037,542131,416835,253820,284846,102180,0,2,0
358746.1499,2022,발달상권,2120198,구역삼세무서,3,3,19,7376,5072,11531,140,31,745,693,171,109,105,130,2018590,300938,302505,318504,321474,318935,299934,229488,227750,33,2,3,0,0,291469,123419,456795,558211,396622,241393,242150,70801,0,7,0
452643.5609,2022,발달상권,2120214,영동대교남단교차로,3,3,5,761,321,3990,8,0,0,16,0,0,0,212,255772,46369,37554,39862,40638,40654,39295,31449,26321,11,0,1,0,0,89135,24682,37114,58412,53097,39221,43246,30311,0,2,0
381519.4111,2022,발달상권,2120200,학동사거리,3,3,17,976,565,9363,13,4,29,24,9,10,2,79,1251662,253283,165859,192663,197783,199287,198132,169862,128077,78,1,4,0,0,266597,83558,296419,349971,248479,143879,129353,125537,0,4,0
343475.8194,2022,발달상권,2120203,강남구청역,3,3,18,1522,920,7726,25,0,67,58,64,18,5,120,1603217,281550,240110,261022,264034,262786,248503,174022,152741,88,2,5,0,0,173251,151769,312760,402963,334597,207535,193593,106992,527001,6,1
344044.3662,2022,발달상권,2120222,삼성역,3,3,29,746,508,43324,8,0,2,3,4,9,28,53,1036431,230380,159992,176201,181777,179663,164781,92054,81962,88,3,15,1,0,356336,120917,202995,277520,218415,119888,96697,320629,1134832,12,1
372832.5577,2022,발달상권,2120188,압구정역,3,3,16,1129,598,8579,20,1,53,30,14,8,17,98,1928782,374778,276529,298581,298225,300386,302831,246823,205407,213,0,14,1,0,251745,318252,318237,385429,375369,249769,281726,233240,828102,6,1
309710.9722,2022,발달상권,2120218,코엑스,3,3,9,28,17,290,0,0,0,0,0,0,0,0,52084,12352,7010,7437,7862,8328,8164,7024,6257,22,0,6,0,0,145396,4279,11037,13910,11572,6493,4793,67856,0,3,0
308368.541,2022,발달상권,2120204,르네상스호텔사거리,3,2,13,1595,1127,41471,20,2,237,350,46,196,64,11,1461352,266952,230359,247471,238118,236010,232250,149085,128061,30,1,7,0,1,160960,103718,284948,394345,313674,188157,176511,66077,0,3,0
623871.2818,2022,발달상권,2120190,강남을지병원,3,4,14,2274,1334,11703,46,0,139,238,38,36,33,39,1497944,266521,218121,239118,236340,239612,234626,177076,153051,72,0,3,0,0,295195,117286,294765,400653,321677,178922,184643,116247,0,6,0
417029.2547,2022,발달상권,2120194,언주역(차병원),3,4,21,2599,1764,12628,63,3,393,309,93,29,35,102,1738459,299759,259701,277499,275610,277409,267408,199168,181661,67,1,3,0,0,242446,79810,373478,509054,359637,204959,211522,81090,235133,7,1
412328.9061,2022,발달상권,2120187,신논현역,3,4,33,5512,3959,13076,62,2,347,225,71,46,10,114,3146024,487422,440628,470739,471830,474415,492274,434748,361390,154,3,7,0,0,382392,234119,847694,822851,572974,334990,333398,27997,724775,3,1
958326.4829,2022,발달상권,2120199,경복아파트교차로,3,4,7,996,641,3830,18,0,111,58,16,2,0,147,528757,93078,78229,83235,83463,83137,80404,61247,59040,10,0,1,0,0,112742,35216,102997,147742,112535,65959,64307,25152,0,4,0
450238.2717,2022,발달상권,2120206,개나리아파트,3,4,11,4039,2082,5280,54,5,191,181,83,59,17,334,1130116,191271,168799,176408,177170,175648,171189,132146,128754,45,2,4,0,0,148412,157320,182455,242780,245943,146473,155147,65924,0,8,0
336739.4217,2022,발달상권,2120222,삼성역,3,4,29,746,508,43324,8,0,2,3,4,9,28,53,1058020,238571,160543,183430,182770,182018,169966,95100,84196,88,3,15,1,0,356336,123101,198995,285792,223984,124553,101597,319444,1235045,12,1
312184.5953,2022,발달상권,2120213,삼성중앙역,3,4,13,4094,2304,8472,89,7,401,251,118,44,34,222,1700148,281519,247083,264820,266795,268909,260049,202762,189731,41,2,3,0,0,228925,149852,290544,431303,381074,228258,219116,34195,144855,3,1
282710.7911,2022,발달상권,2120201,도곡1동,3,4,9,1880,1108,11559,48,1,195,147,111,35,59,48,967239,151273,144475,147679,147910,146871,144200,119002,117103,36,0,5,0,0,169293,148297,152603,194530,194238,129406,148168,112764,0,6,0
310640.6252,2022,발달상권,2120185,논현역,3,4,23,3768,2428,12764,53,3,259,407,162,59,24,77,2566547,404475,376337,401058,401155,400148,401357,312942,273550,105,1,7,0,0,321182,147346,564376,654857,516650,326505,356814,39784,323249,3,1
386933.0966,2022,발달상권,2120207,선정릉역,3,4,18,6763,3891,12151,180,9,582,558,227,219,81,219,1697174,268159,252217,265975,266072,265084,256333,201266,190227,72,4,4,0,0,323475,195024,295403,418611,347352,211915,228870,94704,367911,10,1
819457.913,2022,발달상권,2120224,수서역,3,4,12,594,437,12418,0,0,0,0,0,0,0,0,194441,32243,30019,30919,30725,30908,30068,22125,19678,40,0,3,0,0,60183,22578,20088,31352,33055,27591,59779,107464,844739,6,1
168371.221,2022,발달상권,2120202,압구정로데오역(압구정로데오),3,4,18,1843,793,11735,15,0,10,3,4,0,26,534,2211624,407389,289234,322576,328733,332862,353598,331540,253081,77,1,4,2,0,265701,187405,539894,542444,407156,252699,282025,143782,518545,3,1
621634.0658,2022,발달상권,2120197,역삼역,3,4,58,6012,4306,58694,97,5,705,417,168,134,85,63,3703285,738391,570089,648535,642890,644546,590247,326496,280482,172,2,25,0,0,562806,119916,878383,1133906,790610,422238,358232,196242,964570,7,1
525622.4606,2022,발달상권,2120193,도산공원교차로,3,4,8,1184,596,6384,32,0,38,73,32,27,23,114,648504,128442,92974,105314,106040,106161,103928,74568,59520,19,0,4,0,0,185023,43848,126409,174175,145971,82498,75603,50883,0,3,0
467322.6313,2022,발달상권,2120219,은마아파트,3,4,13,1039,418,17161,14,0,2,17,21,20,5,119,1041012,140974,138196,142300,138615,141597,144958,176268,159079,57,0,6,0,0,149660,435456,100983,85563,173987,128169,116854,185617,0,6,0
344747.0054,2022,발달상권,2120217,대치사거리,3,4,6,3789,2015,2779,102,18,265,227,248,99,49,73,1123061,171653,160660,165680,167374,164894,163773,155821,144859,11,0,2,0,0,159410,325147,150982,163846,211000,147313,124773,52731,0,5,0
147503.6739,2022,발달상권,2120195,성수대교남단,3,4,9,444,224,5611,9,3,24,22,20,5,22,26,1125262,205770,150707,165507,167681,170214,178867,162968,129320,51,0,8,0,0,126829,115881,258311,262516,208880,129662,150013,61819,0,2,0
335778.8756,2022,발달상권,2120205,매봉역,3,4,9,1116,592,13950,24,19,72,14,40,61,30,18,575178,103286,84555,92052,92194,92213,89557,65218,59388,23,1,1,0,0,122443,58578,88599,118819,110897,92630,105655,39812,0,5,0
287581.4864,2022,전통시장,2130310,강남개포시장,3,4,4,112,83,298,0,0,0,0,0,0,0,0,211859,37800,29824,30279,30862,30706,31362,30257,28566,30,0,3,0,0,25363,48064,22368,22914,36559,32639,49312,31893,102732,2,1
411934.9287,2022,발달상권,2120215,포스코사거리,3,4,32,3513,2227,61656,29,0,132,602,98,158,114,288,3143968,603709,477105,528033,529420,530418,497234,305266,276491,92,0,17,0,0,318625,317528,543184,839058,725471,407370,311357,109204,0,7,0
487987.2707,2022,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",3,4,10,1374,671,8984,20,12,39,78,9,9,57,251,602837,102705,88657,93488,93329,93326,91022,75907,67106,75,4,5,0,0,134148,108668,74852,106794,123042,85008,104473,75740,0,4,0
621862.087,2022,발달상권,2120208,청담사거리(청담동명품거리),3,4,15,3265,1913,10577,45,0,25,134,69,226,35,240,1525722,249634,205604,227886,230966,230907,234893,212323,183143,93,5,7,0,0,331336,154726,266020,347539,307708,210476,239252,186073,0,8,0
554230.6165,2022,발달상권,2120196,서울세관,3,4,7,1346,899,9687,25,0,13,20,10,26,21,41,827990,142682,122510,133852,133830,133973,129455,92404,81967,36,4,5,0,0,185479,64107,152821,217808,182566,104716,105973,44726,0,7,0
461234.2674,2022,발달상권,2120214,영동대교남단교차로,3,4,5,761,321,3990,8,0,0,16,0,0,0,212,257856,46540,37201,40353,40556,40319,40088,32317,27025,11,0,1,0,0,89135,22871,35261,60136,53816,40037,45736,29501,0,2,0
572088.3135,2022,발달상권,2120192,뱅뱅사거리,3,4,26,6735,4796,27462,47,9,360,567,59,86,37,314,1697408,294102,258726,277945,276804,277621,264824,175931,165556,87,2,13,0,1,317599,129040,340870,454116,366245,211507,195631,50521,0,3,0
432383.001,2022,발달상권,2120191,학동역,3,4,21,4394,2961,13862,84,8,477,648,67,27,23,161,1861861,319099,275753,296012,296019,295882,286516,214625,197054,65,4,6,0,0,366286,117019,402881,493600,385409,224678,238275,107081,401817,6,1
177610.427,2022,발달상권,2120216,경기고교사거리(경기고교앞사거리),3,4,7,218,151,4934,1,0,0,0,0,0,0,12,196076,38709,28434,30903,31171,30936,30429,24443,19760,31,0,4,0,0,71694,20758,26529,43713,40331,28949,35796,80680,0,5,0
229822.6467,2022,발달상권,2120221,봉은사역,3,4,10,693,489,19513,7,0,5,42,7,6,18,99,373978,74609,55513,60198,60778,61165,58001,41033,37289,33,2,6,0,0,124925,44948,57281,86119,80619,51991,53018,134929,518873,6,1
310946.5085,2022,발달상권,2120218,코엑스,3,4,9,28,17,290,0,0,0,0,0,0,0,0,52142,12397,6872,7652,8108,8420,8372,6795,5923,22,0,6,0,0,145396,3836,10757,14139,11775,6716,4917,65676,0,3,0
286526.8659,2022,발달상권,2120204,르네상스호텔사거리,3,4,12,1595,1127,41471,20,2,237,350,46,196,64,11,1439261,266926,217167,242247,240884,242349,228202,143485,124928,30,1,7,0,1,160960,94939,281454,394382,311252,187226,170007,73206,0,3,0
149300.2033,2022,발달상권,2120212,한티역,3,4,10,1481,682,713,20,0,26,71,37,24,8,113,1040306,162635,141421,146066,147419,147122,149958,161498,146822,58,1,6,1,0,112734,376860,99048,96706,209632,136879,121179,119748,416398,4,1
287863.1196,2022,발달상권,2120211,도성초등학교,3,4,6,1638,726,984,23,0,58,51,24,61,42,102,1031405,173321,146318,150024,150968,150765,152098,147832,133401,27,0,1,0,0,72437,346005,122238,127371,195934,126080,113776,31434,0,4,0
508827.5089,2022,관광특구,1001496,강남 마이스 관광특구,3,4,11,29,18,15904,0,0,0,0,0,0,0,0,112658,26597,15275,17149,17951,18478,18144,13757,11903,34,1,8,1,0,237891,8418,23312,31050,25243,14171,10465,131825,0,5,0
419813.6617,2022,발달상권,2120200,학동사거리,3,4,16,976,565,9363,13,4,29,24,9,10,2,79,1260738,256727,164690,192806,195843,197330,201482,176409,132179,78,1,4,0,0,266597,77841,294661,352869,253774,148817,132776,124948,0,4,0
328749.8641,2022,발달상권,2120203,강남구청역,3,4,18,1522,920,7726,25,0,67,58,64,18,5,120,1656554,290098,245492,267608,268074,268050,258238,185281,163810,88,2,5,0,0,173251,157174,318240,412645,347875,217126,203493,103813,577545,6,1
108699.8587,2022,발달상권,2120223,휘문고교사거리,3,4,3,309,111,9166,9,0,0,9,13,11,10,40,231195,51201,35236,39542,38727,39207,36801,21780,19900,9,0,0,0,0,133569,39439,35266,55022,49344,28403,23721,66226,0,5,0
458227.3228,2022,발달상권,2120220,대치역,3,4,10,831,255,5578,3,0,0,0,0,0,0,212,492362,74760,68579,69419,66694,69560,70612,77582,69916,72,1,8,0,0,163253,187687,39990,38216,90955,61874,73639,109012,288853,5,1
560624.3272,2022,발달상권,2120210,선릉역,3,4,39,4780,3339,48780,93,19,556,843,113,106,55,3,5003720,903846,737877,814711,816649,818883,786553,553938,475110,150,1,11,0,0,360433,605577,886764,1206099,1019901,665053,620327,163279,1421796,6,1
316498.1311,2022,발달상권,2120188,압구정역,3,4,16,1129,598,8579,20,1,53,30,14,8,17,98,1934870,375196,272225,297457,292505,295484,305916,259018,212265,213,0,14,1,0,251745,283918,318826,398944,381202,258417,293564,239514,900715,6,1
252058.4058,2022,발달상권,2120186,가로수길,3,4,15,3152,1777,6518,62,0,154,140,109,74,49,97,2278365,390235,314195,338030,340729,343466,355283,319185,267477,42,2,4,0,0,256687,232015,551031,549677,414588,249909,281144,100058,0,2,0
302209.3015,2022,발달상권,2120198,구역삼세무서,3,4,19,7376,5072,11531,140,31,745,693,171,109,105,130,1933062,294373,287395,307553,305851,303590,289938,219934,218803,33,2,3,0,0,291469,105091,436178,542157,385315,230646,233678,70337,0,7,0
120587.3208,2020,발달상권,2120185,논현역,4,1,52,3692,2342,12764,52,6,305,363,153,42,33,58,3095291,495919,468291,485397,473087,482062,476608,376010,333836,164,1,11,0,17,321182,190548,692947,804007,571729,360870,475188,52862,401962,3,1
146077.1469,2020,발달상권,2120186,가로수길,4,1,30,3386,1870,6518,60,0,228,140,83,43,50,63,2200107,393862,319598,330172,327690,333065,336917,294448,258219,93,3,4,0,12,256687,226233,542769,496701,360498,227888,346018,135476,0,2,0
151014.1766,2020,발달상권,2120187,신논현역,4,1,80,4994,3515,13076,59,6,382,176,64,11,73,41,3494446,589911,507889,530669,523589,534676,539117,466335,392172,216,3,6,0,37,382392,262820,1042181,883523,567520,343592,394812,30089,783789,3,1
105196.6968,2020,발달상권,2120188,압구정역,4,1,42,1137,583,8579,20,3,56,37,13,14,48,50,1750543,368729,264138,280131,267553,274690,274575,216307,173149,359,1,16,1,7,251745,233462,314391,366794,324388,216306,295201,245620,848214,6,1
194592.1638,2020,발달상권,2120190,강남을지병원,4,1,33,2273,1327,11703,48,5,226,191,43,47,33,2,1667538,307201,253215,270923,260746,267364,260767,191873,162648,115,0,4,0,10,295195,104002,368221,452438,336448,181153,225276,126025,0,6,0
136104.1815,2020,발달상권,2120191,학동역,4,1,54,4551,3003,13862,80,24,327,510,52,38,13,150,1777614,292896,270123,281828,276794,280160,270850,207745,190112,77,4,7,0,4,366286,120736,407301,488328,316001,185077,260172,116913,399819,6,1
172259.2898,2020,발달상권,2120192,뱅뱅사거리,4,1,65,6563,4491,27462,46,13,413,511,102,46,147,175,2031367,348099,319631,334114,326682,333731,314849,210105,192257,112,1,18,0,19,317599,136092,421294,556790,421310,246615,249267,56859,0,3,0
149352.2812,2020,발달상권,2120193,도산공원교차로,4,1,22,1196,602,6384,32,0,75,50,39,26,49,68,679638,134736,104239,113429,109074,112083,107999,72764,60051,48,1,5,0,1,185023,46893,136377,186190,140362,76504,93312,51238,0,3,0
116919.0164,2020,발달상권,2120194,언주역(차병원),4,1,49,2556,1687,12628,60,8,410,314,72,26,36,66,1774341,300458,270553,284587,278149,281249,274062,202174,183569,95,1,3,0,15,242446,92746,399931,499529,347939,195105,239092,78362,199245,8,1
145337.5226,2020,발달상권,2120195,성수대교남단,4,1,9,455,237,5611,8,6,26,12,18,24,23,1,1040655,200162,149692,161390,157070,161687,162801,137017,110997,92,0,10,0,4,126829,104344,221738,243886,184167,115862,170657,91633,0,3,0
130408.4249,2020,발달상권,2120196,서울세관,4,1,15,1385,903,9687,26,0,23,28,11,29,6,32,760098,132542,115919,124428,121023,122702,118727,82619,74683,51,4,7,0,3,185479,56841,154330,205766,150565,85218,107378,48086,0,7,0
236874.096,2020,발달상권,2120197,역삼역,4,1,145,5436,3697,58694,100,12,790,427,188,113,21,37,3778178,740752,614020,656692,630741,644035,606300,338099,288291,254,8,25,0,46,562806,142490,920002,1127977,731106,431768,424835,192628,1036523,7,1
104158.0772,2020,발달상권,2120198,구역삼세무서,4,1,42,7479,5101,11531,137,51,840,608,173,167,48,49,2263267,348455,348026,358407,348909,353428,339412,258232,256854,78,1,3,0,34,291469,154882,547337,616973,401411,245937,296726,68949,0,7,0
222790.9788,2020,발달상권,2120199,경복아파트교차로,4,1,15,737,485,3830,17,4,139,35,8,1,2,46,529854,83737,79280,83176,82015,82504,80287,63109,59480,19,0,2,0,6,112742,33738,107963,154602,102308,59469,71772,21022,0,4,0
175671.8202,2020,발달상권,2120200,학동사거리,4,1,36,1013,568,9363,14,10,50,19,12,6,2,77,1193058,230771,165449,185873,182795,188869,188375,159394,122302,136,0,6,0,4,266597,81691,290551,332279,210554,126127,151856,135971,0,4,0
133882.4835,2020,발달상권,2120201,도곡1동,4,1,15,1873,1076,11559,43,31,171,102,88,94,31,0,992319,155682,148062,150231,149039,149346,146715,125334,123589,46,0,6,0,10,169293,144649,159723,198393,183031,129779,176744,111946,0,6,0
71138.43529,2020,발달상권,2120202,압구정로데오역(압구정로데오),4,1,36,1880,789,11735,13,0,2,16,0,48,33,457,2301912,450951,328540,356847,347487,358037,361815,306797,242387,146,1,5,2,5,265701,208942,523020,556947,403683,256701,352617,163080,422454,3,1
113574.1224,2020,발달상권,2120203,강남구청역,4,1,36,1552,906,7726,24,4,79,84,22,3,6,118,2183923,374710,328479,346337,340935,344905,334184,255341,233744,111,2,7,0,10,173251,226489,421455,525887,422071,253421,334601,107957,544235,6,1
152536.022,2020,발달상권,2120204,르네상스호텔사거리,4,1,24,1580,1096,41471,21,2,242,359,135,129,38,290,1323766,253605,213176,226425,217703,222640,210778,127520,105524,47,7,8,0,3,160960,78308,266097,362094,271201,171186,174879,60112,0,3,0
103185.3319,2020,발달상권,2120205,매봉역,4,1,25,1102,573,13950,23,37,59,28,57,39,27,5,563795,98447,86397,89909,87540,89243,86191,63833,60685,33,0,1,0,6,122443,47469,95118,114149,105764,88909,112387,31943,0,6,0
125453.6619,2020,발달상권,2120206,개나리아파트,4,1,30,4051,2075,5280,50,10,243,135,64,42,55,282,1257192,193210,191306,195485,192925,194336,188623,148994,145521,45,2,4,0,5,148412,169131,208452,274795,251482,156406,196925,62095,0,8,0
143941.1453,2020,발달상권,2120207,선정릉역,4,1,45,6835,3858,12151,179,49,777,501,246,96,53,440,1757784,268479,263461,272178,268019,271081,263727,214286,205032,83,5,5,0,3,323475,210726,315715,421555,352215,194319,263253,99702,325310,11,1
126651.6879,2020,발달상권,2120208,청담사거리(청담동명품거리),4,1,47,3296,1887,10577,46,0,58,138,241,64,31,204,1585022,265929,224462,241117,239322,244180,244410,209925,181605,148,3,9,0,7,331336,146559,309131,369156,288764,204162,267251,199467,0,8,0
181441.8721,2020,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",4,1,22,1348,629,8984,19,21,30,31,11,43,62,170,637037,114011,94671,98544,96754,98654,96223,80402,71790,79,2,4,0,0,134148,98461,84692,118732,124583,84143,126428,40813,0,3,0
156712.9226,2020,발달상권,2120210,선릉역,4,1,95,4534,3089,48780,93,30,745,692,112,101,5,141,4840329,879787,756466,803896,776105,793660,761234,513399,435570,181,1,13,0,15,360433,451935,932754,1212705,965654,627779,649500,171989,1495956,6,1
142716.8071,2020,발달상권,2120211,도성초등학교,4,1,9,1620,699,984,22,3,68,51,66,38,22,74,870787,157357,125863,127308,128642,128801,125893,122034,112246,31,0,1,0,4,72437,241041,105069,124035,171231,101620,127792,33273,0,4,0
99539.67347,2020,발달상권,2120212,한티역,4,1,21,1554,713,713,20,0,54,53,47,14,52,59,1227786,207142,171015,175964,175133,176276,174056,181921,173420,75,1,7,1,6,112734,394515,123560,130945,253791,159227,165747,116705,341247,4,1
105947.3782,2020,발달상권,2120213,삼성중앙역,4,1,34,4240,2354,8472,85,29,481,195,75,38,32,266,1807691,286671,274356,287448,280764,283568,274256,209677,197623,51,2,2,0,11,228925,155433,324752,452021,389747,223264,262476,33041,120531,3,1
140162.732,2020,발달상권,2120214,영동대교남단교차로,4,1,18,744,303,3990,7,0,0,16,0,0,0,200,298963,56993,45610,48025,46737,47324,46505,35430,29331,21,0,2,0,1,89135,26793,43056,68952,56659,45985,57517,18454,0,1,0
134090.8802,2020,발달상권,2120215,포스코사거리,4,1,69,3112,1894,61656,26,0,291,474,131,195,12,273,3063771,581385,495075,520938,499455,512911,485307,288101,261983,138,1,21,0,17,318625,263345,581905,828660,689115,375967,324780,110255,0,7,0
83466.29749,2020,발달상권,2120216,경기고교사거리(경기고교앞사거리),4,1,14,227,152,4934,1,0,0,0,0,0,0,12,219021,42596,33390,35093,34012,34456,33758,26346,21968,31,0,3,0,1,71694,20860,30882,47343,40906,33001,46030,107216,0,6,0
129021.3785,2020,발달상권,2120217,대치사거리,4,1,18,3938,2041,2779,99,31,314,265,213,65,19,47,1365664,224848,205858,210808,206155,209145,203425,166359,163916,35,0,3,0,18,159410,343219,191030,239406,266310,167941,157759,54045,0,5,0
102515.8695,2020,발달상권,2120218,코엑스,4,1,24,19,11,290,0,0,0,0,0,0,0,0,42253,10392,6383,6678,6547,6704,6590,4938,4415,32,3,7,0,0,145396,2569,9852,11689,8756,4940,4446,80521,0,3,0
158475.9606,2020,발달상권,2120219,은마아파트,4,1,36,1115,446,17161,18,0,13,24,37,19,48,71,899821,161648,125440,127549,126563,127573,125551,135511,131631,62,0,6,0,1,149660,360717,86295,76180,163469,108110,105049,210251,0,7,0
301416.6772,2020,발달상권,2120220,대치역,4,1,24,845,264,5578,2,0,0,0,0,0,0,212,573526,104698,81511,83288,81587,83197,82680,84315,76950,82,1,8,0,0,163253,209809,50365,47902,107319,72244,85888,130586,276704,5,1
109525.8938,2020,발달상권,2120221,봉은사역,4,1,18,659,451,19513,7,0,5,42,23,31,1,75,555076,104142,88831,91941,88471,90722,85914,57669,51528,48,3,6,0,7,124925,51461,95660,132378,115165,74626,85785,138341,376983,6,1
108054.0332,2020,발달상권,2120222,삼성역,4,1,55,596,375,43324,8,0,3,24,31,7,31,3,1146421,252017,190876,202506,193183,198107,185746,95112,80890,107,4,15,1,8,356336,88728,240106,320709,238755,133555,124569,365979,1200206,13,1
77247.01282,2020,발달상권,2120223,휘문고교사거리,4,1,6,332,111,9166,9,0,3,20,23,3,0,34,214634,45076,34878,36538,34965,35883,33969,19804,18596,21,0,0,0,0,133569,29270,37406,52636,45491,24991,24842,71795,0,5,0
287165.6895,2020,발달상권,2120224,수서역,4,1,27,633,434,12418,0,0,0,0,0,0,0,0,200012,32976,30890,31034,30471,30970,30356,24138,22151,42,0,4,0,0,60183,17057,21918,36393,32066,27969,64607,44302,717325,4,1
55862.44322,2020,전통시장,2130303,영동전통시장,4,1,3,1169,724,242,18,13,104,77,9,10,0,2,449823,65479,65742,68404,67572,69182,70109,58457,50359,7,0,0,0,3,39097,25212,108575,114704,77126,50542,73664,0,0,0,0
89832.85836,2020,전통시장,2130310,강남개포시장,4,1,9,108,83,298,0,0,0,0,0,0,0,0,192912,42247,27391,27202,27895,27535,27932,28164,26794,26,0,3,0,3,25363,41111,21113,20286,34426,30264,45713,34259,80158,2,1
368302.1374,2020,관광특구,1001496,강남 마이스 관광특구,4,1,12,24,13,15904,0,0,0,0,0,0,0,0,97812,23513,15159,15960,15520,15893,15433,10578,9269,52,4,10,1,0,237891,5940,22545,27379,20279,11387,10283,157492,0,5,0
139588.7518,2020,발달상권,2120185,논현역,4,2,51,3692,2342,12764,52,6,305,363,153,42,33,58,3028997,480763,462128,462424,466963,466451,464487,376152,330392,164,1,11,0,17,321182,191220,670867,786311,570246,357722,452632,52600,380456,3,1
179962.2434,2020,발달상권,2120186,가로수길,4,2,27,3386,1870,6518,60,0,228,140,83,43,50,63,2278717,408022,329692,335708,341089,341708,349902,312728,267892,93,3,4,0,12,256687,250504,554530,515824,377620,239496,340745,135106,0,2,0
160820.5942,2020,발달상권,2120187,신논현역,4,2,79,4994,3515,13076,59,6,382,176,64,11,73,41,3260348,543492,480810,485731,489641,490372,505023,440644,368127,216,3,6,0,37,382392,224892,935355,845600,551235,334817,368451,28862,704144,3,1
118292.4712,2020,발달상권,2120188,압구정역,4,2,42,1137,583,8579,20,3,56,37,13,14,48,50,1660566,344013,254865,257129,256859,255906,264352,211100,160354,359,1,16,1,7,251745,224888,298888,345637,314382,206534,270237,248433,758013,6,1
213475.0663,2020,발달상권,2120190,강남을지병원,4,2,33,2273,1327,11703,48,5,226,191,43,47,33,2,1471786,270733,227867,231093,233573,233564,231675,171069,142944,115,0,4,0,10,295195,97892,324691,399562,298782,158147,192710,123459,0,6,0
145585.1913,2020,발달상권,2120191,학동역,4,2,52,4551,3003,13862,80,24,327,510,52,38,13,150,1791444,303732,279556,280111,282827,279314,275979,208351,185307,77,4,7,0,4,366286,124425,399975,484917,332732,195299,254096,116675,378666,6,1
181598.4078,2020,발달상권,2120192,뱅뱅사거리,4,2,66,6563,4491,27462,46,13,413,511,102,46,147,175,1790853,304529,288247,287168,287651,287472,280573,188806,170935,112,1,18,0,19,317599,127700,364389,488258,373163,218469,218874,59888,0,3,0
172082.3579,2020,발달상권,2120193,도산공원교차로,4,2,21,1196,602,6384,32,0,75,50,39,26,49,68,631089,122982,97573,100300,101969,102652,101278,71194,56125,48,1,5,0,1,185023,42012,129470,173460,129148,71755,85245,50268,0,3,0
130486.2396,2020,발달상권,2120194,언주역(차병원),4,2,50,2556,1687,12628,60,8,410,314,72,26,36,66,1737586,297096,271696,271942,275619,274060,269250,198571,176445,95,1,3,0,15,242446,90548,384168,491596,350772,192065,228439,77754,186419,8,1
121054.1062,2020,발달상권,2120195,성수대교남단,4,2,12,455,237,5611,8,6,26,12,18,24,23,1,1032391,198995,147384,155683,156485,158832,162865,141580,109564,92,0,10,0,4,126829,103065,234562,244483,182883,113444,153956,93357,0,3,0
132539.0093,2020,발달상권,2120196,서울세관,4,2,19,1385,903,9687,26,0,23,28,11,29,6,32,781786,137479,122796,124640,125931,125574,123801,84705,74339,51,4,7,0,3,185479,59274,157055,212853,157419,87324,107859,46684,0,7,0
242652.079,2020,발달상권,2120197,역삼역,4,2,146,5436,3697,58694,100,12,790,427,188,113,21,37,3522285,692846,588106,588542,590814,588836,567712,325655,272618,254,8,25,0,46,562806,142851,850013,1044156,683814,410677,390773,188632,954370,7,1
126350.1192,2020,발달상권,2120198,구역삼세무서,4,2,40,7479,5101,11531,137,51,840,608,173,167,48,49,2181186,333807,339243,337045,338547,337337,327717,252001,249298,78,1,3,0,34,291469,150463,519282,599226,393331,237777,281108,66909,0,7,0
280079.0862,2020,발달상권,2120199,경복아파트교차로,4,2,13,737,485,3830,17,4,139,35,8,1,2,46,537700,86008,81703,83201,82852,82786,81797,65175,60187,19,0,2,0,6,112742,36288,107306,153899,106020,61845,72342,21023,0,4,0
