매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대,분기,총 상주인구 수,총 가구 수,총_직장인구_수,시간대_생활인구_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,지하철역_수,평일_생활인구_평균,주말_생활인구_평균,상권내_총_아파트_세대_수,배후지_총_아파트_세대_수,면적당_버스정류장_수,면적당_점포_수,면적당_집객시설_수,직장인구/상주인구,점포수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,버스정류장_수
109509.4652,2020,골목상권,2110963,역삼월드메르디앙아파트,5,2,1724,847,780,56689,0,0,0,1,40391,0,0,0,62226.4,55935.0,543.0,2869.211399,0.0,0.742739719,0.247579906,0.452436195,,,,,,,,,,,,,,,,,,,,,,,,,
220693.7234,2020,골목상권,2110965,언주역 6번,5,2,2309,1512,1139,139799,0,0,0,2,65107,0,0,0,127942.4,98625.5,694.0,2868.984454,0.0,0.921559894,0.307186631,0.493287137,,,,,,,,,,,,,,,,,,,,,,,,,
185917.4066,2020,골목상권,2110966,논현2동주민센터,5,2,2887,1539,1637,330244,0,0,0,2,93544,0,0,0,268883.2,189737.0,843.0,2868.955048,0.0,0.42760626,0.962114085,0.567024593,,,,,,,,,,,,,,,,,,,,,,,,,
318135.0855,2020,골목상권,2110967,역삼역 8번,5,2,1307,877,377,104788,0,0,0,3,68671,0,0,0,99930.2,71507.5,379.0,2869.102845,0.0,1.310596904,1.019353148,0.288446825,,,,,,,,,,,,,,,,,,,,,,,,,
502593.9011,2020,골목상권,2110971,선정릉역 4번,5,2,3836,2425,1542,128720,1,1,0,4,133221,0,0,0,129777.4,105131.5,1637.0,2869.28541,0.0,0.675569167,0.525442685,0.40198123,,,,,,,,,,,,,,,,,,,,,,,,,
186996.4615,2020,골목상권,2110972,강남세브란스병원미래의학연구센터,5,2,1995,1013,2628,29580,0,0,0,0,46603,0,0,0,33722.4,30993.0,630.0,2868.639141,0.0,0.643735382,0.429156921,1.317293233,,,,,,,,,,,,,,,,,,,,,,,,,
213883.2912,2020,골목상권,2110974,언주중학교,5,2,1479,770,292,109892,0,0,0,0,35150,0,0,0,105949.0,95156.5,535.0,2868.384195,0.0,1.706970128,0.568990043,0.197430696,,,,,,,,,,,,,,,,,,,,,,,,,
513341.0714,2020,골목상권,2110975,매봉역 1번,5,2,944,361,10837,53845,0,0,0,0,52363,87447,514015,1,40955.8,39348.0,250.0,2868.129555,0.572923629,1.145847259,2.100719974,11.47987288,,,,,,,,,,,,,,,,,,,,,,,,,
179192.9524,2020,골목상권,2110976,언북초등학교,5,2,2011,1046,578,134746,0,0,0,0,55724,0,0,0,118187.8,105511.0,476.0,2868.481179,0.0,1.076735338,0.358911779,0.287419194,,,,,,,,,,,,,,,,,,,,,,,,,
102951.3065,2020,골목상권,2110977,논현로18길,5,2,707,335,148,22181,0,0,0,0,17287,0,0,0,20432.0,17445.0,108.0,2868.489951,0.0,5.20622433,0.0,0.209335219,,,,,,,,,,,,,,,,,,,,,,,,,
144563.2674,2020,골목상권,2110980,개포지구대옆,5,2,2707,1114,663,80789,0,0,0,0,85827,0,0,0,77960.2,67762.5,679.0,2868.880923,0.0,0.349540354,0.233026903,0.244920576,,,,,,,,,,,,,,,,,,,,,,,,,
274157.6777,2020,골목상권,2110981,국악고교사거리,5,2,2105,876,361,81883,0,0,0,0,67409,21131,0,0,76077.0,72953.5,543.0,2869.12383,0.593392574,1.335133291,1.038437004,0.171496437,,,,,,,,,,,,,,,,,,,,,,,,,
867282.1905,2020,골목상권,2110983,국립국악고등학교,5,2,2836,1257,783,63170,1,0,0,0,56041,0,0,0,61956.4,58735.5,602.0,2869.044257,0.0,0.535322353,0.713763138,0.276093089,,,,,,,,,,,,,,,,,,,,,,,,,
218679.9762,2020,골목상권,2110984,포이초등학교(개포목련어린이공원),5,2,4522,1948,1556,108491,0,0,0,1,137097,3450,0,0,135608.4,131667.5,1079.0,2869.294581,0.072941056,0.875292676,1.021174789,0.344095533,,,,,,,,,,,,,,,,,,,,,,,,,
355071.0403,2020,골목상권,2110985,청담근린공원,5,2,980,472,1338,51687,0,0,0,0,43265,0,0,0,47333.2,41525.0,239.0,2869.357584,0.0,0.693401133,0.231133711,1.365306122,,,,,,,,,,,,,,,,,,,,,,,,,
228672.9267,2020,골목상권,2110988,청담역 3번,5,2,1340,480,1594,34543,0,0,0,0,79185,0,901166,1,27747.0,26977.0,345.0,2869.651728,0.0,0.378859633,0.631432721,1.189552239,,,,,,,,,,,,,,,,,,,,,,,,,
167700.5824,2020,골목상권,2110989,대치동아우편취급국,5,2,1575,908,444,102960,2,0,0,3,40587,0,0,0,88693.0,71351.0,671.0,2870.029699,0.0,2.217458792,1.724690172,0.281904762,,,,,,,,,,,,,,,,,,,,,,,,,
197148.6917,2020,골목상권,2110992,도곡초등학교,5,2,8040,3724,2179,327201,2,0,0,1,138866,0,0,0,251094.8,279559.0,1927.0,2869.414358,0.0,1.296213616,0.57609494,0.2710199,,,,,,,,,,,,,,,,,,,,,,,,,
80492.63553,2020,골목상권,2110994,개포고등학교,5,2,1706,744,494,82072,1,0,0,4,61589,0,0,0,88556.2,86335.0,321.0,2867.977206,0.0,0.974199938,2.760233159,0.289566237,,,,,,,,,,,,,,,,,,,,,,,,,
213059.3516,2020,골목상권,2110995,봉은사역 4번,5,2,2888,1115,5085,91920,0,0,0,0,122756,7945,0,0,85648.2,86189.5,893.0,2868.210353,0.081462413,0.24438724,0.570236893,1.760734072,,,,,,,,,,,,,,,,,,,,,,,,,
170459.8755,2020,골목상권,2110996,대치2동주민센터,5,2,1545,729,1959,141555,1,0,0,0,112840,17239,0,0,106971.2,102566.0,727.0,2867.868666,0.088621056,0.265863169,0.354484225,1.267961165,,,,,,,,,,,,,,,,,,,,,,,,,
388504.1581,2020,골목상권,2110997,대청초등학교,5,2,7401,3439,1724,342574,0,2,0,6,236963,154620,0,0,387679.2,372152.5,739.0,2867.05032,0.548608855,0.970615666,2.152234737,0.232941494,,,,,,,,,,,,,,,,,,,,,,,,,
420216.8974,2020,골목상권,2110999,윗방죽마을공원,5,2,3125,2339,268,14260,0,1,0,0,239796,56010,0,0,12023.4,13420.0,17.0,2866.836375,0.166808454,0.250212681,0.166808454,0.08576,,,,,,,,,,,,,,,,,,,,,,,,,
31215.42857,2020,골목상권,2111000,대왕초등학교(세곡동사거리서남측),5,2,458,199,39,16277,0,0,0,0,52892,3700,0,0,9000.4,8607.0,0.0,2867.073548,0.189064509,0.567193526,0.945322544,0.085152838,,,,,,,,,,,,,,,,,,,,,,,,,
75346.7033,2020,골목상권,2111002,한국교통안전공단 강남자동차검사소,5,2,317,0,317,90,0,0,0,0,59240,3609,0,0,30.0,102.0,0.0,2867.876355,0.168804862,0.506414585,0.506414585,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
374707.8714,2020,골목상권,2110949,한남IC,5,3,618,300,1683,71133,0,0,0,0,62126,0,0,0,53751.8,45365.0,112.0,2867.876355,0.0,0.965779223,0.321926408,2.723300971,,,,,,,,,,,,,,,,,,,,,,,,,
220039.9891,2020,골목상권,2110951,신사은행나무공원,5,3,1039,580,273,105575,0,0,0,1,29000,0,0,0,88243.0,72550.0,161.0,2868.072631,0.0,1.034482759,0.689655172,0.262752647,,,,,,,,,,,,,,,,,,,,,,,,,
191751.7029,2020,골목상권,2110952,논현목련공원,5,3,879,583,117,31817,0,0,0,0,21629,0,0,0,31289.2,31007.0,257.0,2868.780824,0.0,1.387026677,0.924684451,0.133105802,,,,,,,,,,,,,,,,,,,,,,,,,
154326.2899,2020,골목상권,2110954,국기원,5,3,497,335,636,133078,0,0,0,2,39798,0,0,0,68773.2,63416.0,34.0,2869.028081,0.0,0.753806724,0.753806724,1.279678068,,,,,,,,,,,,,,,,,,,,,,,,,
353845.6177,2020,골목상권,2110955,논현초등학교,5,3,7080,4369,3430,442694,0,0,0,2,190912,0,0,0,412457.8,380383.0,1958.0,2869.892583,0.0,1.519024472,0.523801542,0.484463277,,,,,,,,,,,,,,,,,,,,,,,,,
348873.7699,2020,골목상권,2110957,언북중학교,5,3,1816,1116,1251,160058,0,0,0,3,94815,0,0,0,149910.0,98264.5,532.0,2869.015804,0.0,0.632811264,0.843748352,0.688876652,,,,,,,,,,,,,,,,,,,,,,,,,
223520.5,2020,골목상권,2110958,역삼역 4번,5,3,858,528,994,76264,0,0,0,2,73119,0,0,0,68305.8,41353.5,290.0,2869.658259,0.0,0.410290075,1.230870225,1.158508159,,,,,,,,,,,,,,,,,,,,,,,,,
128183.2536,2020,골목상권,2110959,신구중학교,5,3,365,166,271,24646,0,0,0,0,35959,0,0,0,18927.0,14121.5,82.0,2870.180977,0.0,0.83428349,2.224755972,0.742465753,,,,,,,,,,,,,,,,,,,,,,,,,
313963.9638,2020,골목상권,2110960,은광여고,5,3,719,417,1522,15563,0,0,0,1,25543,0,0,0,15853.8,13967.5,239.0,2871.034112,0.0,1.174490076,1.565986767,2.116828929,,,,,,,,,,,,,,,,,,,,,,,,,
296294.5978,2020,골목상권,2110961,언주역 3번,5,3,2169,1298,962,151501,1,0,0,1,63031,0,0,0,128248.2,97907.0,612.0,2871.387596,0.0,0.951912551,0.475956275,0.443522361,,,,,,,,,,,,,,,,,,,,,,,,,
136190.6848,2020,골목상권,2110963,역삼월드메르디앙아파트,5,3,1724,847,780,57961,0,0,0,1,40391,0,0,0,62460.8,56080.0,543.0,2871.282856,0.0,0.742739719,0.247579906,0.452436195,,,,,,,,,,,,,,,,,,,,,,,,,
245916.058,2020,골목상권,2110965,언주역 6번,5,3,2309,1512,1139,140477,0,0,0,2,65107,0,0,0,127219.6,99961.0,694.0,2871.056849,0.0,0.921559894,0.307186631,0.493287137,,,,,,,,,,,,,,,,,,,,,,,,,
193435.7745,2020,골목상권,2110966,논현2동주민센터,5,3,2887,1539,1637,330491,0,0,0,2,93544,0,0,0,267166.2,188422.0,843.0,2871.028301,0.0,0.42760626,0.962114085,0.567024593,,,,,,,,,,,,,,,,,,,,,,,,,
398789.0399,2020,골목상권,2110967,역삼역 8번,5,3,1307,877,377,105806,0,0,0,3,68671,0,0,0,98576.0,72275.5,379.0,2871.176884,0.0,1.310596904,1.019353148,0.288446825,,,,,,,,,,,,,,,,,,,,,,,,,
557741.0285,2020,골목상권,2110971,선정릉역 4번,5,3,3836,2425,1542,132760,1,1,0,4,133221,0,0,0,134334.8,111264.0,1637.0,2871.360221,0.0,0.600505926,0.525442685,0.40198123,,,,,,,,,,,,,,,,,,,,,,,,,
220864.3007,2020,골목상권,2110972,강남세브란스병원미래의학연구센터,5,3,1995,1013,2628,29456,0,0,0,0,46603,0,0,0,33369.8,30480.5,630.0,2870.715062,0.0,0.643735382,0.429156921,1.317293233,,,,,,,,,,,,,,,,,,,,,,,,,
204136.125,2020,골목상권,2110974,언주중학교,5,3,1479,770,292,116106,0,0,0,0,35150,0,0,0,109115.6,98755.0,535.0,2870.461068,0.0,1.706970128,0.568990043,0.197430696,,,,,,,,,,,,,,,,,,,,,,,,,
617999.2464,2020,골목상권,2110975,매봉역 1번,5,3,944,361,10837,54141,0,0,0,0,52363,87071,530931,1,41217.2,39490.5,250.0,2870.207379,0.572923629,1.145847259,2.100719974,11.47987288,,,,,,,,,,,,,,,,,,,,,,,,,
184627.6576,2020,골목상권,2110976,언북초등학교,5,3,2011,1046,578,147742,0,0,0,0,55724,0,0,0,126370.6,108895.0,476.0,2870.559708,0.0,1.076735338,0.358911779,0.287419194,,,,,,,,,,,,,,,,,,,,,,,,,
110837.5242,2020,골목상권,2110977,논현로18길,5,3,707,335,148,22001,0,0,0,0,17287,0,0,0,20058.6,17201.0,108.0,2870.569324,0.0,5.20622433,0.0,0.209335219,,,,,,,,,,,,,,,,,,,,,,,,,
155939.6522,2020,골목상권,2110980,개포지구대옆,5,3,2707,1114,663,79333,0,0,0,0,85827,0,0,0,77256.6,67897.5,679.0,2870.960985,0.0,0.349540354,0.233026903,0.244920576,,,,,,,,,,,,,,,,,,,,,,,,,
275462.0688,2020,골목상권,2110981,국악고교사거리,5,3,2105,876,361,81521,0,0,0,0,67409,22163,0,0,75033.6,72492.0,543.0,2871.204643,0.593392574,1.335133291,1.038437004,0.171496437,,,,,,,,,,,,,,,,,,,,,,,,,
73353.25,2020,골목상권,2110982,강남구보훈회관,5,3,837,409,166,33107,0,0,0,1,19865,0,0,0,30688.6,32057.0,844.0,2871.125951,0.0,0.503397936,0.503397936,0.19832736,,,,,,,,,,,,,,,,,,,,,,,,,
1295615.746,2020,골목상권,2110983,국립국악고등학교,5,3,2836,1257,783,61352,1,0,0,0,56041,0,0,0,60867.0,57733.0,602.0,2870.632941,0.0,0.535322353,0.713763138,0.276093089,,,,,,,,,,,,,,,,,,,,,,,,,
246401.1866,2020,골목상권,2110984,포이초등학교(개포목련어린이공원),5,3,4522,1948,1556,111633,0,0,0,1,137097,3387,0,0,136647.0,132774.0,1079.0,2870.883812,0.072941056,0.875292676,1.021174789,0.344095533,,,,,,,,,,,,,,,,,,,,,,,,,
362896.1848,2020,골목상권,2110985,청담근린공원,5,3,980,472,1338,50603,0,0,0,0,43265,0,0,0,45843.8,40910.5,239.0,2870.947438,0.0,0.693401133,0.231133711,1.365306122,,,,,,,,,,,,,,,,,,,,,,,,,
254730.0507,2020,골목상권,2110988,청담역 3번,5,3,1340,480,1594,32999,0,0,0,0,79185,0,888097,1,26772.6,26296.0,345.0,2871.24211,0.0,0.378859633,0.631432721,1.189552239,,,,,,,,,,,,,,,,,,,,,,,,,
193176.8563,2020,골목상권,2110989,대치동아우편취급국,5,3,1575,908,444,122188,2,0,0,3,40587,0,0,0,104013.0,83059.0,671.0,2871.620576,0.0,2.217458792,1.724690172,0.281904762,,,,,,,,,,,,,,,,,,,,,,,,,
222406.3702,2020,골목상권,2110992,도곡초등학교,5,3,8040,3724,2179,343961,2,0,0,1,138866,0,0,0,263059.2,288035.5,1927.0,2871.006136,0.0,1.296213616,0.57609494,0.2710199,,,,,,,,,,,,,,,,,,,,,,,,,
93840.71739,2020,골목상권,2110994,개포고등학교,5,3,1706,744,494,83138,1,0,0,4,61589,0,0,0,89081.8,85755.5,321.0,2869.57022,0.0,0.974199938,2.760233159,0.289566237,,,,,,,,,,,,,,,,,,,,,,,,,
240081.6087,2020,골목상권,2110995,봉은사역 4번,5,3,2888,1115,5085,84528,0,0,0,0,122756,7960,0,0,80714.2,80878.0,893.0,2869.803922,0.081462413,0.24438724,0.570236893,1.760734072,,,,,,,,,,,,,,,,,,,,,,,,,
153662.7283,2020,골목상권,2110996,대치2동주민센터,5,3,1545,729,1959,142029,1,0,0,0,112840,17857,0,0,108410.8,102977.0,727.0,2869.463026,0.088621056,0.265863169,0.354484225,1.267961165,,,,,,,,,,,,,,,,,,,,,,,,,
438477.5388,2020,골목상권,2110997,대청초등학교,5,3,7401,3439,1724,339356,0,2,0,6,236963,150567,0,0,376414.6,361136.5,739.0,2868.645664,0.548608855,0.886214303,2.152234737,0.232941494,,,,,,,,,,,,,,,,,,,,,,,,,
419310.5616,2020,골목상권,2110999,윗방죽마을공원,5,3,3125,2339,268,14067,0,1,0,0,239796,56158,0,0,11704.8,12535.0,17.0,2868.432458,0.166808454,0.250212681,0.166808454,0.08576,,,,,,,,,,,,,,,,,,,,,,,,,
28669.52899,2020,골목상권,2111000,대왕초등학교(세곡동사거리서남측),5,3,458,199,39,14922,0,0,0,0,52892,3678,0,0,8372.0,7872.5,0.0,2868.670185,0.189064509,0.567193526,0.945322544,0.085152838,,,,,,,,,,,,,,,,,,,,,,,,,
59376.38768,2020,골목상권,2111002,한국교통안전공단 강남자동차검사소,5,3,317,0,317,60,0,0,0,0,59240,3564,0,0,8.4,66.0,0.0,2869.473316,0.168804862,0.506414585,0.506414585,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
363449.2192,2020,골목상권,2110949,한남IC,5,4,564,281,1683,62504,0,0,0,0,62126,0,0,0,48256.0,40918.5,112.0,2869.473316,0.0,0.965779223,0.482889611,2.984042553,,,,,,,,,,,,,,,,,,,,,,,,,
221653.8152,2020,골목상권,2110951,신사은행나무공원,5,4,979,574,273,104737,0,0,0,0,29000,0,0,0,87944.0,72718.5,161.0,2869.662412,0.0,1.034482759,0.344827586,0.278855975,,,,,,,,,,,,,,,,,,,,,,,,,
215488.2645,2020,골목상권,2110952,논현목련공원,5,4,868,571,117,23663,0,0,0,0,21629,0,0,0,24291.8,24552.5,257.0,2870.375452,0.0,1.387026677,0.924684451,0.134792627,,,,,,,,,,,,,,,,,,,,,,,,,
138877.1703,2020,골목상권,2110954,국기원,5,4,448,303,636,111069,0,0,0,2,39798,0,0,0,58139.8,54275.0,34.0,2870.599596,0.0,0.753806724,0.753806724,1.419642857,,,,,,,,,,,,,,,,,,,,,,,,,
351154.3951,2020,골목상권,2110955,논현초등학교,5,4,7089,4515,3430,433960,0,0,0,0,190912,0,0,0,402306.8,377699.0,2056.0,2871.471729,0.0,1.519024472,0.62856185,0.483848216,,,,,,,,,,,,,,,,,,,,,,,,,
361261.4728,2020,골목상권,2110957,언북중학교,5,4,1761,1088,1251,150837,0,0,0,0,94815,0,0,0,143751.8,96399.5,529.0,2870.505785,0.0,0.632811264,0.738279808,0.710391823,,,,,,,,,,,,,,,,,,,,,,,,,
188053.6159,2020,골목상권,2110958,역삼역 4번,5,4,861,544,994,65817,0,0,0,0,73119,0,0,0,60105.6,37095.0,290.0,2871.158787,0.0,0.410290075,0.547053433,1.154471545,,,,,,,,,,,,,,,,,,,,,,,,,
111922.1413,2020,골목상권,2110959,신구중학교,5,4,361,170,271,21966,0,0,0,0,35959,0,0,0,17144.6,13136.0,82.0,2871.672519,0.0,0.83428349,0.83428349,0.750692521,,,,,,,,,,,,,,,,,,,,,,,,,
356124.5507,2020,골목상권,2110960,은광여고,5,4,727,422,1522,14711,0,0,0,0,25543,0,0,0,15250.6,13496.5,239.0,2872.525099,0.0,1.174490076,1.174490076,2.093535076,,,,,,,,,,,,,,,,,,,,,,,,,
256024.177,2020,골목상권,2110961,언주역 3번,5,4,2163,1335,962,148546,1,0,0,0,63031,0,0,0,126002.6,98031.5,668.0,2872.843959,0.0,1.110564643,0.158652092,0.444752658,,,,,,,,,,,,,,,,,,,,,,,,,
132037.8732,2020,골목상권,2110963,역삼월드메르디앙아파트,5,4,1684,860,780,58382,0,0,0,1,40391,0,0,0,60664.6,54909.5,596.0,2872.699872,0.0,0.742739719,0.247579906,0.463182898,,,,,,,,,,,,,,,,,,,,,,,,,
250299.9565,2020,골목상권,2110965,언주역 6번,5,4,2245,1500,1139,138027,0,0,0,2,65107,0,0,0,125045.8,100568.5,706.0,2872.411296,0.0,0.921559894,0.307186631,0.507349666,,,,,,,,,,,,,,,,,,,,,,,,,
143561.7174,2020,골목상권,2110966,논현2동주민센터,5,4,2864,1577,1637,317830,0,0,0,0,93544,0,0,0,261039.0,187422.5,842.0,2872.354344,0.0,0.64140939,0.534507825,0.571578212,,,,,,,,,,,,,,,,,,,,,,,,,
393814.1473,2020,골목상권,2110967,역삼역 8번,5,4,1279,864,377,99352,0,0,0,0,68671,0,0,0,94742.2,69596.5,393.0,2872.503816,0.0,1.310596904,0.436865635,0.294761532,,,,,,,,,,,,,,,,,,,,,,,,,
601352.3768,2020,골목상권,2110971,선정릉역 4번,5,4,3870,2549,1542,131149,0,1,0,0,133221,0,0,0,131744.8,111778.5,1663.0,2872.658652,0.0,0.675569167,0.075063241,0.398449612,,,,,,,,,,,,,,,,,,,,,,,,,
272901.3587,2020,골목상권,2110972,강남세브란스병원미래의학연구센터,5,4,1921,1003,2628,32031,0,0,0,0,46603,0,0,0,36348.2,32533.0,624.0,2871.977158,0.0,0.643735382,0.429156921,1.36803748,,,,,,,,,,,,,,,,,,,,,,,,,
234692.1721,2020,골목상권,2110974,언주중학교,5,4,1513,796,292,103731,0,0,0,0,35150,0,0,0,101708.4,94135.5,542.0,2871.689103,0.0,1.706970128,0.568990043,0.192994052,,,,,,,,,,,,,,,,,,,,,,,,,
523843.6069,2020,골목상권,2110975,매봉역 1번,5,4,890,353,10837,51402,0,0,0,0,52363,87922,535454,1,39603.6,37968.0,250.0,2871.420514,0.572923629,1.145847259,2.291694517,12.17640449,,,,,,,,,,,,,,,,,,,,,,,,,
188577.5072,2020,골목상권,2110976,언북초등학교,5,4,2022,1080,578,135400,1,0,0,0,55724,0,0,0,114801.2,101734.5,528.0,2871.771563,0.0,1.076735338,0.358911779,0.285855589,,,,,,,,,,,,,,,,,,,,,,,,,
125054.8744,2020,골목상권,2110977,논현로18길,5,4,691,340,148,21423,0,0,0,0,17287,0,0,0,17884.0,14711.5,119.0,2871.755558,0.0,5.20622433,0.0,0.214182344,,,,,,,,,,,,,,,,,,,,,,,,,
164633.2391,2020,골목상권,2110980,개포지구대옆,5,4,2629,1125,663,87657,0,0,0,0,85827,0,0,0,84460.8,76034.0,701.0,2872.081856,0.0,0.349540354,0.116513451,0.252187143,,,,,,,,,,,,,,,,,,,,,,,,,
302034.8889,2020,골목상권,2110981,국악고교사거리,5,4,2118,907,361,82574,0,0,0,0,67409,20671,0,0,67165.8,63112.0,580.0,2872.2712,0.593392574,1.335133291,0.296696287,0.170443815,,,,,,,,,,,,,,,,,,,,,,,,,
146013.1268,2020,골목상권,2110982,강남구보훈회관,5,4,827,406,166,31458,0,0,0,0,19865,0,0,0,29460.0,30299.0,206.0,2872.134223,0.0,1.510193808,0.503397936,0.200725514,,,,,,,,,,,,,,,,,,,,,,,,,
1242315.109,2020,골목상권,2110983,국립국악고등학교,5,4,2703,1231,783,66412,1,0,0,0,56041,0,0,0,64339.6,62863.0,611.0,2871.606738,0.0,0.535322353,0.535322353,0.289678135,,,,,,,,,,,,,,,,,,,,,,,,,
240441.1658,2020,골목상권,2110984,포이초등학교(개포목련어린이공원),5,4,4267,1912,1556,110698,0,0,0,0,137097,3396,0,0,136237.4,134354.5,1067.0,2871.816696,0.072941056,0.875292676,0.729410563,0.364659011,,,,,,,,,,,,,,,,,,,,,,,,,
395698.221,2020,골목상권,2110985,청담근린공원,5,4,956,480,1338,47356,0,0,0,0,43265,0,0,0,41310.8,37607.5,239.0,2871.872925,0.0,0.693401133,0.231133711,1.39958159,,,,,,,,,,,,,,,,,,,,,,,,,
218209.6232,2020,골목상권,2110988,청담역 3번,5,4,1289,463,1594,35117,0,0,0,0,79185,0,876074,1,29880.0,29929.5,345.0,2872.186623,0.0,0.378859633,0.252573088,1.236617533,,,,,,,,,,,,,,,,,,,,,,,,,
182140.3792,2020,골목상권,2110989,대치동아우편취급국,5,4,1588,904,444,116989,1,0,0,0,40587,0,0,0,101556.8,81554.0,687.0,2872.448633,0.0,2.217458792,0.24638431,0.279596977,,,,,,,,,,,,,,,,,,,,,,,,,
211681.8587,2020,골목상권,2110992,도곡초등학교,5,4,7894,3681,2179,329549,3,0,0,0,138866,0,0,0,254919.8,284296.5,1958.0,2871.802957,0.0,1.296213616,0.216035603,0.27603243,,,,,,,,,,,,,,,,,,,,,,,,,
101809.2681,2020,골목상권,2110994,개포고등학교,5,4,1777,797,494,79068,1,0,0,0,61589,0,0,0,86070.2,81914.0,362.0,2870.334088,0.0,0.974199938,2.922599815,0.277996624,,,,,,,,,,,,,,,,,,,,,,,,,
251639.1051,2020,골목상권,2110995,봉은사역 4번,5,4,2802,1097,5085,84446,0,0,0,0,122756,6876,0,0,76774.4,76557.5,893.0,2870.831164,0.081462413,0.24438724,0.407312066,1.814775161,,,,,,,,,,,,,,,,,,,,,,,,,
134586.9348,2020,골목상권,2110996,대치2동주민센터,5,4,1430,682,1959,138867,2,0,0,0,112840,16437,0,0,102892.2,101402.0,525.0,2870.490826,0.088621056,0.265863169,0.708968451,1.36993007,,,,,,,,,,,,,,,,,,,,,,,,,
448348.7484,2020,골목상권,2110997,대청초등학교,5,4,7187,3441,1724,367604,1,0,0,0,236963,147240,0,0,392765.0,379994.0,836.0,2869.755816,0.548608855,0.886214303,1.89903065,0.239877557,,,,,,,,,,,,,,,,,,,,,,,,,
409603.4438,2020,골목상권,2110999,윗방죽마을공원,5,4,3177,2401,268,14134,0,1,0,0,239796,55631,0,0,11517.4,12334.5,17.0,2869.196761,0.166808454,0.250212681,0.417021135,0.084356311,,,,,,,,,,,,,,,,,,,,,,,,,
20250.00725,2020,골목상권,2111000,대왕초등학교(세곡동사거리서남측),5,4,444,201,39,14184,0,0,0,0,52892,3437,0,0,7934.2,7073.5,0.0,2869.434704,0.189064509,0.567193526,0.567193526,0.087837838,,,,,,,,,,,,,,,,,,,,,,,,,
52863.59783,2020,골목상권,2111002,한국교통안전공단 강남자동차검사소,5,4,317,0,317,75,0,0,0,0,59240,3125,0,0,44.4,105.0,0.0,2870.208035,0.168804862,0.506414585,0.844024308,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
348991.7907,2021,골목상권,2110949,한남IC,5,1,564,281,1683,59464,0,0,0,0,62126,0,0,0,46561.0,38949.5,112.0,2870.208035,0.0,0.965779223,0.482889611,2.984042553,,,,,,,,,,,,,,,,,,,,,,,,,
197820.9741,2021,골목상권,2110951,신사은행나무공원,5,1,979,574,273,104371,0,0,0,0,29000,0,0,0,88718.0,72744.0,161.0,2870.397353,0.0,1.034482759,0.344827586,0.278855975,,,,,,,,,,,,,,,,,,,,,,,,,
209946.337,2021,골목상권,2110952,논현목련공원,5,1,868,571,117,26072,0,0,0,0,21629,0,0,0,26127.0,26015.0,257.0,2871.110402,0.0,1.387026677,0.924684451,0.134792627,,,,,,,,,,,,,,,,,,,,,,,,,
133324.4519,2021,골목상권,2110954,국기원,5,1,448,303,636,111894,0,0,0,2,39798,0,0,0,56907.6,53001.5,34.0,2871.334754,0.0,0.753806724,0.753806724,1.419642857,,,,,,,,,,,,,,,,,,,,,,,,,
374251.3165,2021,골목상권,2110955,논현초등학교,5,1,7089,4515,3430,441091,0,0,0,0,190912,0,0,0,418285.4,390410.5,2056.0,2872.206832,0.0,1.519024472,0.62856185,0.483848216,,,,,,,,,,,,,,,,,,,,,,,,,
331451.0315,2021,골목상권,2110957,언북중학교,5,1,1761,1088,1251,151825,0,0,0,0,94815,0,0,0,146781.2,96257.5,529.0,2871.241582,0.0,0.632811264,0.738279808,0.710391823,,,,,,,,,,,,,,,,,,,,,,,,,
236973.0667,2021,골목상권,2110958,역삼역 4번,5,1,861,544,994,70581,0,0,0,0,73119,0,0,0,64035.4,38382.0,290.0,2871.894617,0.0,0.410290075,0.547053433,1.154471545,,,,,,,,,,,,,,,,,,,,,,,,,
117572.7185,2021,골목상권,2110959,신구중학교,5,1,361,170,271,21532,0,0,0,0,35959,0,0,0,16858.4,13093.0,82.0,2872.40844,0.0,0.83428349,0.83428349,0.750692521,,,,,,,,,,,,,,,,,,,,,,,,,
337475.8852,2021,골목상권,2110960,은광여고,5,1,727,422,1522,14672,0,0,0,0,25543,0,0,0,15055.0,13998.5,239.0,2873.260972,0.0,1.174490076,1.174490076,2.093535076,,,,,,,,,,,,,,,,,,,,,,,,,
